id,1916,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012
20129,-5.44,48.18,31.5,58.58,-26.33,-15.78,12.13,25.33,6.66,41.58,30.07,21.94,-21.08,19.55,50.03,0.2,44.71,64.62,30.26,30.96,44.09,56.65,64.15,65.91,69.09
20131,0.16,45.43,33.09,22.65,-18.09,-3.33,31.68,33.05,11.28,52.22,34.51,7.6,-15.29,19.39,30.79,3.18,35.67,34.49,11.35,7.4,25.41,39.4,48.91,44.5,58.3
20133,-9.07,23.09,32.56,45.35,-14.09,1.46,19.37,25.2,14.55,37.53,32.3,25.89,-16.12,16.41,31.99,2.44,20.92,29.54,4.67,1.61,12.79,20.71,31.54,26.56,34.29
20135,-11.61,44.98,43.17,44.27,-10.98,-21.07,19.16,32.59,19.23,54.13,42.19,27.23,-20.19,25.2,39.4,-4.12,42.4,52.46,15.78,13.03,46.33,55.28,56.38,60.2,68.63
20137,-26.73,34.39,32.4,50.09,-8.42,10.12,41.92,42.45,25.95,53.62,43.58,36.22,21.31,47.46,53.92,23.77,56.34,59.95,37.51,21.32,42.99,46.76,62.29,57.18,63.66
20139,-6,29.16,37.06,47.69,-6.03,0.09,21.89,29.71,13.03,38.3,35.09,28.54,-1.03,26.55,44.54,3.26,27.34,34.39,10.19,0.39,13.78,18.75,30.32,30.3,31.26
20141,-9.29,50.61,52.12,63.21,6.59,11.35,38.76,44.25,28.57,64.12,48.14,40.46,1.21,40.37,49.06,13.52,52.55,51.05,23.51,7.06,40.72,46.7,54.6,56.32,62.84
20143,-14.06,28.91,39.46,46.55,-13.63,-11.02,15.13,27.29,20.86,56.32,38.16,34.11,-1.44,34.68,48.04,7.66,50.49,53.17,31.16,18.44,37.85,48.23,58.5,52.46,59.22
20145,-16.33,29.76,33.68,50.78,-12.65,-23.18,2.46,8.67,6.51,43.35,27.91,17.04,-27.22,16.52,35,-7.12,26.71,39.62,10.41,6.67,31.55,30,46.82,36.96,42.87
20147,-11.81,39.12,26.39,40.78,-15.81,19.39,39.94,46.58,36.45,61.09,51.63,51.12,9,45.84,54.58,28.65,54.08,62.9,40.9,18.42,41.24,51.79,59.68,59.24,68.34
20149,12.89,54.74,45.14,30.95,-7.78,9.37,38.62,40.33,26.04,56.08,50.38,26.55,3.43,37.01,49.34,19.79,35.34,43.29,20.66,4.34,32.37,38.13,47.04,43.84,47.15
20151,-16.41,30.38,32.33,62.02,-17.46,-33.03,1.02,6.44,2.22,38.85,29.66,27.84,-1.97,25.6,44.63,2.47,31.97,43.72,20.12,5.24,27.81,35.58,43.82,36.47,47.12
20153,-20.43,38.85,17.78,17.46,-34.51,-19.54,16.86,24.15,11.66,51.86,40.09,24.1,14.73,40.56,45.05,11.5,52.84,58.26,35.6,26.15,56.04,59.94,65.41,62.88,71.54
20155,1.25,36.62,42.05,53.53,-1.99,-24.44,8.21,18.14,5.7,40.06,33.58,20.95,-25.47,8.23,30.58,-12.85,16.04,28.06,4.84,7.47,19.65,24.2,31.6,23.29,31.25
20157,-13.35,36.56,33.56,37.34,-21.06,5.54,27.68,33.44,22.66,53.93,38.13,31.93,4.11,38.57,45.77,16.95,52.94,53.94,36.89,17.95,48.88,54.77,56.46,50.09,61.69
20159,-5.24,40.02,45.75,48.99,1.11,-19.25,13.64,23.07,18.16,50.01,41.21,29.96,-20.91,19.55,34.78,-8.19,24.5,38.92,10.12,11.44,29.4,32.77,46.89,40.21,47.95
20161,10.77,49.27,48.9,56.74,12.65,19.19,38.15,41.67,38.14,61.04,54.04,44.33,6.58,30.26,34.43,17.97,21.88,30.55,13.08,2.11,22.27,24.57,22.78,7,11.99
20163,-18.25,42.43,40.88,42.14,-5.18,-1.94,22,33.68,14.45,49.67,42.2,26.75,1.58,34.69,45.34,8.03,48.64,56.88,30.79,6.02,43.56,51.14,58.56,61.82,68.17
20165,-8.68,51.41,31.94,20.83,-22.31,-17.75,20.15,34.03,14.72,51.48,29.96,8.07,-23.44,23.71,33.16,-7.32,49.88,41.11,1.16,3.17,34.79,39.37,39.63,40.48,50.89
20167,1.87,52.63,47.55,33.88,-19.82,-24.98,17.89,35.58,13.97,52.33,43.8,31.58,-1.4,40.43,50.26,36.67,52.54,54.87,24.33,0.97,62.34,44.46,52.79,53.84,61.25
20169,-9.51,31.85,43.49,43.09,-14.51,-12.95,10.02,19.45,7.58,50.72,38.87,25.77,-19.51,18.06,39.23,13.64,30.12,39.7,17.19,2.86,21.06,22.88,32.93,26.24,31.63
20171,-21.35,23.64,20.03,32.37,-28.43,-27.32,15.7,22.81,16.46,57.69,50.49,43.13,5.83,42.14,52.74,12.64,56.78,63.96,36.76,31.77,54.19,60.49,68.6,68.93,70.71
20173,-9.55,20.06,33.65,49.74,-14.31,-29.1,-3.08,6.05,0.69,33.77,22.44,10.98,-11.47,14.31,35.03,4.24,13.9,26.49,13.17,6.92,20.26,19.07,25.63,12.65,18.88
20175,-21.74,27.09,22.31,54.87,-9.39,-28.59,0.95,8.41,6.11,46.19,42.37,41.12,7.14,36.07,57.51,30.22,47.25,62.06,41.99,24.38,44.91,53.83,57.92,43.07,41.09
20177,13.76,33.99,53.92,53.47,9.09,-7.36,10.37,18.54,7.42,30.45,33.31,21.53,-8.64,15.71,35.64,12.65,16.88,24.26,2.21,-3.19,2.7,1.45,9.71,0.29,1.05
20179,-21.17,41.76,34.84,21.71,-33.07,-17.4,24.5,34.08,6.29,47.94,35.18,4.61,-11.91,25.57,33.05,2.64,47.9,49.57,19.34,11.8,55.56,57.15,64.37,62.06,73.47
20181,-32.52,14.12,24.29,51.43,-28.9,-21.63,5.65,21.93,3.3,42.84,30.72,30.65,-1.96,27.09,45.25,2.94,45.69,57.41,27.63,24.47,44.55,45.23,52.72,47,53.34
20183,-13.02,34.89,28.24,49.6,-4.62,7.23,32.07,40.59,26.26,56.59,46.5,44.27,5.61,42.71,50.9,19.67,50.36,53.52,31.69,14.73,39.76,45.79,53.29,57.6,62.58
20185,-7.76,43.4,47.41,51.73,-14.96,-24.62,5.33,13.2,5.73,44.82,37.24,31.75,-15.68,19.45,43.36,-7.24,33.37,41.18,15.01,5.58,37.45,44.5,52.29,45.95,53.34
20187,2.47,48.92,36.41,50.15,-18.17,-19.09,11.12,24.5,14.86,50.45,41.3,31.87,-4.23,27.84,46.96,2.02,44.46,56.56,29.68,33.27,49.77,55.39,65.32,53.2,60.87
20189,-21.83,42.03,44.54,57.73,-34.78,-18.61,11.45,29.43,10.25,55.11,38.38,37.92,-0.69,31.74,52.65,16.37,49.11,65.04,44.65,29.63,52.34,64.85,71.79,72.03,73.6
20191,-13.9,24.65,29.64,60.89,-12.28,-23.34,4.7,20.35,12.64,38.71,26.31,23.49,-7.79,19.96,41.75,-7.16,21.69,29.96,9.73,1.73,21.08,25.67,36.95,32.74,39.4
20193,-31.88,15.59,22.45,33.53,-27.49,-28.57,9.38,19.36,0.7,39.64,24.65,23.52,-7.91,27.23,39.96,10.66,41.5,54.8,24.13,18.36,47.58,53.31,56.61,55.81,63.04
20195,-11.01,52.22,37.44,16.01,-30.64,-27.43,15.8,24.47,5.02,51.6,39.2,23.86,-9.39,28.49,36.56,1.06,39.89,42.16,10.05,6.22,33.32,38.32,46.92,48.17,61.43
20197,20.85,56.4,50.69,44.31,-3.31,11.34,48,52.6,34.95,62.29,53.44,41.49,17.51,41.63,56.17,17,42.27,47,19.25,0.12,27.13,33.83,42.45,38.6,40.96
20199,-12.02,47.77,38.47,34.26,-14.36,14.3,35.05,42.09,18.1,58.05,46.02,36.4,1.97,37.75,53.18,10.03,62.16,67.92,42.3,43.15,59.71,73.64,71.92,73.88,81.58
20201,6.18,53.76,38.36,35.43,-11.89,17.75,47.21,54.85,34,63.2,50.19,36.76,13.58,43.98,52.46,23.24,55.69,53.1,35.68,18.53,44.78,53.84,58.15,53.32,62.03
20203,-2.08,51.67,43.56,11.12,-31.35,-17.33,19.36,29.28,15.14,52.88,41,11.73,-11.11,31.34,44.54,-1.7,45.87,58.91,28.05,30.73,49.78,59.82,64.6,66.44,67.27
20205,-7.37,37.13,40.45,57.94,-7.6,11.66,29.59,37.71,20.44,47.12,46.33,35.96,5.89,39.15,52.94,13.18,44.22,45.73,27.57,12.08,26.65,38.14,50.09,40.77,54
20207,1.73,39.92,36.3,53.89,-6.79,11.45,30.48,39.45,26.7,53.18,42.48,35.08,6.21,35.03,47.51,9.8,36.04,40,16.3,3.11,19.38,28.4,38.23,33.96,45.27
20209,-12.03,16.49,37.28,31.91,-12.17,-18.36,-15.14,-10.17,-25.41,-5.57,-4.46,-8.68,-35.02,-16.05,9.18,-22.92,-16.19,-13.38,-33.53,-33.99,-34.72,-38.09,-31.84,-40.69,-36.95
21001,5.29,12.78,7.54,38.02,-2.63,11.6,15.05,17.16,13.66,26.2,25.05,34.14,3.34,34.44,40.66,14.82,27.52,42.37,42.91,26.4,31.43,50.23,51.89,52.67,55.01
21003,13.05,21.16,13.69,46.28,1.62,11.77,22.62,28.21,16.52,25.36,23.59,34.44,6.59,42.28,40.77,5.8,22.28,38.4,35.93,13.06,23.92,38.34,45.78,43.76,47.55
21005,-17.45,-15.7,-18.81,3.94,-33.88,-28.6,-33.72,-20.65,-36.36,-19.63,-5.31,-0.12,-39.2,7.23,27.14,-17.09,-10.81,32.94,19.25,3.71,1.11,25.19,33.59,32.44,33.98
21007,-50.97,-55.24,-59.04,-50.95,-74.5,-63.91,-61.8,-63.25,-69.51,-54.66,-57.17,-42.02,-68.88,-12.63,4.24,-58.08,-36.41,-9.2,-19.34,-29.9,-31.83,-1.49,15.08,27.34,37.43
21009,-15.43,-16.03,-11.98,18.19,-28.44,-20.97,-20.35,-15.28,-24.04,-10.46,-10.62,2.38,-37.14,7.59,27.7,-21.3,9.39,26.18,16.11,-1.7,5.54,27.53,34.73,33.91,33.33
21011,-13.71,-9.93,-9.65,9.68,-29.59,-23.62,-21.36,-15.98,-27.93,-16.01,-8.05,-4.5,-43.55,-3.51,17.43,-38.26,-19.23,6.26,-13.02,-23.07,-18.4,4.83,-6.89,0.53,12.25
21013,40.87,48.97,40.59,43.94,-7.3,-12.24,-8.7,2.18,-13.52,10.08,20.74,13.55,-24.88,7.47,33.43,-2.38,-7.69,13.57,5.16,-10.75,-11.4,7.52,22.83,40.62,51.71
21015,-57.97,-55.78,-23.47,16.77,-44.31,-44.52,-29.86,-25.35,-32.7,-6.29,3.38,23.97,-19.33,14.98,46.3,0,20.42,44.4,40.12,24.57,26.19,39.92,44.23,34.51,38.65
21017,-11.14,-14.94,-4.37,16.73,-25.5,-22.01,-22.81,-32.25,-35.93,-19.93,-13.61,-14.04,-53.53,-13.15,25.75,-21.07,-18.37,18.11,8.34,-2.72,-7,11.73,21.36,17.23,20.41
21019,2.52,10.65,18.17,32.81,-9.52,-18.87,-14.75,-8.4,-14.4,0.87,14.72,10.84,-24.38,3.78,32.81,-9.99,-1.54,6.42,-0.91,-14.7,-13.84,-1.53,6.29,12.31,16.32
21021,-15.62,-12.18,-8.42,8.06,-33.75,-25.99,-28.73,-22.64,-26.5,-11.86,-0.13,4.56,-43.14,0.77,28.34,-7.58,-6.78,25.31,14.02,1.35,3.19,20.95,24.96,23.21,26.12
21023,-21.04,-18.57,8.54,40.18,-23.87,-15.09,-11.64,-12.64,-19.71,-1.83,7.29,20.31,-38.92,1.75,29.82,-27.98,-10.06,22.72,16.08,-3.31,11.62,38.99,31.86,24.27,27.29
21025,-13.14,-5.22,-24.6,-13.3,-53.42,-37.89,-42.48,-40.45,-54.68,-42.02,-14.51,-24.72,-75.14,-34.06,-18.3,-55.29,-43.09,-9.19,-22.19,-41.1,-44.74,-16.12,-13.21,9.26,35.06
21027,7.88,8.22,8.38,23.1,-8.14,-5.39,-0.58,6.48,-4.16,4.22,13.74,11.85,-26.49,12.86,29.71,-10.62,6.76,24.72,16.25,-2.45,2.87,29.09,31.64,25.48,27.61
21029,-29.12,-29.21,-29.45,0.98,-45.59,-58.26,-49.11,-40.86,-41.72,-24.25,-6.34,4.8,-46.58,10.71,22.38,-20.93,3.82,31.01,19.01,-0.45,5.69,25.81,36.29,32.3,35.67
21031,35.59,50.14,37.83,70.33,19.63,35.38,36.93,48.76,37.37,44.15,46.56,57.31,21.9,49.05,55.16,19.47,41.69,49.3,44.79,26.24,30.63,47.01,47.92,40.34,47.89
21033,2,3.66,6.49,25.44,-18.87,-11.92,-11.93,-4.3,-14.13,8.04,5.15,23.39,-23.77,13.82,36.1,-24.66,-5.58,13,6.96,-18.3,-7.12,17.11,28.68,26.68,35.02
21035,-51.15,-48.6,-58.46,-37.46,-76.86,-70.83,-73.11,-62.52,-73.19,-49.55,-45.63,-16.61,-64.3,-13.61,19.46,-43.19,-19.32,12.28,8.12,-11.99,-2.52,15.14,23.54,18.35,27.36
21037,-11.72,6.73,27.13,8.8,-20.23,-21.37,0.39,2.58,-4.52,15.4,28.31,8.41,-13.45,13.95,38.85,11.71,19.46,40.43,33.79,17.38,15,25.86,28.09,20.9,22.8
21039,-52.72,-58.1,-64.65,-43.37,-74.94,-66.54,-64.84,-60.43,-72.97,-47.98,-54.37,-28.82,-69.24,-13.82,14.16,-63.11,-22.28,1.19,-12.64,-21.18,-22.21,9.87,22.21,31.33,41.43
21041,-52.88,-55.61,-26.26,-6.09,-59.4,-54.24,-56.6,-55.63,-58.01,-43.67,-31.33,-32.44,-67.67,-28.46,-3.11,-46.34,-31.58,7.65,-5.8,-28.64,-16.03,6.2,12.5,8.24,10.05
21043,17.93,24.79,26.4,37.96,-2.1,12.41,14.05,20.17,5.91,16.55,24.41,17.51,-18.83,13.67,22.16,-10.23,1.94,7.73,-2.74,-10.74,-6.28,4.86,-1.39,9.54,21.28
21045,17.88,28.77,26.73,42.89,18.25,30.06,34.97,43.43,38.1,43.03,45.17,54.6,29.53,53.85,59.52,35.31,52.22,58.66,51.61,35.99,42.7,57.82,62.25,58.08,62.68
21047,11.4,9.55,4.37,10.7,-18.44,-10.72,-8.48,-16.24,-22.98,-16.53,-13.25,-13.39,-38.36,11.95,28.63,-22.31,7.48,32.55,23.63,6.31,8.87,22.56,33.14,21.16,23.79
21049,-20.26,-21.79,-17.4,0.5,-42.37,-32.29,-29.95,-30.18,-35.57,-16.55,-8.68,4.62,-35.05,4.6,37.75,-18.81,-7.94,25.98,11.19,-2.32,-2.28,19.07,25.32,25.05,30.51
21051,46.78,61,50.62,74.22,23.86,44.44,45.84,56.81,35.3,50.43,65.21,56.18,1.97,55.61,40.43,37.07,36.49,48.83,41.59,36.83,24.7,47.67,49.76,56.46,68.6
21053,53.3,68.8,58.05,77.62,45.46,50.78,54.62,64.49,51.29,61.42,63.88,68.21,40.28,58.51,59.66,40.34,55.32,60.64,56.26,35.82,36.44,50.92,55.54,62.44,64.12
21055,10.3,19.03,14.98,37.06,1.53,11.77,17.67,26.91,12.29,26.67,25.91,35.49,6.74,31.25,44.19,-3.55,18.85,18.67,20.95,-4.29,0.85,20.68,30.74,34.35,48.75
21057,35.93,43.59,39.79,65.61,31.37,38.89,48.72,56.84,41.04,45.3,43.99,52.5,14.1,47.11,53.56,31.66,45.28,55.94,49.35,31,33.85,49.37,46.56,48.59,56.66
21059,-13.77,-12.01,-5.43,9.63,-34.87,-34.67,-24.7,-13.99,-27.4,16.32,26.21,15.23,-29.06,0.66,34.53,-4.69,-0.84,18.58,7.83,-4.48,1.37,19.96,23.1,10.11,21.11
21061,17.6,33.29,27.08,48.45,19.87,31.01,31.95,40.98,30.93,39.32,43.83,45.66,21.95,45.95,52.21,16.36,39.24,42.64,34.27,18.17,22.66,30.83,31.73,36.24,39.8
21063,-37.11,-34.28,-46.36,-37.34,-69.82,-52.46,-52.1,-54,-66.89,-53.46,-34.94,-37.46,-72.44,-39.89,-31.21,-62.25,-49.84,-47.17,-52.91,-53.54,-43.52,-29.32,-40.34,-25.17,-2.5
21065,12.63,16.62,2.26,31.73,-3.05,5.1,5.5,10.91,2.9,16.04,21.24,29.7,-2.66,23.36,39.37,5.01,17.55,37.47,28.89,12.22,11.15,30.62,30.96,40.08,46.16
21067,-7.35,-7.85,5.87,30.37,-14.06,-11.02,-11.68,-11.01,-8.58,9.75,23.42,20.87,-14.89,15.98,35.39,11.01,6.74,28.18,19.03,3.77,-0.76,6.84,6.7,-4.82,-1.02
21069,-9.81,-8.16,-0.34,29.07,-13.13,-2.3,-2.46,1.02,-12.96,2.89,4.26,11.24,-23.2,19.54,25.84,-16.82,3.2,27.09,7.14,-4.13,8.4,28.36,21.65,19.77,32.32
21071,-9.69,-11.93,-5.21,-5.66,-42.73,-40.46,-42.06,-41.48,-47.15,-35.65,-12.36,-32.69,-66.18,-36.67,-10.47,-52.82,-44.17,-32.43,-39.58,-52.54,-45.3,-32.61,-25.27,1.35,33.92
21073,-39.97,-36.8,-24.35,-5.01,-51.13,-51.01,-56.52,-50.97,-52.4,-40.46,-22.41,-19.59,-62.51,-17.76,15.94,-30.04,-25.57,17.17,2.77,-10.96,-20.22,-2.97,2.74,0.6,-0.81
21075,-48.56,-47.3,-56.57,-39.21,-64.97,-65.07,-63.78,-63.71,-62.54,-35.69,-43.75,-26.69,-36.05,18.44,26.57,-37.75,-15.62,7.39,-1.89,-23.1,-27.71,-5.7,6.47,10.34,16.24
21077,-57.68,-53.55,-14.44,10.19,-65.98,-56.1,-49.6,-44.7,-59.74,-49.59,-38.17,-15.25,-64.54,-19.34,7.94,-44.86,-17.84,0,-9.17,-20.27,-14.96,12.04,22.16,17.6,16.99
21079,8.36,10.23,9.82,24.68,-6.3,-0.53,-0.32,7.28,4.46,10.88,12.42,21.57,-6.71,30.69,36.55,3.96,18.1,35.16,21.8,13.11,24.11,40.01,44.2,43.08,51.56
21081,-25.8,-24.74,-14.58,19.1,-37.91,-30.64,-27.97,-19.57,-38.72,-22.49,-15.52,6.5,-39.29,6.16,31.68,-30.93,-11.79,25.09,19.56,0.57,2.63,25.86,35.51,27.39,33.16
21083,-44.91,-46.21,-50.82,-31.78,-68.54,-68.14,-64.21,-57.48,-69.43,-53.21,-46.18,-22.6,-61.09,-10.43,23.73,-46.59,-3.21,3.73,-6.49,-17.53,-13.48,12.31,22.78,26.08,39.68
21085,9.52,19.06,5.32,26.3,-1.98,4.12,8.16,19.61,13.76,26.25,38.59,34.24,0.92,34.04,37.9,8.75,28.43,42.74,33.3,19.09,19.85,37.85,42.05,34.85,39.48
21087,6.48,14.5,10.69,37.83,0.09,8.48,11.18,13.51,14.29,19.74,26.12,39.07,-1.17,34.66,38.62,6.9,22.17,33.05,32.5,19.03,32.56,53.2,49.06,50.82,50.84
21089,0.03,5.99,10.89,28.86,-18.14,-8.24,-7.74,-1.36,-13.65,-3.99,3.98,7.54,-24.48,0.08,20.43,-15.13,-1.88,3.65,-2.93,-15.53,-10.84,0.47,6.49,14.1,18.64
21091,4.73,2.16,0.33,16.73,-15.89,-9.5,3.11,9.4,-7.44,6.5,12.58,18.75,-30.46,7.76,32.33,-15.94,-5.43,20.6,7.86,-12.57,-5.72,14.52,14.32,-5,9.17
21093,-26.7,-23.32,-21.68,18.02,-36.39,-32.23,-33.38,-22.01,-25.62,-8,7.69,9.27,-32.99,6.75,35.3,-6.66,7.68,38.34,29.02,11.1,6.05,25.64,36,20.62,20.76
21095,57.64,60.83,56.79,51.05,10.01,-19.12,-28.65,-15.79,-34.32,-15.82,12.09,-10.34,-39.99,-13.9,19.83,-22.29,-23.09,-4.77,-17.29,-23.16,-25.05,-3.65,21.02,46.19,64.01
21097,-32.25,-33.51,-28.42,-4.2,-45.3,-42.64,-42.34,-43.14,-46.46,-28.65,-24.52,-20.3,-59.57,-15.18,20.8,-30.1,-20.11,18.03,4.08,-10.45,-8.08,17.17,26.49,21.13,29.11
21099,-0.41,4.62,-2.21,19.56,-21.18,-2.98,-6.73,-2.02,-3.74,-0.3,1.06,7.14,-25.54,21.14,21.47,-22.43,2,14.65,7.46,-7.7,3.02,25.32,26.52,30.9,29.81
21101,-24.32,-26.55,9.37,14.41,-40.71,-56.88,-46.38,-37.27,-45.57,-9.03,-3.84,-2.42,-49.03,-14.45,22.81,-31.88,-22.02,4.17,-5.04,-19.5,-19.99,-2.22,12.65,-2.65,11.84
21103,-32.94,-35.27,-31.57,-11.29,-44.43,-40.06,-45.35,-40.51,-47.03,-37.22,-30.73,-26.8,-61.49,-17.82,6.32,-42.49,-26.53,10.23,-5.3,-22.95,-4.27,20.59,26.59,19.6,21.4
21105,-56.37,-55.39,-56.87,-47.55,-76.04,-73.27,-69.68,-54.46,-68.33,-38.99,-50.01,-38.42,-55.37,110.2,17.99,-53.39,-11.73,13.58,-0.69,-17.7,-24.16,9.93,20.03,26.4,34.83
21107,-1.89,-7.39,-4.83,-2.39,-40.81,-38.79,-38.16,-31.84,-35.49,-25.04,-10.37,-7.18,-40.95,-5.06,38.54,-20.28,-16.75,16.24,3.39,-16.25,-5.77,16.71,31.28,24.87,39.93
21109,76.64,84.61,78.46,93.18,68.79,78.18,77.55,83.17,72.72,73.59,77.14,80.7,48.2,75.84,84.6,60.18,64.93,75.1,70.46,57.84,47.92,69.58,69.52,70.14,74.16
21111,-0.78,9.68,9.66,20.49,-3.73,-22.97,-17.78,-13.65,-0.76,9.6,17.55,0.59,-28.56,2.56,23.03,2.9,0.53,15.65,4.38,-11.67,-10.48,-1.6,-1.66,-11.97,-11.09
21113,-12.86,-15.06,-6.85,10.9,-25.31,-15.23,-20.85,-14.97,-21.95,-8.03,5.88,15.91,-11.42,17.46,48.68,4.76,17.57,49.2,40.55,21.96,18.49,36.13,40.34,36.98,39.9
21115,32.67,43.33,32.02,48.08,21.64,16.14,24.71,35.21,25.18,32.4,42.21,33.95,0.35,29.13,45.16,13.99,22.78,25.72,13.17,-0.65,-1.12,18.73,28.5,41.58,59.46
21117,-31.73,-17.02,18.3,7.32,-32.43,-37.48,-18.83,-16.11,-26.53,-0.66,16.56,5.79,-19.26,6.59,36.1,7.81,17.43,39.93,34.72,20.55,17.58,28.91,31.03,20.87,24.33
21119,-43.52,-48.04,-43.84,-47.52,-71.22,-60.26,-70.76,-65.62,-72.14,-59.35,-39.78,-47.4,-81.39,-45.96,-30.21,-65.76,-53.83,-44.16,-50.45,-58.09,-55.11,-35.92,-27.55,7.87,47.6
21121,47.37,54.18,39.86,59.62,14.33,18,20.22,36.89,19.85,32.76,42.8,32.59,-7.3,28.22,46.69,14.88,21.6,32.16,25.17,12.46,8.42,23.9,35.63,44.57,53.9
21123,-18.01,-12.42,-18.3,4.55,-36.3,-33.28,-30.52,-14.15,-17.95,-11.91,12.4,21.8,-39.09,15.68,24.27,-21.83,-4.31,30.89,17.36,-0.73,2.15,31.99,38.34,36.26,37.79
21125,33.21,44.53,36.89,62.21,14.92,28.32,28.79,41.15,30.2,43.63,47.89,52.85,15.87,48.59,52,23.56,37.69,49.15,43.68,26.73,34.12,45.1,51.75,57.96,63.58
21127,0.47,5.36,2.01,19.27,-14.4,-3.77,-1.97,5.98,-5.6,1.87,8.04,9.39,-21.5,2.85,21.82,-13.17,4.06,9.88,2.13,-6.25,-8.51,13.4,16.12,25.97,44.26
21129,17.62,19.57,0,27.86,-9.49,11.44,6.98,15.53,7.46,17.63,30.78,35.49,-8.42,28.94,37.06,13.97,23.22,41.44,23.32,14.15,11.06,38.24,39.04,44.21,52.69
21131,83.56,89.03,79.25,89.1,66.16,62.87,67.99,68.6,49.79,64.01,75.06,66.09,4.67,48.57,56.33,43.48,44.89,51.62,49.33,26.09,20.29,43.96,48.25,63.86,80.88
21133,32.67,37.4,21.83,21.28,-4.59,-23.41,-16.02,-6.27,-14.15,-4.17,16.24,1.73,-34.58,-3.34,18.13,-18.95,-10.92,-7.18,-13.14,-27.81,-26.82,-6.74,6.72,33.32,58.34
21135,28.26,45.24,34.4,56.83,12.6,24.16,28.44,39.03,30.07,36.03,35.48,38.81,4.26,40.94,44.08,10.48,28.66,39.64,32.79,15.91,21.74,42.12,38.49,35.55,41.6
21137,-8.27,-1.01,-2.62,25.52,-19.63,-5.33,-8.35,-4.97,-5.72,4.51,8.94,22.29,-25.57,15.66,31.25,-8.51,0.7,22.97,13.69,1.55,7.46,27.87,36.11,38.48,41.89
21139,-15.8,-3.78,-16.16,18.4,-35.05,-29.11,-25.8,-16.74,-40.83,-17.01,-17.99,3.83,-44.51,-5.83,21.79,-47.41,-15.39,-3.62,-5.58,-24.28,-24.45,2.27,14.19,27.61,38.64
21141,-14.66,-21.37,-12.33,11.66,-43.3,-45.96,-48.98,-39.5,-49.86,-28.08,-29.9,-6.81,-47.11,0.72,18.04,-32.75,-11.54,18.56,11.89,-4,-3.33,15.63,28.63,28.6,32.64
21143,-22.61,-21.11,-25.73,-2.82,-41.15,-33.3,-36.27,-30.6,-41.52,-30.49,-21.23,-14.77,-41.33,-5.16,19.49,-45.97,-20.89,-13.44,-10.73,-28.23,-21.87,0.23,9.25,16.68,27.06
21145,-16.96,-16.21,-8.54,14.17,-48.39,-53.48,-52.8,-44.02,-52.62,-34.02,-33.05,-12.82,-55.92,-17.88,18.92,-35.08,-12.68,1.43,-0.19,-9.88,-9.68,12.49,23.01,25.23,32.46
21147,65.92,68.74,57.73,78.4,47.34,45.41,43.44,59.03,52.56,56.23,64.75,59.78,21.78,48.39,63.36,28.1,45.35,42.39,35.3,26.63,17.04,39.65,45.51,52.15,61.24
21149,-4.85,-6.63,-10.03,16.4,-32.17,-29.86,-22.89,-11.76,-29.81,-4.52,-2.05,13.88,-37.36,-0.03,31.36,-31.56,-17.52,0.64,-10.7,-21.02,-12.96,11.74,17.16,9.57,30.31
21151,-4.38,3.11,3.7,14.32,-8.9,-1.82,-5.63,-2.66,-7.01,-0.13,2.43,8.7,-23.31,12.13,32.81,-5.09,1.3,26.78,19.6,3.6,5.6,18.48,24.09,22.44,28.86
21153,3.4,26.79,11.05,21.86,-1.12,0.45,-2.62,2.5,-8.98,-3.45,4.01,5.09,-30.39,0.97,5.12,-15.44,-13.61,-11.31,-14.51,-22.22,-20.15,3.34,-0.12,7.07,39.91
21155,-19.18,-21.98,-21.07,-18.18,-47.44,-38.07,-32.66,-28.19,-43.01,-16.52,0.3,-32.16,-59.71,-16.63,0.4,-33.77,-24.95,7.63,-11.49,-20.75,-15.92,7.79,6.88,3.23,5.22
21157,-30.09,-30.7,-38.9,-4,-65.95,-50.41,-52.53,-38.16,-60.41,-39.95,-36.72,-1.4,-55.93,-10.97,20.46,-45.02,-16.96,-5.25,-5.66,-17.32,-12.21,7.93,17.18,24.72,34.23
21159,58.44,67.21,55.38,61.03,39.23,42.73,46.71,56.69,36.05,38.45,61.47,43.13,-3.84,41.69,57.24,24.99,27.67,37.12,23.98,6.01,-5.07,21.39,32.87,54.6,68.15
21161,-13.86,-11.18,-1.68,19.66,-22.23,-14.89,-8.4,-7.79,-17.54,-0.11,4.11,15.77,-29.71,-1.69,17.72,-14.46,-4.06,16.88,7.41,-3.73,2.6,23.74,24.54,17.01,23.33
21163,-23.75,-19.69,-23.55,-2.71,-40.35,-44.4,-35.85,-27.36,-41.34,-23.41,-9.37,-13.27,-48.86,-12.88,23.25,-26.19,-7.67,20.75,5.53,-10.13,-10.71,18.99,31.3,20.95,22.76
21165,-32.81,-32.53,-31.48,0.48,-49.79,-33.45,-39.3,-26.37,-42.83,-31.19,-19.45,-9.52,-54.1,-3.42,-10.01,-54.35,-27.15,-9.66,-23.83,-35.15,-20.83,5.87,-2.73,-4.86,16.78
21167,-15.36,-12.99,0.31,23.59,-31.49,-25.62,-32.19,-20.35,-24.37,-3.67,6.74,13.63,-34.46,8.53,34.53,-16.02,-3.63,28.88,15.67,2.63,1.17,26.3,35.11,36,38.78
