id,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012
18031,11.92,21.84,40.43,35.22,23.53,16.92,35.18,47.83,24.35,40.46
18033,12.00,21.33,30.69,31.79,13.51,15.08,28.47,36.73,15.17,31.59
18035,2.43,14.09,20.53,14.13,1.81,-5.04,2.78,13.83,-14.94,-3.11
18037,-7.22,0.53,26.52,25.18,5.67,2.24,32.53,38.18,4.18,27.63
18039,21.37,31.02,44.45,40.57,25.41,23.94,37.36,40.73,11.17,26.43
18041,1.64,15.84,26.62,18.11,3.80,2.95,19.02,22.55,5.57,16.86
18043,-6.12,3.59,18.46,12.87,-4.16,-4.61,10.91,17.76,10.07,14.31
18045,8.99,28.73,30.40,21.73,6.68,22.47,23.22,35.66,14.33,34.13
18047,4.72,22.30,39.84,31.70,16.84,17.04,35.93,40.55,33.96,42.67
18049,18.33,30.59,40.88,30.38,16.77,12.12,27.12,39.30,16.04,33.18
18051,-8.49,5.33,9.74,3.94,-11.74,-8.10,14.03,25.69,13.15,30.97
18053,11.06,28.11,34.22,26.02,15.99,13.69,24.41,37.36,13.06,21.96
18055,-5.93,10.11,22.82,12.44,-0.15,3.65,20.24,29.98,14.52,31.25
18057,46.64,54.30,64.99,60.95,43.76,46.48,50.54,49.09,22.20,34.25
18059,23.63,38.42,47.59,42.70,30.62,31.66,41.13,49.73,29.59,41.03
18061,-7.23,12.26,21.90,15.17,-2.67,1.25,19.07,27.98,17.95,22.82
18063,29.34,42.52,52.06,48.47,32.76,36.54,44.42,47.57,23.33,34.75
18065,6.79,24.05,25.51,18.31,9.64,4.66,14.60,29.07,3.93,16.97
18067,13.72,23.27,36.10,26.73,14.61,14.37,21.80,28.95,6.12,14.31
18069,16.78,25.61,40.08,50.03,32.71,28.33,41.00,49.53,27.19,39.67
18071,0.03,15.54,30.96,25.98,9.79,5.78,25.50,36.73,13.60,27.41
18073,23.77,40.66,39.35,29.83,17.96,16.07,31.06,36.96,20.33,25.41
18075,5.47,22.73,30.42,24.95,4.54,2.84,18.93,32.64,7.85,20.02
18077,-4.77,10.20,20.02,14.09,-4.34,-5.21,12.28,20.40,5.91,10.40
18079,0.83,15.95,31.85,21.06,8.95,2.28,22.99,31.62,8.02,22.43
18081,23.70,38.35,50.26,46.34,31.09,31.73,41.27,48.10,25.40,38.31
18083,-2.71,11.98,25.52,16.63,-0.20,-3.91,14.51,27.57,6.51,28.95
18085,32.44,43.77,56.25,53.71,35.94,37.24,52.42,56.98,37.28,52.08
18087,15.37,31.75,43.16,37.67,20.03,17.17,32.45,43.40,21.38,35.78
18089,-14.37,-2.77,-10.79,-13.51,-26.25,-31.93,-25.96,-22.78,-34.23,-30.90
18091,9.28,17.36,18.81,7.71,-6.49,-14.66,-1.87,-0.46,-21.99,-12.57
18093,7.86,29.02,34.01,29.85,12.84,15.02,34.73,38.77,20.56,32.70
18095,4.18,19.37,24.16,14.24,2.04,-1.16,8.72,19.40,-6.53,4.50
18097,9.98,13.55,17.25,17.74,5.91,3.15,1.29,-1.93,-28.33,-22.18
18099,20.01,31.05,38.21,31.19,18.93,17.31,29.26,36.38,13.55,28.78
18101,-2.25,10.43,26.74,17.90,9.29,9.17,32.33,37.87,28.88,40.29
18103,13.24,26.18,38.35,29.62,17.60,19.27,32.84,41.93,19.41,30.84
18105,6.52,13.33,19.15,13.23,-7.00,-4.51,4.04,-8.19,-32.08,-19.14
18107,27.76,38.73,50.51,49.54,28.09,28.96,38.10,50.63,19.93,38.46
18109,20.77,40.55,52.31,45.14,26.36,32.69,41.11,48.20,27.07,41.03
18111,17.65,38.19,37.81,30.39,10.07,3.70,20.85,29.50,11.17,19.02
18113,7.76,21.86,32.81,30.99,10.73,12.43,30.11,39.26,15.34,33.50
18115,-11.68,7.85,16.88,11.81,1.55,0.61,22.63,22.21,19.02,27.14
18117,4.34,21.56,39.20,31.27,9.86,4.62,27.97,32.34,14.13,21.58
18119,-3.42,21.04,33.56,21.26,8.33,12.96,27.16,32.40,10.34,27.60
18121,10.79,29.57,39.03,26.87,7.38,10.55,21.10,31.39,14.09,32.53
18123,-15.72,-2.01,0.26,-0.88,-19.78,-23.62,-4.90,0.07,-22.84,-11.59
18125,-11.27,-0.04,6.58,4.03,-12.62,-10.31,15.25,21.36,8.64,25.35
18127,21.15,36.71,28.89,21.08,2.84,-2.04,7.35,8.33,-7.17,-3.88
18129,-1.54,14.36,18.44,14.48,-1.72,-2.99,18.61,31.27,7.64,23.70
18131,11.69,28.91,34.68,24.74,12.88,12.67,28.60,36.46,15.46,27.17
18133,8.38,26.34,39.28,29.66,15.39,17.18,27.20,36.58,11.94,32.53
18135,12.67,30.16,34.17,26.27,9.05,5.96,20.86,30.29,8.77,24.01
18137,4.93,17.08,36.24,27.95,14.20,11.30,32.69,39.83,29.48,38.52
18139,21.34,32.50,40.18,35.09,21.29,16.81,32.66,45.32,13.66,34.33
18141,1.20,6.20,6.72,1.46,-6.96,-7.97,-0.13,2.41,-17.01,-3.50
18143,-22.57,-3.57,8.57,1.12,-18.27,-16.35,-1.96,11.19,1.95,6.20
18145,11.27,27.03,34.49,30.69,21.68,15.88,27.54,42.92,19.01,33.53
18147,-7.01,11.65,18.39,9.97,-5.35,-3.34,14.95,20.29,-0.37,15.28
18149,-4.32,15.59,16.09,4.11,-6.79,-9.15,2.45,9.61,-3.22,10.59
18151,20.48,34.01,44.65,37.41,10.79,12.48,25.27,31.68,9.80,26.97
18153,-16.11,1.43,8.68,-0.86,-12.64,-10.06,5.88,19.75,0.67,20.64
18155,-23.52,-3.57,11.14,3.04,-9.56,-7.22,15.28,18.58,8.30,12.81
18157,23.82,26.72,30.34,26.24,11.34,11.68,17.03,19.25,-11.60,3.59
18159,16.19,32.25,41.63,34.74,22.59,20.34,32.70,43.40,15.34,31.75
18161,16.82,31.22,41.21,31.34,16.71,11.54,32.21,36.51,24.95,32.35
18163,4.19,8.90,13.75,10.87,-4.59,-3.68,10.00,17.97,-2.45,10.56
18165,-13.08,4.79,9.35,-4.76,-16.50,-13.78,-3.62,1.60,-13.92,6.77
18167,-2.32,10.47,17.41,6.63,-5.26,-5.77,1.24,6.45,-15.77,-0.86
18169,19.74,28.66,41.24,37.25,16.85,18.57,31.39,41.81,20.03,36.22
18171,10.92,33.15,31.49,18.45,5.85,7.79,19.82,30.53,10.28,27.71
18173,-4.00,11.08,23.18,13.49,-2.55,-0.30,19.97,30.55,12.83,26.38
18175,-7.39,16.90,27.08,19.34,-0.49,2.68,22.38,27.90,17.24,24.44
18177,15.04,26.32,30.02,23.14,8.27,4.97,15.90,21.01,3.84,14.64
18179,13.55,20.14,39.42,38.21,20.91,22.76,39.32,49.02,31.33,44.94
18181,22.41,34.56,39.26,31.16,15.99,12.85,24.05,35.66,8.26,23.48
18183,10.58,20.66,35.26,35.46,13.67,15.39,31.96,41.78,21.45,38.84
19001,0.68,29.15,13.77,-10.38,1.38,-3.74,12.66,13.04,3.36,8.11
19003,-4.05,28.12,16.39,-8.53,-6.59,-6.45,12.73,14.62,-3.26,3.66
19005,17.13,27.79,26.99,6.97,3.97,-1.63,6.10,1.15,-14.25,-4.17
19007,-5.92,11.52,1.82,-7.06,-7.28,-9.19,7.57,4.29,1.88,3.36
19009,-3.05,22.44,10.77,-11.42,-5.58,-14.71,3.41,9.74,-3.06,5.53
19011,-4.67,10.40,5.37,-18.66,-9.56,-16.65,-3.80,-0.66,-4.45,0.56
19013,2.41,3.43,1.24,-13.43,-13.30,-19.45,-12.06,-11.49,-22.41,-20.24
19015,-9.64,5.01,-6.02,-24.40,-14.44,-18.19,-5.27,-1.12,-7.63,-6.64
19017,19.18,28.09,25.43,1.17,-2.49,-7.96,4.53,5.01,-9.31,-2.68
19019,5.81,15.24,9.13,-15.42,-8.84,-21.83,-10.13,-7.74,-18.48,-13.87
19021,9.40,18.64,11.53,-4.65,5.28,2.71,13.25,16.10,1.76,10.19
19023,25.03,38.18,32.45,15.13,9.26,-0.38,16.39,18.94,4.69,10.30
19025,3.40,23.44,13.06,-9.37,0.55,-2.43,12.78,18.26,7.70,12.49
19027,-12.90,11.63,0.61,-18.72,-3.81,-10.71,4.35,10.20,-3.66,6.13
19029,22.82,39.56,35.00,14.75,13.39,11.19,25.07,28.07,10.81,18.86
19031,12.20,23.20,19.76,-8.81,-4.02,-11.59,-0.02,1.26,-9.64,-4.59
19033,-2.64,8.00,-1.55,-15.64,-13.03,-21.27,-12.58,-9.84,-20.83,-13.38
19035,8.49,18.24,9.33,-5.19,2.58,-3.52,9.38,11.33,7.57,16.02
19037,-1.02,13.37,6.87,-15.99,-11.81,-18.30,-7.58,-9.81,-20.74,-11.07
19039,-14.36,18.23,5.37,-16.04,-11.83,-16.62,-2.32,-2.69,-2.25,-1.47
19041,9.08,14.83,8.13,-6.76,-4.00,-6.92,9.21,15.73,5.12,18.42
19043,11.60,19.75,18.51,-5.84,-7.60,-16.35,-2.38,-4.62,-17.17,-7.03
19045,2.67,13.20,10.53,-10.03,-11.77,-17.86,-13.74,-12.75,-23.03,-22.84
19047,-0.30,29.78,14.35,-6.74,-4.05,-6.76,9.82,10.15,-5.15,7.83
19049,-11.55,7.61,-3.81,-21.28,-6.51,-8.56,9.03,16.22,5.53,11.58
19051,-19.25,7.99,-5.52,-17.74,-15.29,-11.94,7.05,10.64,9.14,16.38
19053,-16.27,3.53,0.14,-21.67,-13.80,-15.43,6.17,5.71,0.83,4.07
19055,13.27,21.11,20.13,-7.02,1.20,-8.52,5.57,7.40,-6.02,0.21
19057,-10.93,-4.01,-7.74,-20.34,-23.27,-26.83,-20.48,-20.29,-23.04,-18.41
19059,10.29,18.92,14.49,4.73,1.08,-5.66,6.96,12.53,5.42,17.89
19061,-7.91,-0.10,-6.36,-24.04,-15.20,-19.57,-14.58,-13.73,-20.77,-14.71
19063,2.67,15.88,3.49,-12.16,-9.74,-14.26,3.59,5.66,-3.93,8.70
19065,11.55,17.33,16.17,-3.72,-4.91,-10.22,1.11,-0.55,-16.60,-11.96
19067,-3.11,11.31,2.19,-14.37,-16.57,-20.18,-8.83,-7.40,-21.88,-14.63
19069,6.40,24.11,14.07,-5.53,1.67,-3.76,10.83,14.27,-1.44,10.74
19071,4.77,36.07,30.38,11.31,0.95,2.67,16.87,21.78,3.62,9.13
19073,-4.73,15.89,-4.54,-17.82,-8.78,-13.71,-0.40,3.11,-0.46,0.10
19075,26.47,39.50,40.07,21.51,20.55,10.66,28.02,29.83,16.91,22.69
19077,-4.06,24.45,4.96,-18.16,-4.99,-10.08,6.34,11.86,7.68,10.22
19079,-0.26,24.24,12.33,-11.73,-3.01,-4.75,7.41,5.66,-1.30,2.64
19081,2.46,28.94,13.86,-1.79,4.36,-0.87,13.00,14.97,3.56,13.43
19083,2.18,15.85,7.38,-13.69,-2.25,-6.58,8.92,9.61,-0.88,6.69
19085,3.84,33.32,26.98,3.73,6.03,7.57,19.12,23.10,4.67,12.69
19087,-0.43,13.15,14.32,2.54,-1.26,-3.87,6.56,11.56,5.04,5.93
19089,-5.32,13.65,11.90,-8.32,-11.99,-17.59,-11.22,-12.48,-25.78,-20.95
19091,6.81,29.41,16.89,-2.22,10.30,3.16,18.16,18.99,14.35,21.85
19093,15.85,36.52,25.20,4.34,6.25,2.55,15.96,24.56,16.41,26.34
19095,7.54,20.57,21.20,-1.36,1.38,-4.43,8.96,8.32,-0.16,4.79
19097,-2.77,10.98,4.40,-19.76,-18.79,-21.06,-13.02,-14.12,-24.39,-16.89
19099,-6.28,6.06,3.31,-14.22,-6.96,-14.24,0.17,-4.83,-7.50,-7.07
19101,5.09,20.85,22.86,0.27,-0.25,-0.76,5.10,-10.17,-20.23,-15.97
19103,-10.64,-15.07,-16.26,-29.80,-28.23,-31.68,-25.16,-29.27,-41.51,-35.49
19105,2.47,11.05,12.31,-13.99,-4.91,-18.47,-5.35,-2.20,-10.40,-7.78
19107,-8.64,12.64,4.67,-11.87,-6.24,-9.12,7.88,15.05,3.62,10.25
19109,-5.35,17.13,0.35,-12.63,-2.16,-6.51,7.34,9.83,-3.25,12.18
19111,-4.71,3.22,-0.88,-27.09,-26.75,-24.89,-19.87,-15.01,-16.01,-15.49
19113,-2.28,5.50,3.15,-12.86,-9.40,-17.51,-9.21,-9.93,-21.53,-17.69
19115,4.39,18.11,15.22,-4.75,-8.26,-12.07,-1.88,5.59,-4.25,-0.64
19117,-13.53,12.25,4.09,-15.98,-7.23,-13.83,7.62,12.16,6.72,6.18
19119,30.39,47.00,49.22,34.40,33.90,35.63,48.76,56.52,44.95,54.62
19121,-7.24,12.85,1.61,-17.25,-1.69,-8.22,8.16,14.47,9.98,11.92
19123,4.18,16.23,19.23,3.72,12.09,8.23,27.26,28.60,16.53,20.54
19125,-6.72,8.69,6.94,-7.78,3.92,0.93,18.16,20.46,10.77,13.12
19127,4.65,18.31,10.23,-11.98,-8.31,-9.54,2.63,0.59,-9.35,-9.36
19129,17.28,45.09,46.66,20.86,14.61,15.42,27.81,32.39,16.57,18.97
19131,-0.32,23.21,10.67,-10.13,-4.56,-14.18,-5.08,-2.54,-12.31,-3.37
19133,-0.47,30.43,11.84,-7.57,-5.75,-6.56,4.78,3.55,2.42,9.62
19135,-19.49,3.33,-9.67,-27.95,-13.38,-17.42,4.36,5.35,5.21,7.70
19137,24.17,42.27,43.22,24.86,14.99,12.91,29.27,30.63,10.61,21.47
19139,7.80,14.74,20.33,-1.10,-5.94,-11.80,-3.58,-2.79,-15.64,-15.88
19141,25.46,35.14,33.41,20.83,23.05,24.37,35.55,38.78,34.86,44.91
19143,19.34,32.30,32.89,20.65,21.28,23.80,37.58,41.67,31.64,41.26
19145,29.73,49.24,50.61,35.25,23.52,25.73,32.51,40.36,19.72,24.51
19147,-9.47,9.42,-5.22,-24.46,-10.88,-11.78,0.31,3.70,-2.79,10.66
19149,13.04,34.31,30.10,11.41,19.32,13.78,26.59,28.90,25.06,34.23
19151,-6.03,21.72,2.81,-18.29,-3.77,-6.50,12.22,14.35,8.42,21.65
19153,-6.97,1.51,-2.71,-18.60,-8.89,-14.73,-5.62,-4.63,-14.61,-14.14
19155,7.72,28.68,26.96,6.90,6.58,7.23,11.77,18.30,1.89,5.24
19157,-1.90,11.74,6.88,-13.83,-8.96,-11.71,1.94,-0.77,-11.75,-9.35
19159,-5.88,22.58,-2.60,-18.27,-13.04,-17.23,4.57,6.48,6.14,7.00
19161,5.41,27.92,16.32,-3.98,4.64,0.78,13.45,16.99,8.89,18.37
19163,7.96,12.23,7.70,-5.13,-6.59,-9.11,-4.33,-2.62,-14.54,-13.74
19165,7.19,34.82,29.20,3.63,10.93,14.81,24.56,28.50,9.68,22.24
19167,47.36,56.96,63.53,55.29,57.10,60.04,68.70,72.24,62.77,67.64
19169,7.55,6.15,3.98,-15.92,-12.16,-14.58,-3.53,-5.55,-16.21,-13.84
19171,-2.21,20.82,9.13,-15.25,-7.50,-13.00,-0.13,-0.34,-12.19,-7.43
19173,2.76,35.34,24.79,-0.72,-6.48,-1.19,16.89,20.56,8.59,14.06
19175,-1.38,19.90,10.77,-8.03,-5.59,-11.15,8.07,6.99,-3.70,-3.86
19177,-0.08,22.58,14.12,2.40,-1.24,-2.25,16.18,16.76,12.18,18.55
19179,-20.05,-8.20,-19.37,-30.80,-23.74,-24.43,-13.49,-10.31,-13.53,-11.88
19181,-11.02,4.83,0.64,-19.86,-7.15,-12.68,0.51,6.20,-0.62,1.92
19183,9.86,14.29,19.74,-0.46,2.13,-2.79,9.84,12.93,0.72,4.06
19185,-9.11,14.47,3.33,-14.98,-9.29,-10.87,12.12,11.30,6.98,11.45
19187,-7.38,6.83,-1.57,-19.21,-8.30,-12.89,-1.80,-3.23,-8.51,-5.84
19189,5.75,24.70,15.00,1.03,1.40,-8.48,-0.52,7.86,-8.61,0.05
19191,6.63,19.69,17.06,-2.85,-4.78,-6.73,3.27,-0.28,-22.65,-14.74
19193,7.37,17.62,9.57,-3.47,1.75,-2.28,3.10,2.25,0.53,-1.02
19195,-9.83,12.20,-6.52,-23.91,-14.10,-25.15,-13.71,-11.91,-22.42,-14.53
19197,-1.28,18.06,10.37,-11.48,-1.02,-7.37,9.28,10.62,1.50,8.17
20001,8.52,28.53,40.69,17.58,0.61,8.38,21.63,33.12,23.28,27.25
20003,-0.36,31.62,35.64,9.59,1.74,7.67,18.89,31.19,32.74,40.18
20005,-0.93,13.47,26.13,1.00,-5.82,-1.50,3.00,10.68,7.65,20.23
20007,2.38,32.00,44.42,15.56,11.52,35.40,44.76,49.69,50.16,55.75
20009,13.80,39.59,52.60,20.78,3.97,39.13,37.10,49.48,43.19,53.93
20011,5.08,23.03,37.78,16.38,5.13,12.50,26.01,32.25,27.22,33.67
20013,31.69,41.86,49.22,27.85,11.33,24.39,31.40,41.29,38.12,43.90
20015,-0.87,18.07,33.76,17.24,7.66,28.07,31.53,41.64,32.27,41.69
20017,17.43,41.17,48.98,23.73,0.59,18.19,34.70,42.44,42.85,40.68
20019,14.10,46.78,54.01,30.30,11.87,29.29,48.09,57.40,54.91,62.82
20021,-12.99,13.73,22.38,2.52,-5.06,4.06,13.48,23.78,23.71,29.47
20023,13.85,54.00,59.54,29.32,21.99,43.54,55.70,61.05,55.07,64.94
20025,5.51,33.24,52.66,35.51,25.51,39.62,50.28,58.64,56.26,62.05
20027,30.53,53.93,58.42,45.35,16.64,43.81,50.07,59.38,49.06,53.01
20029,-0.36,30.74,34.07,19.91,7.54,22.48,35.62,44.66,42.42,48.79
20031,15.75,43.11,48.95,34.50,8.86,30.59,37.23,49.14,45.68,51.33
20033,6.52,36.12,54.76,32.32,24.20,34.87,54.57,58.10,58.62,67.24
20035,2.80,21.39,31.27,11.14,0.11,14.74,17.91,31.76,25.24,29.60
20037,-10.88,2.37,17.07,-5.68,-11.44,-6.66,0.56,6.11,-1.38,5.86
20039,9.46,53.29,57.53,23.18,17.42,45.44,47.24,57.47,54.65,62.14
20041,12.61,42.42,49.24,27.82,11.04,32.18,34.97,44.72,42.22,47.40
20043,26.23,40.92,48.59,24.19,9.54,29.86,33.32,39.58,35.27,44.43
20045,8.46,16.49,18.91,1.23,-15.36,-5.29,-2.98,-16.14,-30.70,-24.48
20047,-12.86,35.98,37.26,10.91,9.61,30.25,39.35,46.66,48.78,54.95
20049,11.20,43.44,47.56,27.37,14.06,27.08,43.74,49.50,47.35,56.10
20051,-13.89,15.80,36.51,-0.89,-4.49,22.31,23.21,31.66,33.72,45.60
20053,1.39,38.81,43.91,16.40,5.46,36.39,35.93,47.00,39.82,45.28
20055,-1.33,25.98,47.19,22.05,20.74,39.84,43.84,51.63,35.26,38.94
20057,-2.59,25.79,40.42,19.26,9.67,32.94,39.07,48.20,30.90,35.90
20059,13.44,31.78,42.26,14.00,5.21,14.79,26.96,30.24,22.44,29.94
20061,6.25,18.67,31.78,16.14,4.88,18.29,19.18,29.64,12.37,13.26
20063,0.68,48.82,49.55,17.99,15.24,47.57,55.25,64.69,61.71,71.73
20065,8.43,47.78,49.04,23.39,7.79,36.84,48.30,51.94,51.65,59.70
20067,3.10,39.66,53.30,28.76,24.05,42.76,50.53,58.30,51.11,58.76
20069,-13.78,35.34,50.14,25.25,16.24,51.69,53.19,62.72,56.96,65.32
20071,-10.04,38.54,49.48,22.16,35.85,51.52,60.40,60.68,59.06,64.18
20073,14.04,34.75,41.96,21.42,3.87,22.67,38.33,42.26,43.75,52.38
20075,-13.85,35.42,42.85,21.27,23.95,37.55,53.44,58.32,55.75,60.43
20077,2.70,35.99,47.20,21.60,6.51,34.98,39.51,48.70,45.17,50.61
20079,4.78,22.24,29.43,10.94,8.08,23.88,26.89,27.82,17.13,22.49
20081,5.81,42.70,59.85,37.55,30.72,53.99,65.59,70.61,63.63,67.62
20083,-9.20,39.17,50.00,24.17,22.95,47.85,56.80,61.71,59.67,65.00
20085,12.00,33.02,34.74,9.81,0.77,12.80,19.26,28.29,24.04,29.24
20087,12.90,36.24,38.61,12.25,0.94,13.35,18.07,24.51,18.75,23.09
20089,17.36,52.51,54.11,37.91,15.30,48.07,54.34,57.96,57.95,67.20
20091,35.21,36.16,45.41,26.55,13.26,22.13,23.37,23.29,8.98,17.40
20093,1.16,39.44,57.69,33.78,32.71,47.51,53.24,62.20,57.35,59.81
20095,-7.40,36.01,45.35,20.91,7.45,40.19,44.14,50.40,44.76,51.50
20097,20.97,50.10,60.84,44.07,30.78,52.39,60.20,65.11,62.73,71.07
20099,-6.43,13.07,28.37,7.15,-8.14,3.75,8.55,19.53,12.87,20.22
20101,0.38,44.08,55.59,25.44,24.48,48.53,52.43,63.31,60.47,61.10
20103,2.29,16.83,25.54,5.91,-1.46,7.47,12.25,17.96,11.56,19.60
20105,10.68,49.55,51.11,21.02,10.87,39.66,43.70,54.28,54.04,59.07
20107,5.33,33.69,41.34,18.04,1.33,11.50,21.74,29.89,35.98,44.93
20109,15.50,52.20,56.39,31.60,26.86,54.64,61.35,66.12,66.81,68.81
20111,10.63,25.78,39.71,12.21,1.90,13.07,11.74,20.22,5.99,11.44
20113,16.87,30.12,45.36,19.79,16.17,35.75,41.96,44.93,35.25,41.44
20115,3.49,38.88,45.37,28.39,23.85,39.13,45.42,48.38,38.92,46.29
20117,6.92,42.18,38.19,10.02,0.14,15.98,24.14,28.82,27.26,36.16
20119,5.86,50.31,56.16,32.45,25.09,49.39,58.65,65.63,61.26,68.46
20121,-0.01,20.11,31.00,4.08,-1.21,9.30,17.72,29.79,23.67,34.64
20123,10.18,49.20,52.98,32.12,13.78,45.20,48.96,57.21,54.29,58.79
20125,10.41,32.95,41.40,24.87,8.77,15.03,27.11,37.26,35.74,41.31
20127,11.64,38.08,45.76,17.86,0.00,19.67,27.15,35.08,34.07,41.18
20129,0.20,44.71,64.62,30.26,30.96,44.09,56.65,64.15,65.91,69.09
20131,3.18,35.67,34.49,11.35,7.40,25.41,39.40,48.91,44.50,58.30
20133,2.44,20.92,29.54,4.67,1.61,12.79,20.71,31.54,26.56,34.29
20135,-4.12,42.40,52.46,15.78,13.03,46.33,55.28,56.38,60.20,68.63
20137,23.77,56.34,59.95,37.51,21.32,42.99,46.76,62.29,57.18,63.66
20139,3.26,27.34,34.39,10.19,0.39,13.78,18.75,30.32,30.30,31.26
20141,13.52,52.55,51.05,23.51,7.06,40.72,46.70,54.60,56.32,62.84
20143,7.66,50.49,53.17,31.16,18.44,37.85,48.23,58.50,52.46,59.22
20145,-7.12,26.71,39.62,10.41,6.67,31.55,30.00,46.82,36.96,42.87
20147,28.65,54.08,62.90,40.90,18.42,41.24,51.79,59.68,59.24,68.34
20149,19.79,35.34,43.29,20.66,4.34,32.37,38.13,47.04,43.84,47.15
20151,2.47,31.97,43.72,20.12,5.24,27.81,35.58,43.82,36.47,47.12
20153,11.50,52.84,58.26,35.60,26.15,56.04,59.94,65.41,62.88,71.54
20155,-12.85,16.04,28.06,4.84,7.47,19.65,24.20,31.60,23.29,31.25
20157,16.95,52.94,53.94,36.89,17.95,48.88,54.77,56.46,50.09,61.69
20159,-8.19,24.50,38.92,10.12,11.44,29.40,32.77,46.89,40.21,47.95
20161,17.97,21.88,30.55,13.08,2.11,22.27,24.57,22.78,7.00,11.99
20163,8.03,48.64,56.88,30.79,6.02,43.56,51.14,58.56,61.82,68.17
20165,-7.32,49.88,41.11,1.16,3.17,34.79,39.37,39.63,40.48,50.89
20167,36.67,52.54,54.87,24.33,0.97,62.34,44.46,52.79,53.84,61.25
20169,13.64,30.12,39.70,17.19,2.86,21.06,22.88,32.93,26.24,31.63
20171,12.64,56.78,63.96,36.76,31.77,54.19,60.49,68.60,68.93,70.71
20173,4.24,13.90,26.49,13.17,6.92,20.26,19.07,25.63,12.65,18.88
20175,30.22,47.25,62.06,41.99,24.38,44.91,53.83,57.92,43.07,41.09
20177,12.65,16.88,24.26,2.21,-3.19,2.70,1.45,9.71,0.29,1.05
20179,2.64,47.90,49.57,19.34,11.80,55.56,57.15,64.37,62.06,73.47
20181,2.94,45.69,57.41,27.63,24.47,44.55,45.23,52.72,47.00,53.34
20183,19.67,50.36,53.52,31.69,14.73,39.76,45.79,53.29,57.60,62.58
20185,-7.24,33.37,41.18,15.01,5.58,37.45,44.50,52.29,45.95,53.34
20187,2.02,44.46,56.56,29.68,33.27,49.77,55.39,65.32,53.20,60.87
20189,16.37,49.11,65.04,44.65,29.63,52.34,64.85,71.79,72.03,73.60
20191,-7.16,21.69,29.96,9.73,1.73,21.08,25.67,36.95,32.74,39.40
20193,10.66,41.50,54.80,24.13,18.36,47.58,53.31,56.61,55.81,63.04
20195,1.06,39.89,42.16,10.05,6.22,33.32,38.32,46.92,48.17,61.43
20197,17.00,42.27,47.00,19.25,0.12,27.13,33.83,42.45,38.60,40.96
20199,10.03,62.16,67.92,42.30,43.15,59.71,73.64,71.92,73.88,81.58
20201,23.24,55.69,53.10,35.68,18.53,44.78,53.84,58.15,53.32,62.03
20203,-1.70,45.87,58.91,28.05,30.73,49.78,59.82,64.60,66.44,67.27
20205,13.18,44.22,45.73,27.57,12.08,26.65,38.14,50.09,40.77,54.00
20207,9.80,36.04,40.00,16.30,3.11,19.38,28.40,38.23,33.96,45.27
20209,-22.92,-16.19,-13.38,-33.53,-33.99,-34.72,-38.09,-31.84,-40.69,-36.95
21001,14.82,27.52,42.37,42.91,26.40,31.43,50.23,51.89,52.67,55.01
21003,5.80,22.28,38.40,35.93,13.06,23.92,38.34,45.78,43.76,47.55
21005,-17.09,-10.81,32.94,19.25,3.71,1.11,25.19,33.59,32.44,33.98
21007,-58.08,-36.41,-9.20,-19.34,-29.90,-31.83,-1.49,15.08,27.34,37.43
21009,-21.30,9.39,26.18,16.11,-1.70,5.54,27.53,34.73,33.91,33.33
21011,-38.26,-19.23,6.26,-13.02,-23.07,-18.40,4.83,-6.89,0.53,12.25
21013,-2.38,-7.69,13.57,5.16,-10.75,-11.40,7.52,22.83,40.62,51.71
21015,0.00,20.42,44.40,40.12,24.57,26.19,39.92,44.23,34.51,38.65
21017,-21.07,-18.37,18.11,8.34,-2.72,-7.00,11.73,21.36,17.23,20.41
21019,-9.99,-1.54,6.42,-0.91,-14.70,-13.84,-1.53,6.29,12.31,16.32
21021,-7.58,-6.78,25.31,14.02,1.35,3.19,20.95,24.96,23.21,26.12
21023,-27.98,-10.06,22.72,16.08,-3.31,11.62,38.99,31.86,24.27,27.29
21025,-55.29,-43.09,-9.19,-22.19,-41.10,-44.74,-16.12,-13.21,9.26,35.06
21027,-10.62,6.76,24.72,16.25,-2.45,2.87,29.09,31.64,25.48,27.61
21029,-20.93,3.82,31.01,19.01,-0.45,5.69,25.81,36.29,32.30,35.67
21031,19.47,41.69,49.30,44.79,26.24,30.63,47.01,47.92,40.34,47.89
21033,-24.66,-5.58,13.00,6.96,-18.30,-7.12,17.11,28.68,26.68,35.02
21035,-43.19,-19.32,12.28,8.12,-11.99,-2.52,15.14,23.54,18.35,27.36
21037,11.71,19.46,40.43,33.79,17.38,15.00,25.86,28.09,20.90,22.80
21039,-63.11,-22.28,1.19,-12.64,-21.18,-22.21,9.87,22.21,31.33,41.43
21041,-46.34,-31.58,7.65,-5.80,-28.64,-16.03,6.20,12.50,8.24,10.05
21043,-10.23,1.94,7.73,-2.74,-10.74,-6.28,4.86,-1.39,9.54,21.28
21045,35.31,52.22,58.66,51.61,35.99,42.70,57.82,62.25,58.08,62.68
21047,-22.31,7.48,32.55,23.63,6.31,8.87,22.56,33.14,21.16,23.79
21049,-18.81,-7.94,25.98,11.19,-2.32,-2.28,19.07,25.32,25.05,30.51
21051,37.07,36.49,48.83,41.59,36.83,24.70,47.67,49.76,56.46,68.60
21053,40.34,55.32,60.64,56.26,35.82,36.44,50.92,55.54,62.44,64.12
