id,1976,1980,1984,1988,1992
16049,15.14,33.18,35.01,22.88,10.91
16051,33.56,72.51,76.60,61.62,18.37
16053,26.91,54.25,57.98,30.98,17.92
16055,18.00,35.30,31.20,12.80,4.16
16057,12.29,12.96,15.84,-1.35,-11.51
16059,17.60,50.07,52.80,34.01,9.55
16061,-4.19,15.29,21.13,-1.30,-4.56
16063,18.68,44.44,51.08,22.56,8.36
16065,49.58,-78.59,86.28,71.05,-34.41
16067,18.17,53.45,61.19,33.17,19.27
16069,-1.36,5.91,15.16,-4.84,-9.65
16071,24.57,52.13,61.54,42.04,6.59
16073,17.61,48.57,56.88,32.61,19.76
16075,16.96,39.92,52.20,32.47,12.45
16077,3.20,47.98,53.93,24.92,17.30
16079,5.12,11.62,1.96,-22.29,-19.91
16081,27.20,51.42,53.69,29.54,8.03
16083,34.18,53.10,56.99,29.73,15.92
16085,20.60,34.08,41.21,20.22,5.66
16087,9.18,32.58,45.27,26.59,13.97
17001,20.54,28.94,32.27,6.94,5.64
17003,-15.85,-4.84,-5.45,-15.85,-29.00
17005,0.45,20.76,19.21,2.10,-9.45
17007,18.16,30.33,33.78,23.96,3.49
17009,-0.45,26.37,21.22,4.01,-4.35
17011,17.63,30.83,25.66,9.43,-3.99
17013,-6.29,13.23,6.60,-10.97,-27.61
17015,19.79,36.52,37.07,19.62,5.77
17017,-0.91,21.00,7.78,-6.38,-16.10
17019,12.18,18.84,17.87,5.53,-10.39
17021,-10.97,13.38,6.15,-8.13,-22.48
17023,5.05,30.24,27.27,15.79,-2.04
17025,0.30,25.60,28.69,11.67,-7.38
17027,7.10,29.65,33.13,12.76,-5.78
17029,11.81,25.40,32.35,13.93,-5.85
17031,-8.75,-12.39,-2.62,-12.41,-30.01
17033,4.85,25.97,33.22,16.29,-3.70
17035,-4.38,23.96,26.65,16.59,-4.83
17037,21.67,24.56,29.72,18.40,-3.18
17039,8.61,32.49,31.55,19.29,2.00
17041,9.49,33.35,32.60,15.71,-0.39
17043,40.43,39.80,51.87,39.36,17.17
17045,7.11,30.86,35.45,17.53,-2.29
17047,17.98,40.39,44.76,28.81,8.50
17049,9.27,35.31,42.77,29.68,7.40
17051,-0.67,27.95,26.38,8.10,-13.10
17053,27.95,44.65,46.65,33.08,13.44
17055,-26.56,1.54,-4.96,-17.81,-33.70
17057,1.44,14.95,0.09,-12.71,-26.34
17059,-26.97,0.63,-5.47,-21.54,-35.02
17061,-4.48,22.71,22.45,1.87,-10.99
17063,15.51,33.53,34.37,22.41,1.38
17065,-10.97,23.17,15.39,0.08,-21.33
17067,12.07,29.05,25.38,-1.83,-4.96
17069,-6.93,13.07,16.70,6.94,-21.43
17071,1.32,19.64,7.48,-9.40,-17.37
17073,13.20,26.97,15.14,-1.02,-8.57
17075,32.05,51.45,54.66,38.71,17.26
17077,-11.56,0.90,5.81,-7.77,-26.50
17079,0.39,30.33,35.26,17.13,-5.26
17081,-9.49,13.53,14.46,-0.68,-18.00
17083,-3.92,21.61,15.49,-0.38,-17.99
17085,15.57,27.96,27.19,8.56,1.96
17087,5.08,33.04,34.96,19.71,-3.25
17089,26.44,33.81,38.78,28.93,8.69
17091,10.95,22.47,21.58,14.46,-4.54
17093,36.03,48.06,48.09,41.81,16.83
17095,10.01,23.51,10.87,-8.06,-16.58
17097,22.56,29.16,37.21,27.72,7.73
17099,4.11,21.96,14.24,-0.24,-14.42
17101,3.57,18.11,23.07,7.55,-7.87
17103,17.23,53.14,47.90,31.59,7.28
17105,31.48,44.18,45.65,34.50,11.68
17107,20.42,40.13,41.86,28.32,9.85
17109,27.16,33.60,34.44,15.42,-3.71
17111,36.95,41.37,52.97,41.55,18.77
17113,25.92,33.53,33.80,24.06,4.45
17115,-6.25,11.07,8.90,-3.04,-15.77
17117,-7.42,13.49,7.32,-13.07,-23.38
17119,-12.03,7.29,8.20,-9.30,-23.07
17121,-5.90,21.30,19.54,0.59,-20.68
17123,21.72,36.45,25.78,13.29,-5.05
17125,-1.27,25.53,10.09,0.26,-19.42
17127,-6.34,20.12,8.98,4.14,-8.40
17129,15.26,36.74,36.40,25.54,9.05
17131,8.08,19.47,10.36,-6.57,-11.79
17133,16.65,32.18,36.02,16.09,-0.69
17135,-5.95,20.93,12.54,-6.58,-20.33
17137,8.99,28.96,33.06,18.65,1.32
17139,-8.58,18.88,18.69,2.48,-15.33
17141,25.90,44.86,47.29,34.51,12.41
17143,14.51,23.40,10.59,3.21,-9.08
17145,-6.06,14.62,12.11,-6.04,-26.20
17147,11.63,31.29,27.41,14.26,-5.26
17149,-0.31,17.16,14.32,-7.55,-7.46
17151,5.14,25.30,24.28,9.33,-4.65
17153,-15.03,3.12,5.43,-3.65,-23.05
17155,7.71,23.46,12.45,-2.71,-18.29
17157,-2.95,17.80,19.33,-2.92,-21.91
17159,11.78,34.19,44.23,19.59,-2.89
17161,-2.79,6.61,-6.72,-18.80,-19.71
17163,-18.65,-3.96,-1.20,-14.41,-23.87
17165,-11.13,11.11,8.59,-7.01,-27.09
17167,6.38,23.50,22.62,14.08,-0.42
17169,13.30,30.36,24.18,7.67,-3.45
17171,11.29,34.48,35.20,10.47,2.69
17173,-8.16,22.52,19.15,7.14,-13.15
17175,30.21,45.92,34.84,17.98,1.43
17177,23.44,22.48,35.56,20.49,5.11
17179,11.68,32.87,18.71,7.93,-4.93
17181,-17.16,6.02,10.58,0.55,-18.47
17183,3.41,20.42,16.16,-2.78,-17.37
17185,9.75,27.34,33.82,21.17,0.79
17187,20.50,32.09,27.50,11.72,-3.98
17189,16.10,41.17,36.80,20.92,0.23
17191,9.48,28.83,41.08,27.09,5.38
17193,-7.11,20.02,22.74,2.46,-14.20
17195,11.81,39.13,19.64,6.75,-8.04
17197,9.31,22.65,26.92,18.84,-0.85
17199,-11.80,14.00,12.45,-1.74,-17.03
17201,10.61,15.64,17.88,10.26,-5.42
17203,29.34,47.41,41.47,34.40,15.59
18001,12.14,14.15,33.76,36.06,18.65
18003,22.57,25.87,32.22,30.80,12.65
18005,13.63,24.25,39.41,32.56,17.72
18007,19.53,33.63,41.27,33.15,18.71
18009,-4.71,12.36,22.34,19.31,4.48
18011,23.54,37.51,49.26,47.07,31.70
18013,1.73,16.44,13.88,22.41,9.55
18015,14.02,26.39,32.93,25.48,14.47
18017,14.99,30.98,38.03,30.78,16.41
18019,-13.25,4.40,15.63,6.46,-11.25
18021,2.14,22.16,30.30,22.10,13.68
18023,10.27,20.77,34.72,31.93,21.69
18025,-10.91,8.72,7.68,10.79,-7.15
18027,15.86,25.71,36.92,31.91,22.72
18029,-1.37,17.60,29.92,23.51,11.94
18031,11.92,21.84,40.43,35.22,23.53
18033,12.00,21.33,30.69,31.79,13.51
18035,2.43,14.09,20.53,14.13,1.81
18037,-7.22,0.53,26.52,25.18,5.67
18039,21.37,31.02,44.45,40.57,25.41
18041,1.64,15.84,26.62,18.11,3.80
18043,-6.12,3.59,18.46,12.87,-4.16
18045,8.99,28.73,30.40,21.73,6.68
18047,4.72,22.30,39.84,31.70,16.84
18049,18.33,30.59,40.88,30.38,16.77
18051,-8.49,5.33,9.74,3.94,-11.74
18053,11.06,28.11,34.22,26.02,15.99
18055,-5.93,10.11,22.82,12.44,-0.15
18057,46.64,54.30,64.99,60.95,43.76
18059,23.63,38.42,47.59,42.70,30.62
18061,-7.23,12.26,21.90,15.17,-2.67
18063,29.34,42.52,52.06,48.47,32.76
18065,6.79,24.05,25.51,18.31,9.64
18067,13.72,23.27,36.10,26.73,14.61
18069,16.78,25.61,40.08,50.03,32.71
18071,0.03,15.54,30.96,25.98,9.79
18073,23.77,40.66,39.35,29.83,17.96
18075,5.47,22.73,30.42,24.95,4.54
18077,-4.77,10.20,20.02,14.09,-4.34
18079,0.83,15.95,31.85,21.06,8.95
18081,23.70,38.35,50.26,46.34,31.09
18083,-2.71,11.98,25.52,16.63,-0.20
18085,32.44,43.77,56.25,53.71,35.94
18087,15.37,31.75,43.16,37.67,20.03
18089,-14.37,-2.77,-10.79,-13.51,-26.25
18091,9.28,17.36,18.81,7.71,-6.49
18093,7.86,29.02,34.01,29.85,12.84
18095,4.18,19.37,24.16,14.24,2.04
18097,9.98,13.55,17.25,17.74,5.91
18099,20.01,31.05,38.21,31.19,18.93
18101,-2.25,10.43,26.74,17.90,9.29
18103,13.24,26.18,38.35,29.62,17.60
18105,6.52,13.33,19.15,13.23,-7.00
18107,27.76,38.73,50.51,49.54,28.09
18109,20.77,40.55,52.31,45.14,26.36
18111,17.65,38.19,37.81,30.39,10.07
18113,7.76,21.86,32.81,30.99,10.73
18115,-11.68,7.85,16.88,11.81,1.55
18117,4.34,21.56,39.20,31.27,9.86
18119,-3.42,21.04,33.56,21.26,8.33
18121,10.79,29.57,39.03,26.87,7.38
18123,-15.72,-2.01,0.26,-0.88,-19.78
18125,-11.27,-0.04,6.58,4.03,-12.62
18127,21.15,36.71,28.89,21.08,2.84
18129,-1.54,14.36,18.44,14.48,-1.72
18131,11.69,28.91,34.68,24.74,12.88
18133,8.38,26.34,39.28,29.66,15.39
18135,12.67,30.16,34.17,26.27,9.05
18137,4.93,17.08,36.24,27.95,14.20
18139,21.34,32.50,40.18,35.09,21.29
18141,1.20,6.20,6.72,1.46,-6.96
18143,-22.57,-3.57,8.57,1.12,-18.27
18145,11.27,27.03,34.49,30.69,21.68
18147,-7.01,11.65,18.39,9.97,-5.35
18149,-4.32,15.59,16.09,4.11,-6.79
18151,20.48,34.01,44.65,37.41,10.79
18153,-16.11,1.43,8.68,-0.86,-12.64
18155,-23.52,-3.57,11.14,3.04,-9.56
18157,23.82,26.72,30.34,26.24,11.34
18159,16.19,32.25,41.63,34.74,22.59
18161,16.82,31.22,41.21,31.34,16.71
18163,4.19,8.90,13.75,10.87,-4.59
18165,-13.08,4.79,9.35,-4.76,-16.50
18167,-2.32,10.47,17.41,6.63,-5.26
18169,19.74,28.66,41.24,37.25,16.85
18171,10.92,33.15,31.49,18.45,5.85
18173,-4.00,11.08,23.18,13.49,-2.55
18175,-7.39,16.90,27.08,19.34,-0.49
18177,15.04,26.32,30.02,23.14,8.27
18179,13.55,20.14,39.42,38.21,20.91
18181,22.41,34.56,39.26,31.16,15.99
18183,10.58,20.66,35.26,35.46,13.67
19001,0.68,29.15,13.77,-10.38,1.38
19003,-4.05,28.12,16.39,-8.53,-6.59
19005,17.13,27.79,26.99,6.97,3.97
19007,-5.92,11.52,1.82,-7.06,-7.28
19009,-3.05,22.44,10.77,-11.42,-5.58
19011,-4.67,10.40,5.37,-18.66,-9.56
19013,2.41,3.43,1.24,-13.43,-13.30
19015,-9.64,5.01,-6.02,-24.40,-14.44
19017,19.18,28.09,25.43,1.17,-2.49
19019,5.81,15.24,9.13,-15.42,-8.84
19021,9.40,18.64,11.53,-4.65,5.28
19023,25.03,38.18,32.45,15.13,9.26
19025,3.40,23.44,13.06,-9.37,0.55
19027,-12.90,11.63,0.61,-18.72,-3.81
19029,22.82,39.56,35.00,14.75,13.39
19031,12.20,23.20,19.76,-8.81,-4.02
19033,-2.64,8.00,-1.55,-15.64,-13.03
19035,8.49,18.24,9.33,-5.19,2.58
19037,-1.02,13.37,6.87,-15.99,-11.81
19039,-14.36,18.23,5.37,-16.04,-11.83
19041,9.08,14.83,8.13,-6.76,-4.00
19043,11.60,19.75,18.51,-5.84,-7.60
19045,2.67,13.20,10.53,-10.03,-11.77
19047,-0.30,29.78,14.35,-6.74,-4.05
19049,-11.55,7.61,-3.81,-21.28,-6.51
19051,-19.25,7.99,-5.52,-17.74,-15.29
19053,-16.27,3.53,0.14,-21.67,-13.80
19055,13.27,21.11,20.13,-7.02,1.20
19057,-10.93,-4.01,-7.74,-20.34,-23.27
19059,10.29,18.92,14.49,4.73,1.08
19061,-7.91,-0.10,-6.36,-24.04,-15.20
19063,2.67,15.88,3.49,-12.16,-9.74
19065,11.55,17.33,16.17,-3.72,-4.91
19067,-3.11,11.31,2.19,-14.37,-16.57
19069,6.40,24.11,14.07,-5.53,1.67
19071,4.77,36.07,30.38,11.31,0.95
19073,-4.73,15.89,-4.54,-17.82,-8.78
19075,26.47,39.50,40.07,21.51,20.55
19077,-4.06,24.45,4.96,-18.16,-4.99
19079,-0.26,24.24,12.33,-11.73,-3.01
19081,2.46,28.94,13.86,-1.79,4.36
19083,2.18,15.85,7.38,-13.69,-2.25
19085,3.84,33.32,26.98,3.73,6.03
19087,-0.43,13.15,14.32,2.54,-1.26
19089,-5.32,13.65,11.90,-8.32,-11.99
19091,6.81,29.41,16.89,-2.22,10.30
19093,15.85,36.52,25.20,4.34,6.25
19095,7.54,20.57,21.20,-1.36,1.38
19097,-2.77,10.98,4.40,-19.76,-18.79
19099,-6.28,6.06,3.31,-14.22,-6.96
19101,5.09,20.85,22.86,0.27,-0.25
19103,-10.64,-15.07,-16.26,-29.80,-28.23
19105,2.47,11.05,12.31,-13.99,-4.91
19107,-8.64,12.64,4.67,-11.87,-6.24
19109,-5.35,17.13,0.35,-12.63,-2.16
19111,-4.71,3.22,-0.88,-27.09,-26.75
19113,-2.28,5.50,3.15,-12.86,-9.40
19115,4.39,18.11,15.22,-4.75,-8.26
19117,-13.53,12.25,4.09,-15.98,-7.23
19119,30.39,47.00,49.22,34.40,33.90
19121,-7.24,12.85,1.61,-17.25,-1.69
19123,4.18,16.23,19.23,3.72,12.09
19125,-6.72,8.69,6.94,-7.78,3.92
19127,4.65,18.31,10.23,-11.98,-8.31
19129,17.28,45.09,46.66,20.86,14.61
19131,-0.32,23.21,10.67,-10.13,-4.56
19133,-0.47,30.43,11.84,-7.57,-5.75
19135,-19.49,3.33,-9.67,-27.95,-13.38
19137,24.17,42.27,43.22,24.86,14.99
19139,7.80,14.74,20.33,-1.10,-5.94
19141,25.46,35.14,33.41,20.83,23.05
19143,19.34,32.30,32.89,20.65,21.28
19145,29.73,49.24,50.61,35.25,23.52
19147,-9.47,9.42,-5.22,-24.46,-10.88
19149,13.04,34.31,30.10,11.41,19.32
19151,-6.03,21.72,2.81,-18.29,-3.77
19153,-6.97,1.51,-2.71,-18.60,-8.89
19155,7.72,28.68,26.96,6.90,6.58
19157,-1.90,11.74,6.88,-13.83,-8.96
19159,-5.88,22.58,-2.60,-18.27,-13.04
19161,5.41,27.92,16.32,-3.98,4.64
19163,7.96,12.23,7.70,-5.13,-6.59
19165,7.19,34.82,29.20,3.63,10.93
19167,47.36,56.96,63.53,55.29,57.10
19169,7.55,6.15,3.98,-15.92,-12.16
19171,-2.21,20.82,9.13,-15.25,-7.50
19173,2.76,35.34,24.79,-0.72,-6.48
19175,-1.38,19.90,10.77,-8.03,-5.59
19177,-0.08,22.58,14.12,2.40,-1.24
19179,-20.05,-8.20,-19.37,-30.80,-23.74
19181,-11.02,4.83,0.64,-19.86,-7.15
19183,9.86,14.29,19.74,-0.46,2.13
19185,-9.11,14.47,3.33,-14.98,-9.29
19187,-7.38,6.83,-1.57,-19.21,-8.30
19189,5.75,24.70,15.00,1.03,1.40
19191,6.63,19.69,17.06,-2.85,-4.78
19193,7.37,17.62,9.57,-3.47,1.75
19195,-9.83,12.20,-6.52,-23.91,-14.10
19197,-1.28,18.06,10.37,-11.48,-1.02
20001,8.52,28.53,40.69,17.58,0.61
20003,-0.36,31.62,35.64,9.59,1.74
20005,-0.93,13.47,26.13,1.00,-5.82
20007,2.38,32.00,44.42,15.56,11.52
20009,13.80,39.59,52.60,20.78,3.97
20011,5.08,23.03,37.78,16.38,5.13
20013,31.69,41.86,49.22,27.85,11.33
20015,-0.87,18.07,33.76,17.24,7.66
20017,17.43,41.17,48.98,23.73,0.59
20019,14.10,46.78,54.01,30.30,11.87
20021,-12.99,13.73,22.38,2.52,-5.06
20023,13.85,54.00,59.54,29.32,21.99
20025,5.51,33.24,52.66,35.51,25.51
20027,30.53,53.93,58.42,45.35,16.64
20029,-0.36,30.74,34.07,19.91,7.54
20031,15.75,43.11,48.95,34.50,8.86
20033,6.52,36.12,54.76,32.32,24.20
20035,2.80,21.39,31.27,11.14,0.11
20037,-10.88,2.37,17.07,-5.68,-11.44
20039,9.46,53.29,57.53,23.18,17.42
20041,12.61,42.42,49.24,27.82,11.04
20043,26.23,40.92,48.59,24.19,9.54
20045,8.46,16.49,18.91,1.23,-15.36
20047,-12.86,35.98,37.26,10.91,9.61
20049,11.20,43.44,47.56,27.37,14.06
20051,-13.89,15.80,36.51,-0.89,-4.49
20053,1.39,38.81,43.91,16.40,5.46
20055,-1.33,25.98,47.19,22.05,20.74
20057,-2.59,25.79,40.42,19.26,9.67
20059,13.44,31.78,42.26,14.00,5.21
20061,6.25,18.67,31.78,16.14,4.88
20063,0.68,48.82,49.55,17.99,15.24
20065,8.43,47.78,49.04,23.39,7.79
20067,3.10,39.66,53.30,28.76,24.05
20069,-13.78,35.34,50.14,25.25,16.24
20071,-10.04,38.54,49.48,22.16,35.85
20073,14.04,34.75,41.96,21.42,3.87
20075,-13.85,35.42,42.85,21.27,23.95
20077,2.70,35.99,47.20,21.60,6.51
20079,4.78,22.24,29.43,10.94,8.08
20081,5.81,42.70,59.85,37.55,30.72
20083,-9.20,39.17,50.00,24.17,22.95
20085,12.00,33.02,34.74,9.81,0.77
20087,12.90,36.24,38.61,12.25,0.94
20089,17.36,52.51,54.11,37.91,15.30
20091,35.21,36.16,45.41,26.55,13.26
20093,1.16,39.44,57.69,33.78,32.71
20095,-7.40,36.01,45.35,20.91,7.45
20097,20.97,50.10,60.84,44.07,30.78
20099,-6.43,13.07,28.37,7.15,-8.14
20101,0.38,44.08,55.59,25.44,24.48
20103,2.29,16.83,25.54,5.91,-1.46
20105,10.68,49.55,51.11,21.02,10.87
20107,5.33,33.69,41.34,18.04,1.33
20109,15.50,52.20,56.39,31.60,26.86
20111,10.63,25.78,39.71,12.21,1.90
20113,16.87,30.12,45.36,19.79,16.17
20115,3.49,38.88,45.37,28.39,23.85
20117,6.92,42.18,38.19,10.02,0.14
20119,5.86,50.31,56.16,32.45,25.09
20121,-0.01,20.11,31.00,4.08,-1.21
20123,10.18,49.20,52.98,32.12,13.78
20125,10.41,32.95,41.40,24.87,8.77
20127,11.64,38.08,45.76,17.86,0.00
20129,0.20,44.71,64.62,30.26,30.96
20131,3.18,35.67,34.49,11.35,7.40
20133,2.44,20.92,29.54,4.67,1.61
20135,-4.12,42.40,52.46,15.78,13.03
20137,23.77,56.34,59.95,37.51,21.32
20139,3.26,27.34,34.39,10.19,0.39
20141,13.52,52.55,51.05,23.51,7.06
20143,7.66,50.49,53.17,31.16,18.44
20145,-7.12,26.71,39.62,10.41,6.67
20147,28.65,54.08,62.90,40.90,18.42
20149,19.79,35.34,43.29,20.66,4.34
20151,2.47,31.97,43.72,20.12,5.24
20153,11.50,52.84,58.26,35.60,26.15
20155,-12.85,16.04,28.06,4.84,7.47
20157,16.95,52.94,53.94,36.89,17.95
20159,-8.19,24.50,38.92,10.12,11.44
20161,17.97,21.88,30.55,13.08,2.11
20163,8.03,48.64,56.88,30.79,6.02
20165,-7.32,49.88,41.11,1.16,3.17
20167,36.67,52.54,54.87,24.33,0.97
20169,13.64,30.12,39.70,17.19,2.86
20171,12.64,56.78,63.96,36.76,31.77
20173,4.24,13.90,26.49,13.17,6.92
20175,30.22,47.25,62.06,41.99,24.38
20177,12.65,16.88,24.26,2.21,-3.19
20179,2.64,47.90,49.57,19.34,11.80
20181,2.94,45.69,57.41,27.63,24.47
20183,19.67,50.36,53.52,31.69,14.73
20185,-7.24,33.37,41.18,15.01,5.58
20187,2.02,44.46,56.56,29.68,33.27
20189,16.37,49.11,65.04,44.65,29.63
20191,-7.16,21.69,29.96,9.73,1.73
20193,10.66,41.50,54.80,24.13,18.36
20195,1.06,39.89,42.16,10.05,6.22
20197,17.00,42.27,47.00,19.25,0.12
20199,10.03,62.16,67.92,42.30,43.15
20201,23.24,55.69,53.10,35.68,18.53
20203,-1.70,45.87,58.91,28.05,30.73
20205,13.18,44.22,45.73,27.57,12.08
20207,9.80,36.04,40.00,16.30,3.11
20209,-22.92,-16.19,-13.38,-33.53,-33.99
21001,14.82,27.52,42.37,42.91,26.40
21003,5.80,22.28,38.40,35.93,13.06
21005,-17.09,-10.81,32.94,19.25,3.71
21007,-58.08,-36.41,-9.20,-19.34,-29.90
21009,-21.30,9.39,26.18,16.11,-1.70
21011,-38.26,-19.23,6.26,-13.02,-23.07
21013,-2.38,-7.69,13.57,5.16,-10.75
21015,0.00,20.42,44.40,40.12,24.57
21017,-21.07,-18.37,18.11,8.34,-2.72
21019,-9.99,-1.54,6.42,-0.91,-14.70
21021,-7.58,-6.78,25.31,14.02,1.35
21023,-27.98,-10.06,22.72,16.08,-3.31
21025,-55.29,-43.09,-9.19,-22.19,-41.10
21027,-10.62,6.76,24.72,16.25,-2.45
21029,-20.93,3.82,31.01,19.01,-0.45
21031,19.47,41.69,49.30,44.79,26.24
21033,-24.66,-5.58,13.00,6.96,-18.30
21035,-43.19,-19.32,12.28,8.12,-11.99
21037,11.71,19.46,40.43,33.79,17.38
21039,-63.11,-22.28,1.19,-12.64,-21.18
21041,-46.34,-31.58,7.65,-5.80,-28.64
21043,-10.23,1.94,7.73,-2.74,-10.74
21045,35.31,52.22,58.66,51.61,35.99
21047,-22.31,7.48,32.55,23.63,6.31
21049,-18.81,-7.94,25.98,11.19,-2.32
21051,37.07,36.49,48.83,41.59,36.83
21053,40.34,55.32,60.64,56.26,35.82
21055,-3.55,18.85,18.67,20.95,-4.29
21057,31.66,45.28,55.94,49.35,31.00
21059,-4.69,-0.84,18.58,7.83,-4.48
21061,16.36,39.24,42.64,34.27,18.17
21063,-62.25,-49.84,-47.17,-52.91,-53.54
21065,5.01,17.55,37.47,28.89,12.22
21067,11.01,6.74,28.18,19.03,3.77
21069,-16.82,3.20,27.09,7.14,-4.13
21071,-52.82,-44.17,-32.43,-39.58,-52.54
21073,-30.04,-25.57,17.17,2.77,-10.96
21075,-37.75,-15.62,7.39,-1.89,-23.10
21077,-44.86,-17.84,0.00,-9.17,-20.27
21079,3.96,18.10,35.16,21.80,13.11
21081,-30.93,-11.79,25.09,19.56,0.57
21083,-46.59,-3.21,3.73,-6.49,-17.53
21085,8.75,28.43,42.74,33.30,19.09
21087,6.90,22.17,33.05,32.50,19.03
21089,-15.13,-1.88,3.65,-2.93,-15.53
21091,-15.94,-5.43,20.60,7.86,-12.57
21093,-6.66,7.68,38.34,29.02,11.10
21095,-22.29,-23.09,-4.77,-17.29,-23.16
21097,-30.10,-20.11,18.03,4.08,-10.45
21099,-22.43,2.00,14.65,7.46,-7.70
21101,-31.88,-22.02,4.17,-5.04,-19.50
21103,-42.49,-26.53,10.23,-5.30,-22.95
21105,-53.39,-11.73,13.58,-0.69,-17.70
21107,-20.28,-16.75,16.24,3.39,-16.25
21109,60.18,64.93,75.10,70.46,57.84
21111,2.90,0.53,15.65,4.38,-11.67
21113,4.76,17.57,49.20,40.55,21.96
21115,13.99,22.78,25.72,13.17,-0.65
21117,7.81,17.43,39.93,34.72,20.55
21119,-65.76,-53.83,-44.16,-50.45,-58.09
21121,14.88,21.60,32.16,25.17,12.46
21123,-21.83,-4.31,30.89,17.36,-0.73
21125,23.56,37.69,49.15,43.68,26.73
21127,-13.17,4.06,9.88,2.13,-6.25
21129,13.97,23.22,41.44,23.32,14.15
21131,43.48,44.89,51.62,49.33,26.09
21133,-18.95,-10.92,-7.18,-13.14,-27.81
21135,10.48,28.66,39.64,32.79,15.91
21137,-8.51,0.70,22.97,13.69,1.55
21139,-47.41,-15.39,-3.62,-5.58,-24.28
21141,-32.75,-11.54,18.56,11.89,-4.00
21143,-45.97,-20.89,-13.44,-10.73,-28.23
21145,-35.08,-12.68,1.43,-0.19,-9.88
21147,28.10,45.35,42.39,35.30,26.63
21149,-31.56,-17.52,0.64,-10.70,-21.02
21151,-5.09,1.30,26.78,19.60,3.60
21153,-15.44,-13.61,-11.31,-14.51,-22.22
21155,-33.77,-24.95,7.63,-11.49,-20.75
21157,-45.02,-16.96,-5.25,-5.66,-17.32
21159,24.99,27.67,37.12,23.98,6.01
21161,-14.46,-4.06,16.88,7.41,-3.73
21163,-26.19,-7.67,20.75,5.53,-10.13
21165,-54.35,-27.15,-9.66,-23.83,-35.15
21167,-16.02,-3.63,28.88,15.67,2.63
21169,-15.95,10.39,19.62,12.11,-0.52
21171,40.46,59.11,63.46,60.56,38.96
21173,-21.19,-8.13,21.55,5.40,-14.40
21175,-49.37,-29.72,-14.94,-22.98,-32.10
21177,-24.16,-14.72,-0.51,-12.52,-33.17
21179,-21.99,-23.75,17.88,4.86,-8.07
21181,-35.49,-18.46,16.00,1.13,-16.03
21183,3.49,20.02,22.17,15.19,-7.19
21185,13.21,22.07,47.81,36.67,16.86
21187,-54.28,-41.24,4.87,-10.72,-20.23
21189,54.72,47.85,58.94,57.10,32.41
21191,-26.76,-6.08,28.53,22.27,1.50
21193,-11.85,-17.41,-0.38,-3.74,-20.58
21195,-21.70,-16.83,-14.20,-24.09,-32.57
21197,-23.47,-7.70,17.99,0.35,-10.20
21199,23.03,32.13,53.19,47.40,30.69
21201,-32.73,-14.61,9.59,-0.39,-11.64
21203,29.28,44.43,59.67,57.38,43.76
21205,-22.10,-3.62,14.68,2.06,-14.97
21207,22.80,38.10,50.86,49.11,36.94
21209,-12.59,-9.94,25.97,13.94,1.84
21211,-13.51,-12.41,23.62,13.12,1.46
21213,-30.26,-14.38,17.82,11.55,-9.49
21215,-23.55,-12.77,23.02,9.86,-2.46
21217,-1.73,10.85,28.62,29.99,8.98
21219,-37.28,-0.28,20.07,16.42,-3.97
21221,-46.36,-15.33,13.68,9.83,-12.73
21223,-49.74,-27.34,12.09,-10.61,-23.72
21225,-34.34,-30.02,-10.04,-18.19,-29.97
21227,-1.13,11.24,34.04,26.50,10.77
21229,-14.43,-3.27,21.87,11.11,1.92
21231,12.14,19.34,32.22,28.10,13.77
21233,-42.68,-28.31,-9.64,-16.53,-34.81
21235,18.17,28.15,37.13,31.67,11.49
21237,-45.48,-30.77,-5.09,-24.19,-36.40
21239,-0.79,-0.26,34.53,25.81,9.52
22001,-25.60,7.17,22.94,-0.83,-13.27
22003,-42.92,-28.53,-3.92,-17.02,-25.53
22005,-33.37,-25.46,3.87,-6.11,-9.95
22007,-16.65,-7.47,7.46,-15.94,-25.94
22009,-26.51,6.48,15.56,1.96,-23.23
22011,-24.20,-2.77,27.08,15.62,0.65
22013,-15.02,-7.92,12.85,-0.33,-20.01
22015,19.87,27.10,52.49,39.13,13.16
22017,16.19,16.57,27.81,16.20,-4.94
22019,-31.36,-12.10,3.40,-6.68,-12.49
22021,1.58,18.93,41.36,34.53,-6.60
22023,-48.32,-20.33,16.82,-11.84,-15.12
22025,-9.67,9.55,36.93,19.11,-10.86
22027,5.24,1.34,21.64,8.53,-9.49
22029,-0.54,10.73,29.35,17.99,-11.59
22031,-12.33,-14.64,12.54,-3.27,-18.40
22033,1.64,10.23,25.47,18.65,7.47
22035,-16.50,-9.83,-2.78,-7.89,-20.53
22037,-34.13,-20.12,0.52,-1.80,-16.21
22039,-33.42,4.77,10.72,-1.66,-20.87
22041,1.54,11.53,38.11,27.91,-2.47
22043,-22.65,4.49,33.91,24.49,1.17
22045,1.97,18.35,26.49,11.55,-3.72
22047,-30.13,-34.65,-14.06,-19.03,-19.28
22049,-4.18,4.06,31.77,19.44,-3.94
22051,14.53,31.29,49.88,34.81,19.35
22053,-26.98,-3.90,16.14,-7.41,-18.13
22055,6.61,21.92,38.91,20.30,5.33
22057,-10.27,2.37,33.57,3.54,-9.65
22059,3.17,16.99,59.43,46.19,10.10
22061,15.52,14.23,24.86,23.37,0.09
22063,-27.18,-2.89,32.18,23.77,10.53
22065,-39.80,-12.37,-0.97,-1.67,-20.98
