id,1948,1968
17057,870274,770f77
17059,6c0190,6d1878
17061,780185,821566
17063,a40059,97184e
17065,81017b,861d5a
17067,8d026e,991253
17069,8d0170,83106a
17071,9b0261,881164
17073,960167,8c135e
17075,a40257,ad133d
17077,890272,761572
17079,7e027d,84205a
17081,73008b,791a6a
17083,7d0180,771e71
17085,9d015f,961057
17087,a40159,9a1b49
17089,a40258,9d124d
17091,930169,851860
17093,b70146,b31337
17095,990163,89175d
17097,a1025a,90125a
17099,8c0170,800c71
17101,7d057b,8b1b57
17103,aa0152,a00f4f
17105,a80154,a70d49
17107,990064,9a1351
17109,a60256,a70c4a
17111,bb0142,a81043
17113,950168,970f56
17115,750187,6b1a77
17117,740486,6f1975
17119,60019d,632574
17121,750386,75186f
17123,980065,940b5d
17125,7f017e,7e126d
17127,9f045b,8d244c
17129,940168,981253
17131,9f015e,8f125d
17133,9f005f,8d224e
17135,81037a,751672
17137,8c0071,8b1162
17139,7d037d,801765
17141,b50148,af0f3f
17143,860177,7f136a
17145,7f017d,7d1a67
17147,990263,8f1658
17149,720289,81116b
17151,a60156,921952
17153,860176,5f2c72
17155,990262,891064
17157,7f017e,801a63
17159,9a0360,951a4e
17161,770284,6e127d
17163,5b01a1,572680
17165,7e017f,7f116e
17167,870175,7f1767
17169,7e047b,991351
17171,82007b,8d1759
17173,7a0381,7d1967
17175,ae004f,9f104e
17177,940268,970d5a
17179,770186,78186d
17181,750187,761a6d
17183,870373,7d215f
17185,7e057b,8c1859
17187,a80154,991550
17189,9e015f,a11646
17191,8b0171,971452
17193,7a0282,891362
17195,b30249,9d0c54
17197,830279,7d245b
17199,82017b,801568
17201,830278,851167
17203,9e015e,9d1150
18001,7f047a,821169
18003,890272,8a155e
18005,7c037e,8e1956
18007,93016a,971254
18009,6d078a,771471
18011,8d026e,96194e
18013,69078d,7d2758
18015,890273,8f1b54
18017,770284,831763
18019,620299,612f6d
18021,79067f,812359
18023,840277,891163
18025,770581,7f235b
18027,890272,901a53
18029,770186,7c2260
18031,91026b,8d125d
18033,8b056d,91115a
18035,770681,792064
18037,640199,6e127e
18039,900668,931455
18041,790184,771f66
18043,6f028d,682372
18045,8b0171,872155
18047,8c0170,851d5b
18049,950762,9a164d
18051,780481,7a176c
18053,800777,851d5a
18055,7a047f,7b1a67
18057,9e045c,ac1a37
18059,7a0480,8f244a
18061,770582,732861
18063,970166,98273e
18065,89056f,861b5c
18067,710587,802459
18069,840574,8a1360
18071,720289,842058
18073,a60255,9a1e44
18075,7d067b,821566
18077,890372,7d1a65
18079,850276,822358
18081,7d017f,922447
18083,6f038c,771d68
18085,a00757,a31545
18087,a20655,9c114f
18089,620894,5d2977
18091,850276,7e1c62
18093,940169,8a1f53
18095,6d038d,7b1c66
18097,81037a,851a5e
18099,910568,901a53
18101,70028c,751c6c
18103,820478,88185d
18105,8b086b,811665
18107,940267,98164f
18109,8c046d,8d313f
18111,ae024e,9d1848
18113,920369,821863
18115,760187,751b6e
18117,91026a,8b1b57
18119,820576,832357
18121,870373,852058
18123,72008b,750f79
18125,7e057b,731b6e
18127,9e045b,872f45
18129,71038a,7e1e61
18131,810974,8b1c56
18133,81017b,832852
18135,930a60,911c4f
18137,880175,841d5c
18139,920368,97174f
18141,6f038b,701c71
18143,6d038d,6c1f71
18145,740585,862255
18147,830179,82116a
18149,800479,7a2161
18151,ab044e,9f134b
18153,680590,6e1d73
18155,6e018e,70216c
18157,9a0262,970c5a
18159,810379,8b1c56
18161,a1025b,8e224d
18163,730388,7d1966
18165,720784,6a2271
18167,6a0390,711d6f
18169,9c075a,9b0f53
18171,a1025b,911c50
18173,7c0280,791f64
18175,780284,7b245d
18177,930466,882154
18179,780284,871660
18181,8e016f,921754
18183,840376,871a5b
19001,840376,9b0d56
19003,880373,981550
19005,930268,9f0e50
19007,6f0689,7e136c
19009,6b068c,920b60
19011,720b80,840f68
19013,700489,830d6c
19015,680c8a,780c77
19017,830378,a70c4a
19019,80027b,850d6b
19021,760582,9d0a55
19023,840475,b40940
19025,7a067e,920d5d
19027,670294,6c0b85
19029,980264,ab0c46
19031,8f036b,960e61
19033,710489,850d6b
19035,760385,960b5c
19037,730288,840a6f
19039,7f047a,831269
19041,6f0a85,900c5e
19043,81027a,930f5a
19045,860374,840c6d
19047,6f0887,8d115d
19049,710885,7d0e72
19051,6d028f,781571
19053,6f038b,7d0e72
19055,9a0261,970d59
19057,740486,6b1081
19059,7b077c,8f0b5e
19061,630298,670c88
19063,760484,960a5e
19065,880372,970d59
19067,8b046e,950c5c
19069,731279,a10a4f
19071,7f027d,8e1758
19073,7c0b77,8e0b62
19075,8e0669,b50a3e
19077,7d047d,940e5b
19079,7a067d,920961
19081,760682,970a5b
19083,830873,940b5a
19085,7a0182,90145a
19087,960463,991054
19089,6e038d,890b69
19091,750386,980a5b
19093,7a0480,9e0b54
19095,850a6e,940d5c
19097,820576,870e67
19099,710785,840c6d
19101,8c056d,970d58
19103,6f0886,6f0785
19105,830377,880e69
19107,7e047b,870c6a
19109,670394,87076f
19111,730388,7d0e72
19113,7b077c,7a0c76
19115,8b036f,8f125c
19117,7b057d,870f67
19119,860374,b9063e
19121,850375,8d0e62
19123,770d7a,910a5f
19125,650693,850d6a
19127,850a6f,8f0c61
19129,91016b,9f1d42
19131,7d0977,9a085b
19133,6e028e,871363
19135,660494,741079
19137,960265,a3104a
19139,830378,910c5d
19141,800777,b00a43
19143,720289,9c0a58
19145,990461,ad123e
19147,640595,7f0975
19149,870275,9e0e52
19151,650693,860b6b
19153,69078d,731575
19155,830278,8f1855
19157,760583,8c0b66
19159,8e026d,91125a
19161,790580,9f0a54
19163,7e047c,771372
19165,790480,950c5b
19167,910469,cc062c
19169,8a0d66,8f0865
19171,790382,880d67
19173,91026b,981452
19175,8e026e,91105c
19177,920368,970f57
19179,690391,6a1280
19181,810874,801469
19183,90026b,9d0b56
19185,72028a,8e0f60
19187,67098e,7c0d72
19189,7b087a,970a5c
19191,790481,99095c
19193,6c028f,810d6f
19195,670790,890c68
19197,7c047e,910864
20001,9c025f,981551
20003,90026b,901a53
20005,82017a,751c6c
20007,810379,9a154e
20009,880274,8b155d
20011,830378,911b51
20013,ad024f,b01538
20015,80027b,811b61
20017,960364,9f1747
20019,970463,a72333
20021,790580,791e69
20023,88096d,b41634
20025,8c046d,942148
20027,a80650,b71332
20029,8f0867,8f115d
20031,9c035f,a01a43
20033,9d015f,9f0e4f
20035,840673,8a1e56
20037,750880,731a71
20039,830476,a71442
20041,980362,a41346
20043,a2015a,a11c40
20045,a30654,891b5a
20047,940862,8b145d
20049,a2025a,a41a3e
20051,670295,771473
20053,860275,921457
20055,7f0778,841365
20057,780581,861b5c
20059,940664,96194e
20061,7e037c,811b61
20063,920666,96184f
20065,970364,9a1c46
20067,880472,911c50
20069,880372,8c165a
20071,880571,981a4a
20073,920269,a81540
20075,81017c,8f204e
20077,970561,a31446
20079,930664,9d124e
20081,8b056d,8a1e56
20083,9a0360,96194d
20085,9c0260,9a1c46
20087,960365,902846
20089,a10d50,a81341
20091,9a0261,9f134b
20093,8a056f,931356
20095,8e046c,99154f
20097,980f57,b40e3a
20099,7f037c,821d5e
20101,920764,9a174c
20103,7b0181,7b2260
20105,a70354,ad153a
20107,9a0261,a01d3f
20109,a20755,a2203b
20111,7f047a,921259
20113,920c5f,a50e4a
20115,a50454,b30c3e
20117,9c0160,961c4c
20119,990a5b,a8153f
20121,7d027e,7c235e
20123,9e035c,a0124b
20125,8b0271,8e244c
20127,8f036b,99184d
20129,860375,822c50
20131,8d0170,891c58
20133,90026b,861a5d
20135,940763,941554
20137,9b0a59,b40d3b
20139,8d046c,8f234b
20141,a00757,a6183f
20143,960761,9f1747
20145,850475,8a1460
20147,a9094c,ae1739
20149,9f015d,a21844
20151,80047a,931852
20153,8c036e,a81140
20155,840475,80126b
20157,9a0460,a80e46
20159,940465,8f115d
20161,ad054c,9e0e51
20163,90036b,a01548
20165,8f046a,921556
20167,90026c,aa0f43
20169,870374,8d115f
20171,900667,a8173d
20173,7e047c,841a5f
20175,840575,9e1c42
20177,860473,841d5c
20179,860276,941553
20181,7f0877,921d4d
20183,9d065a,ac123f
20185,830575,8e135c
20187,90046a,971550
20189,89056f,942643
20191,8d046d,8a1b58
20193,7d047c,981253
20195,840377,951b4c
20197,aa0351,a32139
20199,940466,9c253c
20201,a80452,ae123d
20203,8f0668,991a4a
20205,970363,a11e3d
20207,9f035b,9f1846
20209,5d039d,552a7e
21001,8e056b,97273f
21003,8e0c64,9d3031
21005,4d07aa,712e5e
21007,2306d5,295878
21009,5a0d97,6d3759
21011,5903a1,61326a
21013,6c048e,791d66
21015,5207a5,723f4c
21017,4b0ca7,562f77
21019,6b048f,73206a
21021,58099c,663364
21023,630596,683363
21025,3901c4,4a13a1
21027,760780,782e59
21029,4706b1,4f5856
21031,ab084b,a9282c
21033,641288,6b4748
21035,1e08d8,4e3f71
21037,760781,7b2a58
21039,2004da,325477
21041,2f0bc3,46298e
21043,860177,7e245b
21045,ae034d,b41f2a
21047,51218b,4c5b56
21049,4c0aa7,654059
21051,a8074e,bf0d31
21053,bd073a,bf142a
21055,8c056d,8c353c
21057,b00648,ac1d34
21059,59069f,663264
21061,a40555,a62531
21063,2901d4,3c20a1
21065,7f0678,88294d
21067,6a1380,7e2a55
21069,6c048d,872056
21071,4102ba,4516a2
21073,370abd,4e337b
21075,2319c2,486550
21077,3202ca,4a377c
21079,820576,8f2b40
21081,4d02af,644454
21083,2307d4,434f6a
21085,8f036c,9b1c45
21087,8e056a,952b3d
21089,6c038f,6f206f
21091,740387,712d5e
21093,580c99,6a3859
21095,5005a8,59287c
21097,3f08b6,562c7c
21099,770681,822e4d
21101,3d0fb1,533278
21103,4005b8,512d7f
21105,1f12cd,3b6d53
21107,421f9d,514e5e
21109,db0121,d61315
21111,780b7a,6d2867
21113,591491,734742
21115,9e015e,9d0d53
21117,59089d,6f315e
21119,2300db,3916ae
21121,960463,931f4b
21123,630a91,793251
21125,a40257,ac2230
21127,760384,741c6d
21129,860573,941f4a
21131,bc043d,b51039
21133,6c0190,6b1e74
21135,a40158,a51c3c
21137,730982,783451
21139,4903b1,534962
21141,390db8,633762
21143,420fac,4c515e
21145,370abd,454473
21147,c1013b,ac1e31
21149,5508a1,5b475b
21151,710983,723653
21153,74008a,790e79
21155,4505b3,542c7e
21157,3102cb,4e466a
21159,ab044f,ae0c44
21161,660593,672b6b
21163,4706b0,543574
21165,4605b3,622f6b
21167,5b0999,6d3758
21169,7c037f,832753
21171,ad044d,c11b20
21173,4312a9,77374f
21175,3701c5,56198f
21177,6c078a,643960
21179,5006a7,57287e
21181,4a07ac,593370
21183,870770,8a3142
21185,5a0f94,693b59
21187,2303d8,433882
21189,ca0133,c01529
21191,660692,743653
21193,640496,6a1a79
21195,680393,641584
21197,69058f,6c3a57
21199,a50554,a32337
21201,5503a6,682e68
21203,b40248,aa2330
21205,690392,731e6c
21207,a80253,a32633
21209,430bb0,593f64
21211,470da9,60316c
21213,340ebc,545158
21215,4405b4,6a4152
21217,720884,81423a
21219,3412b8,516d3d
21221,3c0cb6,4d535d
21223,1807df,423487
21225,2a06ce,3c4f73
21227,551593,743f4b
21229,730387,761d6a
21231,890470,9b184a
21233,3d09b8,4b456d
21235,a30655,982c39
21237,4b00b2,572086
21239,541495,6c325d
22001,1d865a,2f913d
22003,134d9e,239447
22005,257960,20914d
22007,418b32,327755
22009,0ac430,338d3e
22011,206479,388e39
22013,10ca24,268f49
22015,169d4b,3c952c
22017,378245,506b42
22019,274691,367453
22021,167771,219a42
22023,1342a8,27a234
22025,0da34e,2da22e
22027,18bc29,2f8d41
22029,0fb935,219a43
22031,18ad38,1c7c65
22033,366265,467246
22035,1a994a,236774
22037,1aad37,1c8a57
22039,09c332,22a23a
22041,097b79,25c018
22043,188164,33a02b
22045,785c2a,496c49
22047,2a478d,246f6a
22049,129c4f,2a983b
22051,298c49,527438
22053,374f78,398045
22055,457d3b,596243
22057,358444,398342
22059,18a342,36a91e
22061,1cb131,4b7939
22063,136487,13ce1d
22065,17c224,1d6a77
22067,157e6a,329933
22069,248a50,327655
22071,3c6c56,445367
22073,287263,517934
22075,08ef07,1cbf22
22077,19b133,1c776a
22079,21815c,49753f
22081,0dba36,19a73d
22083,0b9260,28ae28
22085,1c8b56,2aa92b
22087,0bea09,2eae21
22089,1e8060,2e7a55
22091,0c8d64,108866
22093,366067,1e6b74
22095,335f6c,206f6f
22097,1bbc26,237f5b
22099,2dbc14,2a7d57
22101,3b8042,466751
22103,279c3a,3b8c36
22105,2c874b,239f3c
22107,11b33a,307c51
22109,3d774a,47783f
22111,17a740,2aa232
22113,318449,36883f
22115,10826b,2ea42c
22117,0c886a,1bb231
22119,158b5d,2d9d34
22121,1e6679,207c61
22123,108766,20c816
22125,2ca62c,1c667c
22127,1c9051,2aa231
23001,640298,4600b5
23003,90016d,790083
23005,9a0360,690092
23007,a1015b,7a007f
