id,1912,1916,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012
1097,091ecb,3606c2,4b04ae,4810a5,740089,2501d7,1603e5,2302d8,3a02c1,31cd00,7d0080,850b6e,730685,b44a00,1dab33,ba063d,810479,930764,9f035c,9b0161,811a61,82106b,8e056a,950167,890173,8a0272
1099,0007f7,0004fa,0006f8,0009f5,71008d,0800f6,0003fb,0004fa,0500f8,00fe00,3200cc,410bb2,4f02ac,cf2f00,0db53a,be033c,7a0480,810577,9a0261,990163,801365,800e6f,92016a,9b0062,8b0171,880174
1101,000fef,0702f4,0b01f1,0b13df,5300ab,0a00f3,0005f9,0005f9,0a01f3,1ce200,750286,762b5d,8c026f,c03e00,249542,b70541,880372,890a6b,93016a,940168,78166e,7a087c,7b0380,7d0180,660197,5f019d
1103,1926b5,2408d2,3903c2,2a1eb6,8b0073,1d04dd,1201eb,1501e7,2202d9,1de100,3f00bf,4505b3,5b00a3,906e00,22c015,c30436,5803a2,730b80,ad0050,a2015b,7a2c57,8a175d,99055f,b0024c,b50346,b60345
1105,000fef,0503f5,0602f5,0603f5,4400ba,0600f2,0003fb,0600f7,0b00f3,07f700,5b00a3,561f89,690a8a,cb3300,0e7f70,7d027f,5201ab,5802a4,7a0380,5d039e,5009a2,4906af,4c01b1,5000ad,4500b8,3e01be
1107,0618e0,2703d3,2703d4,1c03de,61009d,1301de,0f01ee,1301ea,1f01de,0fef00,5e019e,590f95,670394,d12d00,0cb739,ab0151,6f018d,6f028c,8f006e,8c0071,711576,6c0e83,80027b,90016d,890074,870176
1109,000cf2,0602f5,1c01e0,0006f8,3b00c3,0500f9,0004fa,0900f4,0906ef,0cf200,4600b8,420eae,3901c4,d72700,14b82f,c30337,70038a,850970,9f045a,990262,7b176a,820d6f,920369,a0015c,92016b,8f026c
1111,2533a5,5301aa,72008b,5503a6,960068,4101bc,3801c5,3700c6,4702b5,45b900,4200bc,5401a8,5801a5,9f5f00,1fbf18,bf0539,600995,750379,a70452,a30456,771c67,78176e,960563,ad014f,b0034b,b0024b
1113,0009f5,0002fc,0901e4,060fe8,4603b4,0500f8,0701f6,0005f9,0d00f1,0df100,3100cc,4808ae,5502a7,c13d00,0fab3d,aa0350,5407a3,540699,750386,7b0380,5a168c,5d0f91,6a0390,7e017f,750187,6f018d
1115,24606e,720884,8c0269,810a73,a80055,640297,60019d,61019c,60019d,5aa400,670097,7d057c,750089,b44a00,2ab916,cb062d,720784,910661,b50445,b40049,921e4c,9e134d,b50544,cd012f,ce022d,d20229
1117,137a71,840179,8e016f,740c7d,970165,4302b8,3e02be,4000be,5201ab,53ab00,760088,840872,7d017f,c03e00,28b71a,cf0629,8a066e,a30a51,c60235,c90035,ad1a36,ba0c38,c30536,cc022f,c2023a,c40337
1119,0007f7,0004fa,0004fa,0805f1,2800d6,0005f9,0004fa,0800f6,0b00f2,0bf300,6f008e,581195,6c0c85,cc3200,10727b,7d017f,62019a,4a02b1,5a00a3,5501a8,410eae,3d07b9,4401b8,4a01b3,3e00bf,3900c4
1121,0f36b8,3901c4,4c01b0,4205b6,7b0082,2700d6,1c00d9,1e00e0,2d01cf,28d600,690094,6f048b,72018a,b44a00,1ab72a,ba0142,5d0399,7a077d,9b055e,990262,7a1967,7a1074,8a0370,9c0161,950266,92026a
1123,0b17db,0f04ea,1a02e1,0001fd,670097,0900f4,0900f5,0700f6,0900f4,10ee00,3000ce,4403b7,4701b6,c23c00,19c31c,c80431,650693,6f0788,a80353,a30358,86195e,831368,990461,b0014d,ad0150,a70155
1125,0b14d9,1404e5,1f01dd,160dda,4d00b1,0d01ef,0d01f0,1000ee,1a02e1,1ee000,5403a7,5c0b97,660296,af4f00,22a731,b20645,6e048b,7b0b77,a0035b,980165,781e67,830f6c,900668,9c0160,920269,940367
1127,3e2393,6e0789,79057f,650e8b,750089,3f02bd,3903c2,4000be,5201aa,4eb000,5501a7,660197,660098,946a00,22bd19,c80233,4f00ae,620498,890371,7b037f,611c80,641684,860573,ac0151,b80442,c1033a
1129,070ae6,0f02ec,2001dd,1404e5,6a0094,0e00ef,0a01f2,0a00f3,1200eb,05f900,3c00c1,4d08a9,4805b1,b24c00,08cb28,be003f,61019c,750287,950068,850079,66197e,601c82,8a0371,9c0161,a40159,a70156
1131,0005f9,0000fe,0000fe,0005f9,3600c8,0004fa,0002fc,0003fb,0600f8,00fe00,6b0092,562286,5b01a1,ea1400,0d905f,71028b,5300aa,5001ad,62009b,5600a7,5008a5,4c04ad,5201ab,5200ac,4900b5,4100bd
1133,2b864c,980164,af004f,9b075c,c1003d,7e017f,860077,8b0073,9f015e,a45a00,960067,a70057,aa0053,b54900,648b0b,db0022,780085,960265,b80046,ac0051,8c1c56,8b175c,af0549,c60136,cd042c,d90321
4001,37506b,5005a8,850079,7b156d,83007b,5f009f,4501b7,5100ad,5e00a0,640099,980066,a1005d,83007a,790085,7f1865,800776,5507a2,90105e,6e028e,5d049c,401b9c,4014a9,4d06aa,5801a5,5904a1,5105a8
4003,164e6c,501499,8b0073,61415b,92016b,4000b1,3201c5,4300ba,5300ab,5e0798,880076,8f006f,80007e,74008a,742464,a30753,7f0277,97174f,9e025d,8f036b,5d3c61,721e6e,8b0d66,970364,960562,980560
4005,463665,620c90,a1005d,733d4e,960167,4903b1,4b01ab,62009b,71008d,780284,9c0062,a1005c,8a0073,840079,97174e,9b075b,830270,8e1c4c,960062,840674,523871,5a1d87,6d127e,6d038e,670492,68078f
4007,1a4561,4218a3,880076,584d59,81007d,4600af,3b00bc,4f00ae,5101ac,5105a7,6e0090,82007c,6b0093,5900a5,5e207e,8b0969,6d0289,8c1160,8e036c,830477,4f4068,5d237d,830c6e,960265,a00459,9e055a
4009,183c82,3812b4,74008a,542882,6e008f,3202c9,2708ce,4401b9,5200ab,5b02a1,7f007f,950069,8a0074,7c0082,782c59,99154f,86096f,980c59,9e025d,960364,6d3059,731f6c,9e0758,b1014b,b00449,ac044d
4011,173f8d,4912a2,71008d,4c2191,6b0192,3102cb,1f03db,3800c5,4500b8,3a12b2,4f00af,650099,4c00b2,4300bb,4512a5,740585,5b069c,670d89,790184,750385,5c326c,572483,8b0a68,9d015f,950365,87016f
4012,155765,521596,93006b,6a4d46,970067,3d00b6,3601be,4f00ae,5700a6,5505a4,000000,7a0084,000000,73008b,772164,a10c50,840272,a11448,a20358,950365,524c5c,6b236f,900964,9f025d,a00658,a50653
4013,1c5775,640984,8f006f,712a62,9e005f,5603a4,4901ab,630199,6e008f,760682,9a0064,a0005e,970067,890075,961750,b00944,9d0358,a5143e,b70245,a50356,684053,781571,87096d,90026b,8a046f,8a056f
4015,154965,491c98,93006b,605f3e,990163,3b00b9,3d01b6,5e00a0,6c0091,6d048c,9e0060,9b0062,8d0070,7a0083,832456,af0b43,840371,af113e,b0024b,9f035b,554f53,6e2a66,8c0d64,a2025a,a60552,b20546
4017,3a5363,4d03a8,82007c,6d4b46,8c0072,4c00a0,4003ba,5500a9,5e009f,660395,92006c,a70056,91006c,80007e,822852,9a0c58,770780,a20e4d,940268,860374,523170,5e1c84,7d0977,870274,8c046e,870473
4019,315b61,870b6b,93006b,6b454e,91006c,58009f,5303a8,660097,73008a,79067e,990065,9f005f,850078,760088,811267,730487,7f0275,7e2257,91026b,80037b,573074,641585,6e0d82,760286,750485,740485
4021,19626f,640a90,8a0074,68375f,880076,3c02bf,3f00b7,4f00ae,62019b,60039a,850079,870077,780086,690095,6c1d74,99085c,730283,850f64,92026a,820379,50406b,5a1d87,7c0979,92016b,8f046b,910567
4023,1e4387,750880,8b0073,652276,7c0082,4603b5,4a00ae,63009b,5b00a2,6b0390,8e0070,970067,660097,6e0090,7a1170,850474,7c0279,7f1b63,990262,7e037c,5f2d6e,4614a3,5f0996,650296,5602a5,4d03ad
4025,303c6c,571394,9d0061,6a5043,93006b,4905b0,4701aa,62019a,71018c,7a057e,a4005a,a70057,9b0062,91006c,952047,a70c4a,99035a,ae0f3a,b40446,a40555,64464e,80215d,960f59,9b0260,9b055d,a30555
4027,155765,521596,93006b,6a4d46,970067,3d00b6,3601be,4f00ae,5700a6,5505a4,83007b,7a0084,73008a,73008b,772164,a10c50,840272,a11448,ac0250,960365,69345e,771671,8b076b,92026a,8f036c,8d046d
5001,2b3496,5a00a4,80037b,5c1191,680095,2502d7,2400d9,3c03be,5f009e,373f87,80007e,7f037b,611785,890074,3c7e43,bb0142,4d00b1,6c0889,980164,8d046c,521496,4815a0,860573,8b0172,98065f,990560
5003,3b2e8a,3b00c3,5903a1,4e0ea2,5b00a2,1100ec,1000ee,1700e7,1d00e0,1426c3,4300bb,460fa8,411f9e,8e006e,2f8d41,c2003b,5e00a0,730684,9f015e,790283,47189c,4a199a,770483,880174,9f0757,9c065c
5005,242d89,4100bd,61008e,452593,6c028f,2704d3,5201aa,5c01a1,6a0093,500f9f,7e017e,890173,8a056f,670097,7e3848,b40347,80007e,a30b50,b2024a,a1035a,5b2f71,711f6e,910963,990362,a40753,b40644
5007,232b9b,4a00b4,640094,5e1f80,920369,3e00b9,670195,6f038b,880076,710c80,af004e,a0015c,ac034f,82007b,7f3f40,c60037,860077,a30b4f,c1033a,b50346,7c245c,841a5f,a50752,ae024d,ab054e,af0648
5009,2c2c99,4b00b3,5a009b,5f1589,780185,3403c7,4d00b0,4502b6,62009c,4c0fa2,8b0073,850178,8a0271,6d0090,734a41,bd0040,6c0092,8e0f60,af0549,a30556,6b246c,751b6e,a00a54,a80550,ae0749,b8073e
5011,1e20aa,3600c8,4e00a6,4a10a4,3a00c4,0f00ef,0a00f4,0f00ef,1600e8,183fa6,4300ba,4e03ad,3416b3,73008a,2a874d,b1014b,3d00c1,5605a3,880075,7c0081,4e149b,4910a4,720487,780184,8e066a,940465
5013,17388c,3a00c4,4b00a4,330ebd,4001bc,0b01f1,0a00f4,0d00f1,1e00e0,0c1dd5,2b00d3,4002bc,2f18b7,61009a,218d50,a30159,3200cc,5f0699,94006a,8f006f,621883,501c91,830476,940268,a8074f,ab064d
5015,3f317d,670097,7c007c,610d8f,870176,4102ba,5c00a2,660098,71008d,69098c,a40059,940169,a80353,82007c,823b41,b20646,6b0291,8c0f62,ad024e,a0025c,652b6c,72226a,930b5f,960365,920764,99035c
5017,1b5d7f,73008b,5901a3,4e04ab,4d00b1,0e00f0,0f00ef,1700e7,2500d8,1d5789,5200ab,4c0aa7,511696,660097,276275,a80056,4b00b3,620498,6b0092,6f018e,3e11af,3d0eb3,5903a1,5c02a0,670294,61029a
5019,37269b,4100bd,660196,401ba3,5500a9,0e01ef,1600e7,2200dc,3d00c0,2626b1,5c00a2,670394,4415a5,4f00ae,3a6261,980164,3600c7,4c08aa,780085,6a0292,4414a4,4216a5,6f0589,72028a,810677,830773
5021,3f2484,5400aa,700081,651385,760187,2b01d1,4e00af,5e0099,6b0092,480baa,790183,6a0292,8d066a,5f009d,605b42,b0004e,3f00bf,6b088a,870275,71018c,3b14ae,4115a7,610598,730388,8c0467,a00756
5023,272192,3c00c2,61008f,431aa1,650297,1a03e1,4301b9,4e02ae,670294,360dba,760187,750088,720c7f,5000ae,4f6549,ab0053,4100bc,7b087a,a30159,960167,5b2082,661f78,8f0866,9a0261,b30942,be0739
5025,4016a0,2b00d3,5d029e,3609bf,680096,0f00ef,0a00f4,0e00f0,2200dc,143eac,4600b8,4303b8,2b1fb4,780084,20b42a,b60048,3700c7,5d069a,8e016f,81017c,55198e,531892,860771,920269,b20442,b40841
5027,3419aa,4100bd,4a01b2,3108c4,4200bc,0801f5,0800f6,0f00ee,2700d7,125398,5c00a1,6e0986,6b246e,870075,3b764c,b80045,790085,860671,a1015b,970760,601c7b,5f1886,89076d,930169,9c035e,9c025f
5029,382799,6c0092,670394,551494,4d00b0,1901e3,2100dd,1d00e1,4900b5,2c1ab8,660098,61019b,590b9a,5b00a2,4d4c64,94006a,4000be,730982,91016b,7d017f,511893,50208e,7c067b,7e027d,920962,940663
5031,211c9c,3700c7,5300a3,4a189c,790184,1e02de,2c01d1,3701c5,4a00b4,2537a1,680095,660394,7c0d74,61009c,526e3d,a80056,4e00b0,820e6d,a0025b,8c076b,5a168a,5f1589,7b067d,870274,9b065c,a30654
5033,373983,6c0092,70038b,57297e,780086,3503c5,4201bb,4c05ad,650197,561395,860077,860176,910468,7a0083,606737,cf022d,71008d,a8084e,bf013d,b40347,6c2669,731e6c,9c075a,a70354,b60741,bb063c
5035,1c5b87,2300db,2701d5,1605e2,2700d7,0004fa,0002fc,0900f5,3100cd,0eb13f,61009c,810e6e,6f0a85,7c0080,3b7053,b50049,62009c,730a81,790d77,830476,580c90,531496,70028b,730189,6a0390,6a0390
5037,443672,3600c8,5600a0,351aae,3300cb,0a01f3,1202e9,2300da,3400c9,176b7b,61009c,5705a1,5a1093,770086,308845,b9083c,4f01ae,710488,960067,82017a,541594,521596,7c037f,8b0271,9d055c,a20556
5039,2c4e7e,5000ae,5c039f,4405b5,5300aa,1000ed,1100ed,1400e1,2d00d1,1638af,3f00be,5a049f,401e9f,780083,2e7857,9a0064,3c00c2,59059f,860474,7d0180,5e1688,4d149d,780383,7f017d,870671,89066e
5041,184c94,4600b8,4504b4,363a8d,3b00c2,0c01f1,0900f5,1801e4,2200db,1339b2,3f00bf,4903b2,4418a2,5d00a0,2b6e65,aa0053,3e00c0,56099e,740b7e,6d0b86,3a11ad,3613b4,5a069d,5e039c,6c058c,6d048c
5043,43288c,5600a8,5903a2,5903a1,4100bd,1901e3,0d00f0,1905e0,3000ce,165097,5000ae,59069e,431c9f,82007a,387d48,bc0042,5000ae,5d069a,8f016e,870274,4e1897,4a14a0,760483,850178,940564,950465
5045,3314a8,4900b5,5a009a,4013ab,4500b9,2204d8,2a00d3,2b00d2,4600b7,2c16bc,5c00a1,680195,5d0d93,5800a5,416657,970067,4000bd,700e7f,9b0360,940465,5f1883,6b147f,8c0a68,950465,9d055c,a40653
5047,251ca2,4100bd,5100a0,3a1ea5,5d019f,1f00d8,2701d6,2a00d4,4600b7,2f0dc1,670096,680194,6e0689,5d009f,4a753f,be0040,5800a6,880a6b,a30259,960166,5e2579,5c1b86,88076f,920369,ad0749,b40743
5049,572d71,4300bb,630397,4909ab,6b0092,2900d5,5000ae,4702b4,70008d,4607b0,750089,730289,9b0260,5400a9,5c534e,ad0051,4700b7,7d077a,8c0170,7b0182,432198,511e8e,7e057a,810379,930863,a60651
5051,254383,62009c,730083,5f1886,7c0081,2900d5,4a02b2,4c00b2,5d00a1,512786,990164,9f035b,830773,750088,605747,bc033e,650099,870c6b,9f0956,9b075b,5b1885,601787,870770,8a0272,9c055c,a20556
5053,2d13b4,2a00d4,4304b6,271cba,4b00b3,0800f6,2100dd,2100dd,3b00c3,182fb6,4c01b1,610597,3f239c,6d008c,2b983b,ab0151,3700c7,610994,960166,8d026f,5d1c83,581e87,8b086b,9e015f,bc073a,be0739
5055,23209c,3000ce,5a009d,3c2b97,690194,1302e9,2f00cf,2f00ce,4300ba,2511c7,5700a6,5901a3,79067f,5200ab,5a5f45,ba0044,4300bb,6a078d,8f026d,7f027d,48199c,531892,770681,840277,a00455,a8044a
5057,502d78,5e00a0,6f018e,4d139e,4d00b1,1900e5,1200ec,2000de,3900c5,20538b,6e0090,710389,680b8b,6b0091,3e6e51,b4004a,5800a6,71038a,970166,80007d,441d9c,4412a8,710389,7a0182,940763,9d065a
