statecounty,margin,coolidge,davis,other,lafollette
36109,50.02%, 72.98%, 22.95%, 0.23%, 3.84%
36111,33.76%, 63.32%, 29.57%, 0.24%, 6.87%
36113,42.09%, 67.95%, 25.85%, 0.33%, 5.87%
36115,49.07%, 71.50%, 22.43%, 0.19%, 5.88%
36117,53.21%, 73.69%, 20.48%, 0.14%, 5.69%
36119,40.64%, 63.91%, 23.28%, 0.83%, 11.98%
36121,55.72%, 74.05%, 18.33%, 0.23%, 7.40%
36123,58.46%, 77.69%, 19.23%, 0.16%, 2.92%
37001,20.10%, 39.38%, 59.48%, 1.14%,-
37003,3.07%, 51.33%, 48.25%, 0.42%,-
37005,14.19%, 42.80%, 56.99%, 0.21%,-
37007,81.88%, 8.58%, 90.47%, 0.95%,-
37009,4.60%, 47.68%, 52.28%, 0.04%,-
37011,71.56%, 85.51%, 13.95%, 0.55%,-
37013,33.30%, 32.35%, 65.65%,-, 2.00%
37015,83.43%, 8.16%, 91.59%, 0.26%,-
37017,32.42%, 33.31%, 65.72%, 0.97%,-
37019,7.25%, 52.79%, 45.54%, 1.67%,-
37021,22.63%, 37.30%, 59.93%,-, 2.77%
37023,12.92%, 43.54%, 56.46%,-,-
37025,11.52%, 43.08%, 54.60%,-, 2.32%
37027,14.38%, 42.59%, 56.97%, 0.44%,-
37029,52.69%, 22.88%, 75.56%, 1.56%,-
37031,9.85%, 44.89%, 54.75%, 0.36%,-
37033,39.33%, 30.21%, 69.53%, 0.26%,-
37035,2.05%, 50.32%, 48.28%, 1.40%,-
37037,11.12%, 44.32%, 55.44%, 0.24%,-
37039,14.02%, 56.73%, 42.71%, 0.56%,-
37041,75.40%, 12.00%, 87.39%, 0.61%,-
37043,6.65%, 52.89%, 46.24%, 0.87%,-
37045,36.28%, 31.52%, 67.81%, 0.67%,-
37047,25.57%, 36.92%, 62.49%, 0.59%,-
37049,79.04%, 9.82%, 88.86%, 1.33%,-
37051,35.80%, 31.67%, 67.47%, 0.85%,-
37053,84.08%, 7.07%, 91.16%, 1.77%,-
37055,13.52%, 43.17%, 56.69%, 0.14%,-
37057,2.19%, 48.69%, 50.88%, 0.44%,-
37059,19.58%, 59.64%, 40.07%, 0.29%,-
37061,30.69%, 34.24%, 64.93%, 0.82%,-
37063,21.40%, 37.95%, 59.34%,-, 2.71%
37065,82.34%, 6.70%, 89.04%,-, 4.27%
37067,15.85%, 40.33%, 56.18%,-, 3.48%
37069,73.24%, 13.10%, 86.34%, 0.56%,-
37071,29.29%, 34.95%, 64.24%, 0.80%,-
37073,51.84%, 24.02%, 75.87%, 0.11%,-
37075,3.75%, 51.56%, 47.81%, 0.63%,-
37077,65.27%, 17.11%, 82.37%, 0.52%,-
37079,71.64%, 13.91%, 85.55%, 0.54%,-
37081,12.43%, 42.79%, 55.22%, 1.99%,-
37083,82.72%, 7.48%, 90.20%,-, 2.32%
37085,6.47%, 46.68%, 53.14%, 0.18%,-
37087,30.47%, 34.71%, 65.18%, 0.11%,-
37089,8.19%, 53.73%, 45.54%, 0.73%,-
37091,69.88%, 14.92%, 84.80%, 0.27%,-
37093,77.85%, 10.92%, 88.77%, 0.31%,-
37095,35.73%, 31.31%, 67.04%, 1.64%,-
37097,28.41%, 35.12%, 63.54%, 1.34%,-
37099,5.28%, 47.21%, 52.50%, 0.29%,-
37101,2.65%, 51.20%, 48.56%, 0.24%,-
37103,58.76%, 20.50%, 79.27%, 0.23%,-
37105,44.01%, 27.80%, 71.81%, 0.39%,-
37107,61.43%, 18.83%, 80.26%, 0.92%,-
37109,4.47%, 47.39%, 51.86%, 0.75%,-
37111,7.68%, 45.94%, 53.62%, 0.44%,-
37113,3.87%, 47.85%, 51.72%, 0.43%,-
37115,37.13%, 67.79%, 30.66%, 1.54%,-
37117,80.17%, 9.71%, 89.88%, 0.40%,-
37119,51.27%, 22.46%, 73.73%,-, 3.82%
37121,38.04%, 68.84%, 30.80%, 0.36%,-
37123,8.89%, 45.50%, 54.39%, 0.11%,-
37125,16.66%, 41.27%, 57.93%, 0.79%,-
37127,56.48%, 20.16%, 76.63%,-, 3.21%
37129,56.00%, 18.80%, 74.80%,-, 6.40%
37131,83.27%, 7.90%, 91.17%, 0.93%,-
37133,44.35%, 26.84%, 71.19%, 1.97%,-
37135,27.04%, 35.38%, 62.43%,-, 2.19%
37137,26.97%, 36.52%, 63.48%,-,-
37139,59.95%, 19.64%, 79.59%, 0.77%,-
37141,63.81%, 17.51%, 81.31%, 1.18%,-
37143,29.89%, 34.58%, 64.48%, 0.94%,-
37145,21.16%, 39.36%, 60.52%, 0.12%,-
37147,71.31%, 13.60%, 84.91%, 1.49%,-
37149,5.47%, 47.05%, 52.52%, 0.42%,-
37151,7.99%, 53.89%, 45.90%, 0.20%,-
37153,57.95%, 18.50%, 76.46%,-, 5.04%
37155,85.38%, 7.15%, 92.53%, 0.32%,-
37157,26.69%, 36.03%, 62.72%, 1.25%,-
37159,13.78%, 39.06%, 52.84%,-, 8.10%
37161,13.34%, 43.17%, 56.51%, 0.32%,-
37163,22.25%, 60.79%, 38.54%, 0.67%,-
37165,75.01%, 12.17%, 87.18%, 0.65%,-
37167,3.18%, 48.07%, 51.26%, 0.67%,-
37169,3.58%, 51.33%, 47.76%, 0.91%,-
37171,6.04%, 52.67%, 46.63%, 0.70%,-
37173,10.30%, 54.85%, 44.55%, 0.60%,-
37175,1.05%, 50.22%, 49.17%, 0.61%,-
37177,18.13%, 40.89%, 59.02%, 0.09%,-
37179,59.82%, 19.62%, 79.45%, 0.93%,-
37181,61.62%, 18.77%, 80.39%, 0.84%,-
37183,45.63%, 25.14%, 70.77%,-, 4.10%
37185,80.00%, 8.43%, 88.43%,-, 3.15%
37187,2.84%, 48.40%, 51.25%, 0.35%,-
37189,5.95%, 52.90%, 46.94%, 0.16%,-
37191,41.51%, 28.81%, 70.32%, 0.88%,-
37193,26.16%, 63.02%, 36.86%, 0.11%,-
37195,62.46%, 17.53%, 79.99%,-, 2.47%
37197,35.23%, 67.48%, 32.26%, 0.26%,-
37199,9.14%, 45.21%, 54.35%, 0.44%,-
38001,13.95%, 40.25%, 5.50%, 0.05%, 54.20%
38003,8.51%, 51.46%, 5.56%, 0.03%, 42.95%
38005,4.04%, 45.00%, 5.92%, 0.05%, 49.04%
38007,0.34%, 48.34%, 3.67%,-, 47.99%
38009,30.68%, 31.99%, 5.28%, 0.05%, 62.67%
38011,5.76%, 45.17%, 3.90%,-, 50.93%
38013,15.12%, 39.62%, 5.37%, 0.28%, 54.73%
38015,13.73%, 53.17%, 6.39%, 1.00%, 39.44%
38017,40.80%, 65.86%, 8.99%, 0.09%, 25.06%
38019,21.54%, 54.65%, 12.13%, 0.11%, 33.11%
38021,3.56%, 43.66%, 8.96%, 0.15%, 47.23%
38023,35.30%, 30.43%, 3.73%, 0.12%, 65.72%
38025,5.76%, 42.78%, 8.29%, 0.39%, 48.54%
38027,16.83%, 39.33%, 4.51%,-, 56.16%
38029,16.45%, 39.66%, 4.07%, 0.17%, 56.11%
38031,4.36%, 45.13%, 14.05%, 0.05%, 40.77%
38033,6.05%, 48.29%, 9.41%, 0.07%, 42.23%
38035,34.54%, 62.81%, 8.85%, 0.07%, 28.27%
38037,17.37%, 39.07%, 4.36%, 0.14%, 56.44%
38039,28.09%, 33.33%, 5.24%,-, 61.43%
38041,15.07%, 39.73%, 5.43%, 0.04%, 54.80%
38043,16.02%, 39.42%, 5.14%,-, 55.44%
38045,7.69%, 43.23%, 5.80%, 0.05%, 50.92%
38047,11.40%, 43.34%,-, 1.93%, 54.74%
38049,20.45%, 36.89%, 5.76%, 0.02%, 57.34%
38051,28.93%, 34.45%, 2.11%, 0.05%, 63.39%
38053,18.78%, 38.14%, 4.69%, 0.24%, 56.92%
38055,23.28%, 36.02%, 4.23%, 0.44%, 59.31%
38057,46.36%, 25.02%, 3.36%, 0.24%, 71.38%
38059,6.31%, 44.26%, 4.93%, 0.22%, 50.58%
38061,22.85%, 36.19%, 3.48%, 1.28%, 59.05%
38063,3.65%, 49.20%, 5.07%, 0.17%, 45.55%
38065,32.60%, 32.16%, 2.72%, 0.35%, 64.77%
38067,30.58%, 59.02%, 12.47%, 0.06%, 28.44%
38069,0.16%, 46.89%, 6.35%, 0.04%, 46.73%
38071,32.18%, 62.35%, 7.20%, 0.28%, 30.17%
38073,1.40%, 45.59%, 7.42%,-, 46.99%
38075,29.65%, 32.18%, 5.95%, 0.05%, 61.82%
38077,9.33%, 48.84%, 11.61%, 0.05%, 39.51%
38079,22.36%, 35.92%, 5.66%, 0.12%, 58.29%
38081,5.59%, 43.68%, 6.90%, 0.15%, 49.27%
38083,27.71%, 34.66%, 2.86%, 0.12%, 62.37%
38085,29.62%, 62.21%, 4.64%, 0.56%, 32.59%
38087,18.85%, 39.09%, 2.98%,-, 57.93%
38089,7.65%, 50.58%, 6.32%, 0.17%, 42.94%
38091,9.23%, 52.77%, 3.60%, 0.08%, 43.55%
38093,20.08%, 56.68%, 6.64%, 0.09%, 36.60%
38095,4.88%, 47.66%, 9.06%, 0.49%, 42.79%
38097,18.42%, 56.64%, 5.11%, 0.02%, 38.23%
38099,14.35%, 49.17%, 15.89%, 0.12%, 34.82%
38101,4.40%, 47.99%, 8.31%, 0.12%, 43.59%
38103,7.37%, 44.40%, 3.73%, 0.11%, 51.77%
38105,19.59%, 36.76%, 6.07%, 0.81%, 56.36%
39001,6.72%, 52.46%, 45.73%, 1.81%,-
39003,32.76%, 61.76%, 29.00%, 0.26%, 8.98%
39005,12.77%, 52.68%, 39.91%, 0.09%, 7.31%
39007,48.73%, 69.21%, 10.01%, 0.30%, 20.48%
39009,34.76%, 58.19%, 17.86%, 0.52%, 23.43%
39011,14.64%, 51.86%, 37.22%, 0.15%, 10.76%
39013,27.65%, 54.53%, 26.88%, 0.66%, 17.93%
39015,6.00%, 43.05%, 49.05%, 0.04%, 7.86%
39017,22.49%, 56.25%, 33.76%, 0.28%, 9.71%
39019,47.61%, 70.78%, 23.17%, 0.16%, 5.90%
39021,25.44%, 60.33%, 34.90%, 0.11%, 4.67%
39023,38.95%, 66.44%, 27.49%, 0.14%, 5.93%
39025,18.67%, 55.18%, 36.51%, 0.12%, 8.19%
39027,38.96%, 67.08%, 28.12%, 0.06%, 4.74%
39029,53.97%, 69.97%, 16.01%, 0.23%, 13.79%
39031,12.12%, 49.77%, 37.64%, 0.18%, 12.41%
39033,10.47%, 40.83%, 30.36%, 0.14%, 28.67%
39035,7.91%, 49.29%, 9.09%, 0.23%, 41.39%
39037,10.68%, 52.92%, 42.24%, 0.16%, 4.68%
39039,17.52%, 52.55%, 35.03%, 0.12%, 12.31%
39041,28.67%, 60.41%, 31.74%, 0.07%, 7.77%
39043,29.87%, 54.34%, 20.97%, 0.23%, 24.46%
39045,15.53%, 53.80%, 38.26%, 0.14%, 7.80%
39047,24.50%, 60.27%, 35.77%, 0.07%, 3.89%
39049,32.98%, 57.68%, 24.70%, 0.15%, 17.47%
39051,50.83%, 69.56%, 18.73%, 0.03%, 11.69%
39053,28.88%, 61.21%, 32.32%, 0.06%, 6.41%
39055,58.62%, 72.39%, 13.62%, 0.21%, 13.77%
39057,51.54%, 72.98%, 21.44%, 0.12%, 5.45%
39059,35.70%, 59.56%, 23.86%, 0.33%, 16.25%
39061,39.88%, 60.70%, 18.28%, 0.21%, 20.82%
39063,25.23%, 57.03%, 31.80%, 0.20%, 10.97%
39065,11.99%, 53.66%, 41.67%, 0.05%, 4.63%
39067,39.08%, 65.97%, 26.89%, 0.15%, 6.99%
39069,11.02%, 45.51%, 34.50%,-, 19.99%
39071,18.89%, 57.16%, 38.27%, 0.11%, 4.47%
39073,15.21%, 50.46%, 35.24%, 0.27%, 14.03%
39075,15.00%, 38.26%, 53.25%, 0.10%, 8.39%
39077,40.74%, 62.12%, 21.39%, 0.21%, 16.28%
39079,32.17%, 61.45%, 29.28%, 0.34%, 8.93%
39081,50.49%, 67.97%, 17.48%, 0.44%, 14.10%
39083,21.37%, 57.43%, 36.06%, 0.01%, 6.51%
39085,50.51%, 70.71%, 8.91%, 0.16%, 20.21%
39087,38.29%, 63.96%, 25.68%, 0.22%, 10.14%
39089,27.27%, 58.49%, 31.23%, 0.12%, 10.16%
39091,34.06%, 61.03%, 26.97%, 0.16%, 11.83%
39093,37.38%, 61.43%, 14.28%, 0.24%, 24.05%
39095,23.35%, 55.39%, 12.33%, 0.25%, 32.03%
39097,27.52%, 61.97%, 34.46%,-, 3.57%
39099,51.23%, 68.12%, 16.89%, 0.33%, 14.66%
39101,23.24%, 54.20%, 30.97%, 0.18%, 14.64%
39103,49.26%, 67.76%, 18.49%, 0.20%, 13.55%
39105,34.39%, 57.28%, 22.89%, 0.42%, 19.41%
39107,8.82%, 40.40%, 49.21%, 0.12%, 10.26%
39109,34.68%, 62.70%, 28.02%, 0.15%, 9.13%
39111,16.21%, 40.58%, 56.79%, 0.12%, 2.50%
39113,35.69%, 62.61%, 26.92%, 0.24%, 10.24%
39115,25.40%, 60.94%, 35.54%, 0.10%, 3.41%
39117,21.37%, 57.39%, 36.02%,-, 6.59%
39119,37.40%, 65.71%, 28.31%, 0.17%, 5.81%
39121,25.52%, 60.78%, 35.26%, 0.10%, 3.86%
39123,19.60%, 51.77%, 32.17%, 0.11%, 15.94%
39125,22.28%, 57.79%, 35.52%, 0.13%, 6.56%
39127,29.77%, 58.11%, 28.34%, 0.41%, 13.15%
39129,4.14%, 46.24%, 50.38%, 0.12%, 3.25%
39131,10.52%, 43.87%, 54.39%, 1.74%,-
39133,40.65%, 62.43%, 21.78%, 0.30%, 15.50%
39135,16.43%, 56.75%, 40.33%, 0.10%, 2.82%
39137,3.99%, 41.83%, 45.82%, 0.10%, 12.26%
39139,24.53%, 55.50%, 30.97%, 0.11%, 13.42%
39141,15.35%, 53.86%, 38.51%, 0.10%, 7.53%
39143,32.41%, 60.88%, 28.48%, 0.08%, 10.55%
39145,34.31%, 62.83%, 28.51%, 0.19%, 8.47%
39147,18.52%, 53.29%, 34.77%, 0.23%, 11.71%
39149,4.90%, 44.41%, 49.31%, 0.11%, 6.17%
39151,44.55%, 64.28%, 19.74%, 0.31%, 15.67%
39153,44.00%, 65.28%, 21.29%, 0.25%, 13.18%
39155,61.01%, 74.35%, 13.33%, 0.24%, 12.07%
39157,33.61%, 56.97%, 23.36%, 0.35%, 19.32%
39159,32.05%, 62.74%, 30.69%, 0.13%, 6.45%
39161,16.17%, 53.14%, 36.98%, 0.14%, 9.74%
39163,9.39%, 51.87%, 42.49%, 0.28%, 5.36%
39165,44.34%, 69.02%, 24.68%, 0.05%, 6.25%
39167,19.54%, 57.12%, 37.58%, 0.18%, 5.12%
39169,17.51%, 53.80%, 36.30%, 0.11%, 9.79%
39171,29.24%, 56.41%, 27.18%, 0.17%, 16.25%
39173,45.17%, 65.33%, 20.16%, 0.13%, 14.38%
39175,8.99%, 50.86%, 41.88%, 0.08%, 7.18%
40001,8.36%, 51.63%, 43.27%,-, 5.10%
40003,27.20%, 57.27%, 30.07%,-, 12.66%
40005,26.46%, 27.84%, 54.30%,-, 17.86%
40007,11.68%, 49.42%, 37.73%,-, 12.85%
40009,25.96%, 30.93%, 56.90%,-, 12.17%
40011,16.51%, 48.53%, 32.02%,-, 19.45%
40013,39.78%, 25.17%, 64.95%,-, 9.88%
40015,1.86%, 46.04%, 44.19%,-, 9.77%
40017,0.07%, 41.50%, 41.44%,-, 17.06%
40019,36.55%, 29.13%, 65.68%,-, 5.19%
40021,3.19%, 49.84%, 46.65%,-, 3.52%
40023,9.76%, 38.14%, 47.90%,-, 13.96%
40025,6.05%, 41.21%, 47.26%,-, 11.53%
40027,23.34%, 33.39%, 56.73%,-, 9.88%
40029,30.58%, 25.17%, 55.74%,-, 19.09%
40031,5.89%, 41.41%, 47.30%,-, 11.29%
40033,6.59%, 42.67%, 49.26%,-, 8.07%
40035,9.97%, 43.54%, 53.51%,-, 2.96%
40037,5.22%, 50.21%, 44.99%,-, 4.80%
40039,1.14%, 42.80%, 43.93%,-, 13.27%
40041,4.67%, 43.97%, 48.64%,-, 7.40%
40043,11.92%, 44.43%, 32.51%,-, 23.07%
40045,20.14%, 48.70%, 28.56%,-, 22.74%
40047,27.92%, 56.28%, 28.36%,-, 15.36%
40049,41.76%, 26.87%, 68.63%,-, 4.50%
40051,28.55%, 30.75%, 59.29%,-, 9.96%
40053,14.97%, 51.74%, 36.77%,-, 11.49%
40055,50.64%, 19.50%, 70.13%,-, 10.37%
40057,48.76%, 23.28%, 72.05%,-, 4.67%
40059,16.65%, 50.77%, 34.12%,-, 15.11%
40061,11.32%, 40.18%, 51.50%,-, 8.33%
40063,32.29%, 32.16%, 64.45%,-, 3.39%
40065,36.83%, 24.74%, 61.57%,-, 13.70%
40067,35.42%, 29.44%, 64.87%,-, 5.69%
40069,32.22%, 24.81%, 57.03%,-, 18.17%
40071,9.30%, 51.16%, 41.87%,-, 6.97%
40073,23.36%, 55.62%, 32.27%,-, 12.11%
40075,19.51%, 34.78%, 54.29%,-, 10.94%
40077,17.99%, 35.94%, 53.92%,-, 10.14%
40079,9.01%, 40.33%, 49.34%,-, 10.33%
40081,11.37%, 51.20%, 39.83%,-, 8.97%
40083,27.49%, 58.78%, 31.29%,-, 9.93%
40085,43.15%, 17.56%, 62.79%,-, 19.65%
40087,32.06%, 30.74%, 62.80%,-, 6.46%
40089,31.05%, 32.19%, 63.24%,-, 4.57%
40091,23.31%, 37.26%, 60.58%,-, 2.16%
40093,37.19%, 58.51%, 21.32%,-, 20.17%
40095,31.95%, 25.88%, 57.83%,-, 16.29%
40097,1.45%, 47.40%, 45.95%,-, 6.65%
40099,43.08%, 26.00%, 69.09%,-, 4.91%
40101,5.38%, 44.96%, 50.34%,-, 4.70%
40103,14.37%, 51.15%, 36.77%,-, 12.08%
40105,5.49%, 51.03%, 45.54%,-, 3.42%
40107,28.12%, 32.90%, 61.03%,-, 6.07%
40109,9.76%, 40.63%, 50.38%,-, 8.99%
40111,0.69%, 46.85%, 46.17%,-, 6.98%
40113,4.98%, 44.80%, 49.78%,-, 5.41%
40115,6.50%, 50.08%, 43.58%,-, 6.34%
40117,11.91%, 51.37%, 39.46%,-, 9.17%
40119,4.78%, 48.49%, 43.71%,-, 7.79%
40121,23.30%, 33.01%, 56.31%,-, 10.67%
40123,36.39%, 28.08%, 64.47%,-, 7.45%
40125,9.91%, 38.81%, 48.73%,-, 12.46%
40127,18.73%, 36.06%, 54.79%,-, 9.15%
40129,13.37%, 33.99%, 47.36%,-, 18.65%
40131,12.98%, 41.29%, 54.28%,-, 4.43%
40133,11.73%, 40.05%, 51.77%,-, 8.18%
40135,8.69%, 45.11%, 53.80%, 1.10%,-
40137,31.43%, 31.55%, 62.98%,-, 5.47%
40139,1.69%, 44.04%, 45.73%,-, 10.22%
40141,31.88%, 31.85%, 63.73%,-, 4.42%
40143,14.67%, 55.54%, 40.87%,-, 3.60%
40145,8.69%, 42.17%, 50.86%,-, 6.97%
40147,13.16%, 55.17%, 42.01%,-, 2.82%
40149,23.88%, 33.47%, 57.35%,-, 9.18%
40151,21.69%, 52.43%, 30.73%,-, 16.84%
40153,10.29%, 45.64%, 35.34%,-, 19.02%
41001,12.95%, 45.41%, 32.47%, 0.15%, 21.97%
41003,32.64%, 60.68%, 28.04%, 0.21%, 11.06%
41005,10.01%, 43.28%, 22.87%, 0.57%, 33.27%
41007,32.99%, 56.33%, 23.35%, 0.63%, 19.69%
41009,33.23%, 56.20%, 22.97%, 0.54%, 20.28%
41011,19.16%, 48.39%, 21.77%, 0.61%, 29.23%
41013,20.36%, 50.73%, 30.37%, 0.28%, 18.61%
41015,28.58%, 54.70%, 18.45%, 0.74%, 26.11%
41017,29.83%, 53.02%, 23.18%, 0.66%, 23.14%
41019,29.00%, 53.75%, 21.23%, 0.27%, 24.75%
41021,14.76%, 50.20%, 35.44%, 0.27%, 14.08%
41023,33.70%, 56.90%, 23.19%, 0.71%, 19.20%
41025,26.25%, 53.83%, 27.58%, 0.57%, 18.03%
41027,21.19%, 48.44%, 27.25%, 0.36%, 23.94%
41029,26.91%, 53.25%, 20.13%, 0.27%, 26.34%
41031,4.17%, 39.00%, 25.23%, 0.94%, 34.83%
41033,28.28%, 53.91%, 19.96%, 0.49%, 25.64%
41035,20.43%, 53.48%, 13.10%, 0.37%, 33.05%
41037,40.33%, 60.33%, 20.00%, 0.26%, 19.41%
41039,37.10%, 59.90%, 22.80%, 0.37%, 16.92%
41041,27.00%, 52.20%, 25.20%, 0.90%, 21.70%
41043,18.23%, 49.56%, 31.33%, 0.25%, 18.85%
41045,26.20%, 51.94%, 25.74%, 0.25%, 22.07%
41047,27.19%, 52.14%, 24.95%, 0.24%, 22.67%
41049,28.47%, 53.34%, 21.37%, 0.43%, 24.87%
41051,22.44%, 49.98%, 22.23%, 0.24%, 27.55%
41053,21.71%, 52.75%, 31.04%, 0.31%, 15.91%
41055,28.77%, 55.92%, 27.14%,-, 16.94%
41057,37.81%, 59.18%, 21.38%, 0.62%, 18.82%
41059,9.30%, 44.71%, 35.41%, 0.24%, 19.64%
41061,10.81%, 42.87%, 32.07%, 0.37%, 24.69%
41063,10.34%, 46.29%, 35.94%, 0.37%, 17.40%
41065,26.15%, 51.46%, 25.32%, 0.38%, 22.84%
41067,15.25%, 45.98%, 23.01%, 0.28%, 30.73%
41069,47.15%, 68.43%, 21.28%,-, 10.29%
41071,24.97%, 53.11%, 28.14%, 0.25%, 18.49%
42001,8.59%, 52.92%, 44.33%, 0.25%, 2.50%
42003,27.75%, 59.01%, 8.69%, 1.04%, 31.26%
42005,47.37%, 64.18%, 16.81%, 0.96%, 12.78%
42007,42.73%, 64.14%, 12.32%, 2.12%, 21.42%
42009,38.50%, 61.72%, 23.22%, 0.53%, 9.34%
42011,19.98%, 51.35%, 31.37%, 0.39%, 16.89%
42013,46.37%, 65.93%, 13.78%, 0.73%, 19.56%
42015,59.00%, 73.62%, 14.62%, 0.88%, 10.88%
42017,41.67%, 66.88%, 25.21%, 0.48%, 7.43%
42019,51.12%, 69.45%, 18.34%, 1.98%, 10.23%
42021,23.38%, 51.77%, 28.40%, 0.64%, 19.19%
42023,62.49%, 77.18%, 14.69%, 0.62%, 7.51%
42025,27.60%, 55.55%, 27.95%, 0.36%, 16.14%
42027,25.11%, 59.13%, 34.01%, 1.71%, 5.15%
42029,55.59%, 75.76%, 20.17%, 0.64%, 3.44%
42031,21.23%, 55.27%, 34.04%, 2.30%, 8.38%
42033,38.26%, 60.32%, 22.06%, 2.77%, 14.85%
42035,33.97%, 54.62%, 20.65%, 0.76%, 17.29%
42037,0.35%, 47.42%, 47.77%, 1.40%, 3.40%
42039,45.83%, 63.09%, 17.16%, 0.48%, 17.26%
42041,13.32%, 53.22%, 39.89%, 0.99%, 5.91%
42043,46.03%, 68.04%, 22.01%, 0.78%, 9.18%
42045,69.39%, 81.80%, 12.40%, 0.45%, 5.36%
42047,56.20%, 70.85%, 14.65%, 1.94%, 12.56%
42049,35.28%, 61.29%, 11.02%, 1.68%, 26.01%
42051,28.69%, 53.57%, 24.88%, 0.85%, 17.15%
42053,53.56%, 71.20%, 17.64%, 0.38%, 5.99%
42055,24.16%, 58.82%, 34.67%, 0.44%, 6.07%
42057,1.93%, 47.64%, 49.57%, 2.79%,-
42059,11.70%, 41.82%, 53.52%, 1.22%, 3.44%
42061,57.23%, 73.99%, 16.77%, 0.79%, 8.45%
42063,55.26%, 69.75%, 11.31%, 1.94%, 14.49%
42065,48.69%, 64.88%, 16.19%, 0.95%, 15.91%
42067,19.96%, 57.41%, 37.45%, 0.47%, 4.67%
42069,33.41%, 60.43%, 27.02%, 0.48%, 12.07%
42071,52.89%, 73.73%, 20.83%, 0.49%, 4.95%
42073,42.88%, 64.58%, 9.69%, 1.63%, 21.70%
42075,54.99%, 74.27%, 19.28%, 0.54%, 5.91%
42077,29.51%, 59.02%, 29.52%, 0.46%, 10.99%
42079,29.75%, 53.18%, 23.42%, 0.41%, 22.99%
42081,30.03%, 58.70%, 28.67%, 2.46%, 10.17%
42083,50.92%, 68.99%, 18.07%, 0.43%, 10.44%
42085,48.84%, 65.29%, 16.45%, 2.29%, 15.97%
42087,38.93%, 66.92%, 27.99%, 0.59%, 4.51%
42089,5.61%, 44.28%, 49.89%, 0.38%, 5.45%
42091,57.04%, 75.48%, 18.44%, 0.34%, 5.74%
42093,15.64%, 55.83%, 40.19%, 0.67%, 3.31%
42095,25.70%, 58.42%, 32.72%, 0.63%, 8.23%
42097,31.90%, 56.18%, 24.28%, 0.60%, 18.93%
42099,20.27%, 57.52%, 37.25%, 0.66%, 4.58%
42101,65.60%, 77.73%, 12.13%, 0.25%, 9.89%
42103,20.16%, 54.20%, 34.04%, 0.48%, 11.28%
42105,46.88%, 65.49%, 18.60%, 1.09%, 14.82%
42107,45.60%, 64.44%, 18.84%, 0.81%, 15.90%
42109,49.14%, 72.00%, 22.86%, 0.19%, 4.95%
42111,59.15%, 72.74%, 13.59%, 2.08%, 11.59%
42113,27.05%, 59.76%, 32.71%, 1.97%, 5.55%
42115,46.90%, 67.38%, 20.47%, 0.81%, 11.34%
42117,69.01%, 81.22%, 12.21%, 1.36%, 5.20%
42119,48.24%, 71.59%, 23.35%, 0.50%, 4.56%
42121,61.37%, 74.29%, 12.92%, 2.53%, 10.25%
42123,52.90%, 70.93%, 18.03%, 0.50%, 7.02%
42125,41.38%, 60.64%, 18.22%, 1.87%, 19.27%
42127,53.57%, 72.87%, 19.29%, 1.14%, 6.70%
42129,33.78%, 55.22%, 16.35%, 1.20%, 21.44%
42131,42.77%, 68.06%, 25.29%, 1.65%, 5.00%
42133,18.14%, 56.15%, 38.01%, 0.61%, 5.23%
44001,23.42%, 60.57%, 37.15%, 0.10%, 2.17%
44003,33.64%, 65.84%, 32.20%, 1.96%,-
44005,39.42%, 67.24%, 27.82%, 0.22%, 4.72%
44007,18.65%, 57.24%, 38.59%, 0.31%, 3.86%
44009,53.07%, 75.21%, 22.14%, 0.23%, 2.41%
45001,87.38%, 2.58%, 92.40%,-, 5.02%
45003,97.55%,-, 98.61%, 1.39%,-
45005,93.97%, 3.02%, 96.98%,-,-
45007,98.57%,-, 99.18%, 0.82%,-
45009,95.20%,-, 97.12%, 2.88%,-
45011,94.50%, 2.64%, 97.13%, 0.23%,-
45013,68.72%, 14.61%, 83.33%,-, 2.05%
45015,90.13%, 4.93%, 95.07%,-,-
45017,98.16%,-, 99.00%, 1.00%,-
45019,72.54%, 11.94%, 84.49%,-, 3.57%
45021,95.56%,-, 97.53%, 2.47%,-
45023,96.54%,-, 97.93%, 2.07%,-
45025,98.52%,-, 99.23%, 0.77%,-
45027,93.55%, 3.14%, 96.70%, 0.16%,-
45029,97.05%,-, 98.40%, 1.60%,-
45031,98.24%,-, 98.96%, 1.04%,-
45033,99.00%,-, 99.50%, 0.50%,-
45035,94.42%, 2.79%, 97.21%,-,-
45037,100.00%,-, 100.00%,-,-
45039,96.27%,-, 97.98%, 2.02%,-
45041,89.55%, 2.46%, 93.54%,-, 4.00%
45043,68.75%, 15.00%, 83.75%, 1.25%,-
45045,95.82%,-, 97.36%, 2.64%,-
45047,98.15%,-, 98.96%, 1.04%,-
45049,98.51%,-, 99.05%, 0.95%,-
45051,99.48%,-, 99.70%, 0.30%,-
45053,39.06%,-, 69.53%,-, 30.47%
45055,99.73%,-, 99.86%, 0.14%,-
45057,98.83%,-, 99.41%, 0.59%,-
45059,99.24%,-, 99.53%, 0.47%,-
45061,0%,-,-,-,-
45063,98.86%,-, 99.36%, 0.64%,-
45065,91.47%, 2.72%, 94.37%,-, 2.90%
45067,99.35%,-, 99.68%, 0.32%,-
45069,100.00%,-, 100.00%,-,-
