statecounty,-2.06%
01001,-1.37%
01003,17.70%
01005,-11.19%
01007,-28.14%
01009,-21.97%
01011,-40.34%
01013,-18.90%
01015,-26.61%
01017,-5.71%
01019,-50.77%
01021,-7.94%
01023,-12.59%
01025,-6.78%
01027,-21.88%
01029,-26.48%
01031,-24.99%
01033,-44.68%
01035,-25.58%
01037,-35.50%
01039,-17.21%
01041,-29.83%
01043,-30.23%
01045,-11.71%
01047,-10.53%
01049,-19.24%
01051,-0.70%
01053,-9.17%
01055,-41.08%
01057,-30.40%
01059,-30.18%
01061,-37.99%
01063,-52.30%
01065,-22.28%
01067,-20.86%
01069,9.55%
01071,-46.17%
01073,6.48%
01075,-37.05%
01077,-35.90%
01079,-65.13%
01081,7.78%
01083,-48.38%
01085,-38.65%
01087,-60.79%
01089,-25.38%
01091,-10.17%
01093,-34.48%
01095,-38.26%
01097,3.37%
01099,-2.66%
01101,8.62%
01103,-28.82%
01105,-34.74%
01107,-11.89%
01109,-10.35%
01111,-20.73%
01113,-31.19%
01115,-7.14%
01117,11.05%
01119,-22.25%
01121,-23.58%
01123,-18.06%
01125,-11.50%
01127,-37.30%
01129,-22.93%
01131,-34.12%
01133,-5.39%
02013,
02016,
02020,
02050,
02060,
02068,
02070,
02090,
02100,
02105,
02110,
02122,
02130,
02150,
02164,
02170,
02180,
02185,
02188,
02195,
02198,
02220,
02230,
02240,
02261,
02270,
02275,
02282,
02290,
04001,-30.37%
04003,3.22%
04005,7.40%
04007,-10.90%
04009,8.75%
04011,-25.17%
04012,
04013,27.13%
04015,7.49%
04017,-3.62%
04019,3.90%
04021,-6.02%
04023,0.99%
04025,24.60%
04027,7.42%
05001,-38.92%
05003,-25.87%
05005,1.02%
05007,5.75%
05009,-15.29%
05011,-51.75%
05013,-60.42%
05015,-14.84%
05017,-40.89%
05019,-56.91%
05021,-49.90%
05023,-48.30%
05025,-56.44%
05027,-4.68%
05029,-49.44%
05031,-38.03%
05033,-11.04%
05035,-22.63%
05037,-37.30%
05039,-52.59%
05041,-51.00%
05043,-36.86%
05045,-49.01%
05047,-30.48%
05049,-43.93%
05051,-20.30%
05053,-56.77%
05055,-47.14%
05057,-30.74%
05059,-56.24%
05061,-34.13%
05063,-42.39%
05065,-40.96%
05067,-56.72%
05069,-44.66%
05071,-39.78%
05073,-22.97%
05075,-50.26%
05077,-37.50%
05079,-62.66%
05081,-37.42%
05083,-28.98%
05085,-50.87%
05087,-7.81%
05089,-18.59%
05091,-17.35%
05093,-26.23%
05095,-46.84%
05097,-44.74%
05099,-45.40%
05101,-6.64%
05103,-52.94%
05105,-47.04%
05107,-39.87%
05109,-39.06%
05111,-42.95%
05113,-17.99%
05115,-31.47%
05117,-55.44%
05119,-25.48%
05121,-48.68%
05123,-30.53%
05125,-48.86%
05127,-33.70%
05129,-8.18%
05131,5.69%
05133,-39.43%
05135,-24.30%
05137,-45.48%
05139,-2.09%
05141,-42.29%
05143,-4.95%
05145,-41.17%
05147,-56.31%
05149,-49.93%
06001,-19.80%
06003,8.05%
06005,-4.22%
06007,7.65%
06009,1.17%
06011,7.58%
06013,1.11%
06015,-5.62%
06017,-1.11%
06019,-1.61%
06021,7.63%
06023,-12.60%
06025,1.76%
06027,18.94%
06029,6.72%
06031,1.21%
06033,-7.42%
06035,-11.35%
06037,-1.91%
06039,-5.24%
06041,9.67%
06043,-1.88%
06045,-4.04%
06047,-5.57%
06049,4.91%
06051,21.13%
06053,5.05%
