13159,95.18%,-, 96.99%, 3.01%,-,-
13161,63.72%, 5.60%, 79.06%,-, 15.34%,-
13163,35.61%, 3.31%, 66.15%,-, 30.54%,-
13165,85.57%, 3.02%, 91.28%,-, 5.70%,-
13167,48.25%, 5.75%, 71.25%,-, 23.00%,-
13169,87.50%, 5.92%, 93.42%, 0.66%,-,-
13171,0%,-,-,-,-,-
13173,0%,-,-,-,-,-
13175,82.99%,-, 90.52%, 1.96%, 7.52%,-
13177,91.56%, 3.11%, 94.67%,-, 2.22%,-
13179,48.74%, 8.12%, 70.31%,-, 21.57%,-
13181,81.44%,-, 90.72%,-, 9.28%,-
13183,0%,-,-,-,-,-
13185,89.62%, 2.65%, 93.49%,-, 3.86%,-
13187,40.00%, 6.52%, 66.74%,-, 26.74%,-
13189,42.75%, 2.33%, 70.21%,-, 27.46%,-
13191,85.37%,-, 91.87%, 1.63%, 6.50%,-
13193,63.30%, 3.69%, 79.81%,-, 16.50%,-
13195,57.81%,-, 78.01%, 1.80%, 20.19%,-
13197,67.23%, 5.07%, 81.08%,-, 13.85%,-
13199,78.75%, 2.66%, 88.05%,-, 9.30%,-
13201,86.50%, 2.45%, 92.02%,-, 5.52%,-
13205,74.92%,-, 87.46%,-, 12.54%,-
13207,84.68%, 2.34%, 91.17%,-, 6.49%,-
13209,86.42%, 5.60%, 92.03%,-, 2.37%,-
13211,83.61%, 4.01%, 89.80%,-, 6.19%,-
13213,7.96%, 9.18%, 49.39%,-, 41.43%,-
13215,87.06%, 2.59%, 92.23%,-, 5.18%,-
13217,83.30%, 6.06%, 89.36%,-, 4.57%,-
13219,7.20%,-, 53.47%, 0.26%, 46.27%,-
13221,54.55%, 9.09%, 72.73%,-, 18.18%,-
13223,17.14%, 2.86%, 40.00%,-, 57.14%,-
13225,0%,-,-,-,-,-
13227,14.33%, 20.31%, 32.68%,-, 47.01%,-
13229,52.87%, 10.96%, 70.96%,-, 18.09%,-
13231,67.39%, 3.70%, 81.85%,-, 14.46%,-
13233,13.04%, 2.81%, 55.11%,-, 42.08%,-
13235,91.64%,-, 95.07%, 1.50%, 3.43%,-
13237,96.18%,-, 97.66%, 2.34%,-,-
13239,88.41%, 3.05%, 92.68%,-, 4.27%,-
13241,44.86%, 3.50%, 70.68%,-, 25.82%,-
13243,74.88%, 8.97%, 83.85%,-, 7.18%,-
13245,71.74%, 7.76%, 81.99%,-, 10.25%,-
13247,77.13%, 2.23%, 87.45%,-, 10.32%,-
13249,82.55%,-, 90.64%, 1.28%, 8.09%,-
13251,52.02%, 3.39%, 74.31%,-, 22.29%,-
13253,0%,-,-,-,-,-
13255,85.63%, 3.22%, 91.20%,-, 5.58%,-
13257,73.11%, 2.94%, 85.08%,-, 11.97%,-
13259,91.39%, 3.57%, 94.96%, 1.47%,-,-
13261,93.60%, 2.29%, 95.89%, 1.81%,-,-
13263,66.36%,-, 82.44%, 1.48%, 16.08%,-
13265,67.86%, 7.14%, 80.36%,-, 12.50%,-
13267,40.91%, 2.11%, 69.40%,-, 28.49%,-
13269,53.39%, 3.72%, 74.84%,-, 21.44%,-
13271,91.95%, 2.73%, 94.68%,-, 2.59%,-
13273,88.45%, 4.66%, 93.11%,-, 2.23%,-
13275,71.12%, 4.13%, 83.50%,-, 12.38%,-
13277,88.85%,-, 94.43%,-, 5.57%,-
13279,59.72%, 4.74%, 77.49%,-, 17.77%,-
13281,4.57%, 16.95%, 43.81%,-, 39.24%,-
13283,0%,-,-,-,-,-
13285,88.28%,-, 93.36%, 1.56%, 5.08%,-
13287,70.09%, 6.84%, 81.62%,-, 11.54%,-
13289,91.10%, 3.99%, 95.09%, 0.92%,-,-
13291,10.50%, 13.39%, 48.55%,-, 38.05%,-
13293,52.03%,-, 75.42%, 1.19%, 23.39%,-
13295,26.40%, 15.47%, 55.47%,-, 29.06%,-
13297,51.46%, 3.35%, 74.06%,-, 22.59%,-
13299,86.20%, 5.07%, 91.27%,-, 3.66%,-
13301,57.85%, 3.20%, 77.33%,-, 19.48%,-
13303,78.67%,-, 88.51%, 1.66%, 9.83%,-
13305,80.46%, 5.75%, 87.36%,-, 6.90%,-
13307,12.46%,-, 43.48%, 0.58%, 55.94%,-
13309,0%,-,-,-,-,-
13311,15.38%, 4.03%, 55.68%,-, 40.29%,-
13313,24.98%, 7.74%, 58.62%,-, 33.64%,-
13315,87.17%, 2.64%, 92.27%,-, 5.10%,-
13317,81.40%,-, 90.50%, 0.41%, 9.09%,-
13319,91.21%, 3.10%, 94.32%,-, 2.58%,-
13321,71.82%, 2.04%, 84.89%,-, 13.07%,-
15001,0%,-,-,-,-,-
15003,0%,-,-,-,-,-
15005,0%,-,-,-,-,-
15007,0%,-,-,-,-,-
15009,0%,-,-,-,-,-
16001,3.14%, 32.00%, 25.71%, 1.16%, 35.14%,-
16003,12.05%, 39.81%, 27.76%, 1.26%, 19.44%,-
16005,17.22%, 48.04%, 30.82%, 0.17%, 12.42%,-
16007,14.23%, 50.96%, 36.73%, 1.32%, 10.99%,-
16009,0%,-,-,-,-,-
16011,20.25%, 47.91%, 27.66%,-, 15.39%,-
16013,0.29%, 35.95%, 36.24%, 0.91%, 13.50%,-
16015,4.15%, 29.38%, 33.53%, 0.68%, 22.74%,-
16017,4.58%, 17.23%, 25.56%, 1.36%, 30.22%,-
16019,10.27%, 38.71%, 28.44%, 0.66%, 20.67%,-
16021,0%,-,-,-,-,-
16023,0%,-,-,-,-,-
16025,0%,-,-,-,-,-
16027,5.00%, 22.25%, 29.38%,-, 34.38%, 3.76%
16029,0%,-,-,-,-,-
16031,20.15%, 46.66%, 26.51%, 0.63%, 14.76%,-
16033,0%,-,-,-,-,-
16035,11.19%, 23.71%, 34.90%, 1.40%, 21.93%,-
16037,14.72%, 27.42%, 42.14%, 0.34%, 19.85%,-
16039,7.90%, 27.09%, 34.99%, 0.59%, 24.93%,-
16041,0%,-,-,-,-,-
16043,16.88%, 44.70%, 27.81%, 0.16%, 16.42%,-
16045,0%,-,-,-,-,-
16047,0%,-,-,-,-,-
16049,16.11%, 23.09%, 39.19%, 1.19%, 21.76%,-
16051,0%,-,-,-,-,-
16053,0%,-,-,-,-,-
16055,9.74%, 23.47%, 34.81%,-, 25.07%, 2.35%
16057,8.35%, 17.32%, 28.87%,-, 37.22%, 5.33%
16059,12.06%, 33.47%, 45.52%, 0.30%, 10.81%,-
16061,17.01%, 16.97%, 44.02%, 1.91%, 27.01%,-
16063,2.04%, 23.41%, 30.29%, 1.34%, 32.34%,-
16065,0%,-,-,-,-,-
16067,0%,-,-,-,-,-
16069,13.32%, 24.27%, 38.86%, 1.58%, 25.54%,-
16071,25.13%, 60.41%, 35.29%, 0.61%,-,-
16073,3.42%, 33.84%, 37.25%, 0.85%, 21.88%,-
16075,0%,-,-,-,-,-
16077,0%,-,-,-,-,-
16079,4.65%, 27.68%, 32.33%, 0.55%, 22.93%,-
16081,0%,-,-,-,-,-
16083,1.70%, 20.08%, 32.55%, 1.91%, 30.85%,-
16085,0%,-,-,-,-,-
16087,9.34%, 25.32%, 37.25%, 1.57%, 27.91%,-
17001,22.24%, 19.16%, 48.74%, 1.68%, 26.50%,-
17003,1.40%, 41.79%, 40.39%, 0.79%, 14.79%,-
17005,3.67%, 33.56%, 37.23%, 2.04%, 21.12%, 6.06%
17007,7.14%, 36.96%, 14.67%, 1.20%, 44.11%,-
17009,36.07%, 16.48%, 58.74%, 2.12%, 22.66%,-
17011,10.25%, 19.84%, 30.59%, 0.34%, 40.84%, 2.39%
17013,18.80%, 30.62%, 49.43%, 2.05%, 12.64%, 5.25%
17015,7.78%, 38.36%, 26.71%, 0.19%, 30.58%, 2.12%
17017,27.10%, 17.14%, 52.99%, 1.53%, 25.89%,-
17019,0.21%, 25.62%, 35.43%, 3.30%, 35.65%,-
17021,23.18%, 25.30%, 48.48%, 0.18%, 18.57%, 2.70%
17023,11.17%, 34.17%, 45.34%, 0.92%, 16.98%, 2.59%
17025,7.00%, 37.36%, 44.37%, 3.89%, 14.37%,-
17027,35.81%, 20.48%, 56.29%, 1.33%, 16.32%,-
17029,12.06%, 26.86%, 40.98%, 1.22%, 28.92%,-
17031,8.24%, 17.44%, 30.44%, 1.17%, 38.68%,-
17033,20.54%, 22.30%, 47.41%, 1.22%, 26.87%, 2.20%
17035,19.85%, 28.78%, 48.63%, 2.47%, 20.12%,-
17037,25.53%, 24.28%, 21.44%, 1.67%, 49.81%,-
17039,11.30%, 28.49%, 39.79%, 1.57%, 27.64%,-
17041,5.53%, 31.03%, 36.56%, 1.23%, 28.59%, 2.60%
17043,24.28%, 14.27%, 28.09%, 0.15%, 52.37%, 2.70%
17045,14.18%, 32.84%, 47.02%, 3.32%, 16.81%,-
17047,0.04%, 33.99%, 27.04%, 0.79%, 34.03%, 4.16%
17049,36.50%, 23.25%, 59.76%, 2.55%, 14.43%,-
17051,20.26%, 24.51%, 46.04%, 1.37%, 25.79%, 2.28%
17053,18.72%, 22.44%, 27.91%, 0.92%, 46.63%, 2.10%
17055,5.80%, 36.12%, 41.92%, 2.38%, 12.58%,-
17057,5.10%, 20.33%, 35.06%, 0.60%, 29.96%, 2.07%
17059,20.77%, 33.78%, 54.55%, 1.70%, 6.53%,-
17061,35.62%, 21.82%, 57.44%, 1.15%, 17.04%,-
17063,11.39%, 29.17%, 24.77%, 1.69%, 40.56%,-
17065,17.10%, 31.33%, 48.44%, 3.38%, 16.85%,-
17067,23.20%, 20.84%, 48.80%, 0.08%, 25.60%, 2.19%
17069,2.97%, 43.60%, 40.63%, 0.32%, 9.65%, 2.84%
17071,6.44%, 27.84%, 30.97%, 1.59%, 37.41%, 2.19%
17073,24.95%, 20.29%, 24.22%, 2.23%, 49.17%,-
17075,6.45%, 24.83%, 32.92%, 0.85%, 39.37%, 2.04%
17077,6.93%, 35.49%, 42.42%, 1.57%, 17.09%,-
17079,20.66%, 31.11%, 51.77%, 0.43%, 13.82%, 2.87%
17081,21.21%, 27.73%, 48.94%, 1.62%, 19.56%,-
17083,25.73%, 29.33%, 55.06%, 2.28%, 13.34%,-
17085,8.77%, 22.58%, 40.77%, 0.09%, 32.00%, 2.01%
17087,2.50%, 35.07%, 32.57%, 0.21%, 27.68%, 2.22%
17089,37.24%, 12.67%, 23.05%, 1.23%, 60.29%,-
17091,4.42%, 36.41%, 29.01%, 2.59%, 31.99%,-
17093,37.42%, 20.14%, 20.03%, 2.26%, 57.56%,-
17095,25.11%, 16.72%, 26.35%, 1.61%, 51.46%,-
17097,24.25%, 21.59%, 24.09%, 1.59%, 48.33%,-
17099,0.60%, 24.56%, 35.56%, 1.70%, 34.97%,-
17101,17.54%, 30.39%, 47.93%, 0.28%, 14.55%, 3.65%
17103,11.68%, 23.03%, 31.00%, 3.29%, 42.68%,-
17105,1.12%, 26.40%, 36.01%, 2.70%, 34.89%,-
17107,21.68%, 20.85%, 48.19%, 2.03%, 26.50%,-
17109,15.53%, 26.90%, 42.44%, 0.09%, 25.60%, 2.38%
17111,9.08%, 31.82%, 25.69%, 1.58%, 40.90%,-
17113,4.79%, 30.23%, 35.02%, 0.17%, 28.44%, 2.46%
17115,3.74%, 27.33%, 36.12%, 1.78%, 32.38%,-
17117,26.42%, 21.11%, 47.53%, 0.54%, 20.82%, 2.19%
17119,9.48%, 30.57%, 40.04%, 1.96%, 17.89%,-
17121,17.66%, 20.10%, 44.26%, 0.23%, 26.60%, 2.51%
17123,13.40%, 20.97%, 44.72%, 3.00%, 31.32%,-
17125,29.73%, 23.00%, 52.73%, 1.19%, 20.84%, 2.23%
17127,19.82%, 48.06%, 21.47%, 2.22%, 28.24%,-
17129,19.75%, 19.53%, 48.19%, 3.84%, 28.44%,-
17131,9.83%, 19.20%, 32.07%, 0.18%, 41.89%, 2.22%
17133,1.11%, 45.42%, 44.31%, 0.79%, 9.48%,-
17135,18.62%, 27.07%, 45.69%, 0.28%, 18.20%, 2.97%
17137,20.55%, 19.34%, 48.11%, 0.34%, 27.57%, 2.10%
17139,20.28%, 23.37%, 46.96%, 2.97%, 26.69%,-
17141,10.47%, 29.86%, 25.95%, 0.90%, 40.33%, 2.97%
17143,3.93%, 11.78%, 37.98%, 1.19%, 41.91%,-
17145,16.19%, 28.34%, 44.53%, 0.44%, 18.89%, 3.25%
17147,7.13%, 28.41%, 37.84%, 1.04%, 30.71%, 2.00%
17149,25.71%, 25.18%, 50.90%, 0.20%, 17.65%, 2.25%
17151,18.13%, 45.81%, 27.68%, 2.04%, 24.47%,-
17153,20.55%, 51.27%, 30.73%, 1.29%, 14.26%,-
17155,10.88%, 27.56%, 29.00%, 3.56%, 39.88%,-
17157,26.14%, 24.24%, 50.38%, 0.14%, 18.31%, 2.11%
17159,25.22%, 23.17%, 48.39%, 0.11%, 21.80%, 3.47%
17161,16.41%, 15.66%, 26.14%, 1.73%, 42.55%,-
17163,10.32%, 31.53%, 41.85%, 1.24%, 15.71%,-
17165,16.58%, 27.79%, 44.37%, 1.60%, 18.10%,-
17167,11.11%, 20.07%, 42.25%, 1.48%, 31.14%,-
17169,25.12%, 24.88%, 50.00%, 1.08%, 20.25%, 3.79%
17171,26.64%, 27.90%, 54.53%, 2.16%, 15.41%,-
17173,26.68%, 23.65%, 50.33%, 1.90%, 20.77%, 3.35%
17175,16.41%, 23.46%, 28.59%, 2.95%, 45.00%,-
17177,4.13%, 15.09%, 42.49%, 1.68%, 38.37%,-
17179,14.95%, 13.66%, 47.35%, 1.79%, 32.40%,-
17181,33.14%, 27.22%, 60.36%, 1.98%, 10.44%,-
17183,0.45%, 32.25%, 31.80%, 0.23%, 28.43%, 3.22%
17185,25.11%, 25.29%, 50.41%, 0.12%, 18.08%, 3.94%
17187,9.17%, 15.34%, 34.86%, 1.79%, 44.03%,-
17189,8.27%, 30.80%, 39.06%, 1.96%, 24.99%,-
17191,14.07%, 28.19%, 42.26%, 1.39%, 25.20%, 2.97%
17193,19.18%, 31.94%, 51.11%, 0.21%, 11.16%, 2.15%
17195,24.74%, 18.64%, 25.89%, 1.27%, 50.63%, 3.58%
17197,20.13%, 19.87%, 28.13%, 0.95%, 48.26%,-
17199,0.53%, 34.63%, 35.16%, 0.85%, 19.05%, 2.70%
17201,34.73%, 19.36%, 17.37%, 1.89%, 54.09%,-
17203,12.21%, 18.67%, 45.06%, 3.43%, 32.84%,-
18001,42.54%, 19.08%, 61.62%, 0.75%, 15.23%, 3.31%
18003,23.77%, 18.43%, 46.63%, 0.68%, 22.87%, 3.24%
18005,23.66%, 20.26%, 48.26%, 0.23%, 24.60%, 3.65%
18007,11.67%, 30.42%, 42.09%, 0.95%, 23.51%, 3.04%
18009,13.50%, 11.04%, 45.67%,-, 32.17%, 4.04%
18011,18.81%, 17.55%, 48.74%, 1.47%, 29.93%, 2.32%
18013,39.09%, 19.74%, 58.83%, 1.68%, 16.38%, 3.37%
18015,16.54%, 30.03%, 46.57%, 1.74%, 18.96%, 2.70%
18017,13.95%, 16.54%, 46.48%, 2.27%, 32.53%, 2.18%
18019,12.72%, 11.88%, 48.93%, 0.96%, 36.21%,-
18021,23.03%, 20.45%, 45.12%, 0.42%, 22.09%, 2.38%
18023,15.01%, 30.52%, 45.52%, 0.34%, 17.92%, 2.64%
18025,18.54%, 24.79%, 43.33%, 0.15%, 20.26%, 6.69%
18027,11.89%, 31.62%, 43.51%, 0.62%, 16.73%, 2.37%
18029,30.20%, 25.93%, 56.13%, 1.86%, 13.31%,-
18031,15.67%, 24.43%, 43.44%, 1.84%, 27.78%, 2.51%
18033,18.40%, 18.11%, 44.53%, 0.26%, 26.13%, 3.93%
18035,2.07%, 16.44%, 35.13%, 0.42%, 33.06%, 5.19%
18037,53.20%, 14.81%, 68.01%, 1.36%, 13.47%,-
18039,2.02%, 10.38%, 37.22%, 0.88%, 39.24%, 4.87%
18041,6.00%, 25.63%, 36.20%, 2.21%, 30.21%,-
18043,9.46%, 9.65%, 46.66%, 1.59%, 37.20%,-
18045,17.36%, 28.84%, 46.19%, 0.39%, 19.72%, 2.27%
18047,34.63%, 23.37%, 58.00%, 0.78%, 15.85%, 2.01%
18049,13.42%, 32.18%, 45.60%, 1.76%, 15.65%, 4.80%
18051,13.45%, 30.98%, 44.44%, 0.10%, 17.36%, 3.09%
18053,3.46%, 30.22%, 33.68%, 1.41%, 16.76%, 7.79%
18055,14.17%, 25.11%, 39.28%, 3.39%, 18.20%,-
18057,3.06%, 31.86%, 34.93%, 1.55%, 26.01%, 5.66%
18059,24.39%, 14.77%, 51.90%, 0.18%, 27.51%, 2.98%
18061,19.94%, 20.23%, 47.34%, 0.29%, 27.40%, 2.09%
18063,15.94%, 26.15%, 43.10%, 1.00%, 27.17%, 2.58%
18065,2.70%, 32.12%, 34.82%, 0.73%, 20.09%, 6.58%
18067,7.24%, 24.35%, 31.95%, 1.35%, 24.71%, 5.13%
18069,13.52%, 28.20%, 41.72%, 0.16%, 21.21%, 5.34%
18071,35.10%, 16.25%, 56.91%, 1.94%, 21.81%,-
18073,1.64%, 37.54%, 39.18%, 2.24%, 21.04%,-
18075,18.92%, 20.38%, 44.29%, 0.16%, 25.37%, 6.33%
18077,14.85%, 30.46%, 45.31%, 0.10%, 18.38%, 3.08%
18079,17.63%, 27.06%, 44.69%, 2.18%, 23.77%,-
18081,26.97%, 16.82%, 52.59%, 1.13%, 25.62%, 3.84%
18083,16.85%, 28.76%, 45.61%, 0.88%, 13.49%, 2.10%
18085,9.99%, 24.47%, 39.02%, 0.32%, 29.03%, 4.25%
18087,4.81%, 21.58%, 35.11%, 0.65%, 39.92%, 2.73%
18089,2.76%, 29.61%, 29.38%, 1.89%, 32.37%,-
18091,19.32%, 24.87%, 44.62%, 1.55%, 25.31%,-
18093,6.92%, 23.87%, 37.70%, 1.81%, 30.79%,-
18095,12.22%, 11.24%, 42.37%, 1.00%, 30.15%, 2.89%
18097,16.93%, 18.22%, 44.22%, 2.46%, 27.29%,-
18099,23.13%, 20.21%, 48.31%, 0.29%, 25.18%, 3.24%
18101,15.40%, 32.28%, 47.68%, 1.72%, 18.31%,-
18103,18.29%, 19.03%, 44.92%, 0.43%, 26.62%, 3.38%
18105,16.31%, 25.19%, 43.48%, 1.81%, 27.16%, 2.36%
18107,13.07%, 33.43%, 46.51%, 0.09%, 15.17%, 2.70%
18109,22.47%, 24.23%, 46.70%, 0.47%, 22.13%, 3.15%
18111,2.79%, 34.12%, 36.92%, 1.07%, 24.22%, 3.67%
18113,17.89%, 22.89%, 45.81%, 3.38%, 27.92%,-
18115,13.04%, 36.02%, 49.07%, 0.80%, 10.65%, 3.46%
18117,7.16%, 35.27%, 42.43%, 2.62%, 19.68%,-
18119,24.95%, 21.19%, 48.32%, 2.32%, 23.37%,-
18121,2.68%, 36.25%, 38.93%, 0.21%, 13.11%, 4.87%
18123,21.95%, 14.25%, 52.90%, 1.89%, 30.96%,-
18125,10.76%, 34.76%, 45.53%, 1.65%, 11.22%,-
18127,3.69%, 35.28%, 31.59%, 1.33%, 29.00%,-
18129,31.60%, 23.95%, 55.55%, 0.08%, 14.96%, 2.81%
18131,17.75%, 24.83%, 42.57%, 0.48%, 19.96%, 7.56%
18133,28.28%, 24.42%, 52.70%, 3.43%, 19.46%,-
18135,4.30%, 27.33%, 29.66%, 0.27%, 33.97%, 5.03%
18137,18.52%, 29.43%, 47.95%, 1.97%, 17.44%,-
18139,6.82%, 34.57%, 41.39%, 1.49%, 19.24%, 3.31%
18141,0.97%, 20.17%, 34.56%, 0.56%, 33.59%, 2.90%
18143,25.84%, 16.83%, 53.17%, 2.68%, 27.33%,-
18145,20.24%, 17.34%, 47.47%, 0.29%, 27.23%, 3.25%
18147,22.69%, 24.80%, 47.50%, 0.12%, 22.34%, 2.29%
18149,15.04%, 28.11%, 43.14%, 3.89%, 24.86%,-
18151,0.60%, 32.34%, 31.74%, 1.15%, 30.33%, 4.44%
18153,30.30%, 18.52%, 48.82%, 1.22%, 14.07%, 3.61%
18155,17.11%, 32.81%, 49.93%, 0.19%, 11.98%, 2.31%
18157,13.48%, 28.22%, 41.70%, 3.45%, 26.64%,-
18159,19.69%, 26.92%, 46.61%, 0.28%, 19.50%, 4.29%
18161,3.46%, 35.88%, 39.34%, 0.06%, 19.08%, 3.52%
18163,13.46%, 27.37%, 40.83%, 1.78%, 15.48%,-
18165,3.26%, 33.20%, 36.46%, 0.43%, 13.93%, 4.71%
18167,12.56%, 17.18%, 40.18%, 0.80%, 27.62%, 3.91%
18169,0.90%, 20.08%, 34.92%, 0.44%, 35.82%, 4.20%
18171,10.87%, 41.36%, 30.49%, 1.61%, 24.30%, 2.24%
18173,15.75%, 28.09%, 43.84%, 0.73%, 16.19%, 5.02%
18175,26.74%, 17.00%, 53.31%, 3.13%, 26.57%,-
18177,5.67%, 16.11%, 33.12%, 3.00%, 38.79%,-
18179,32.99%, 15.95%, 54.20%, 0.14%, 21.21%, 5.91%
18181,9.61%, 34.77%, 44.38%, 0.99%, 17.72%, 2.13%
18183,24.94%, 24.01%, 48.96%, 1.64%, 21.97%, 3.42%
19001,1.56%, 36.68%, 35.13%, 2.03%, 26.16%,-
19003,10.85%, 32.81%, 43.66%, 3.02%, 20.52%,-
19005,11.33%, 29.10%, 40.52%, 1.19%, 29.19%,-
19007,5.13%, 40.57%, 35.44%, 1.12%, 16.69%,-
19009,0.19%, 26.15%, 36.39%, 0.87%, 36.58%,-
19011,11.04%, 31.53%, 42.56%, 1.24%, 21.25%,-
19013,9.60%, 15.03%, 34.76%, 1.98%, 44.36%,-
19015,20.99%, 13.64%, 27.23%, 1.79%, 48.21%,-
19017,24.73%, 26.91%, 51.65%, 1.75%, 19.69%,-
19019,8.71%, 26.93%, 39.54%, 0.49%, 30.83%, 2.20%
19021,25.61%, 20.77%, 25.34%, 2.94%, 50.95%,-
19023,17.93%, 25.82%, 26.48%, 0.80%, 44.41%, 2.49%
19025,3.92%, 26.61%, 32.66%, 1.80%, 36.58%,-
19027,26.58%, 15.51%, 54.32%, 2.43%, 27.74%,-
19029,4.76%, 38.35%, 33.59%, 1.38%, 24.38%,-
19031,12.99%, 23.44%, 43.85%, 1.86%, 30.86%,-
19033,1.38%, 25.64%, 33.49%, 1.92%, 34.87%,-
19035,24.26%, 12.32%, 30.08%, 3.27%, 54.33%,-
19037,23.93%, 28.15%, 52.08%, 1.54%, 18.23%,-
19039,1.12%, 35.44%, 36.56%, 0.84%, 23.91%, 3.25%
19041,22.66%, 24.04%, 25.04%, 3.22%, 47.70%,-
19043,24.71%, 21.14%, 49.80%, 1.54%, 25.10%,-
19045,4.84%, 20.58%, 39.55%, 0.77%, 34.71%,-
19047,21.67%, 25.03%, 46.96%, 2.72%, 25.29%,-
19049,2.04%, 34.77%, 32.73%,-, 25.93%, 2.76%
19051,8.78%, 38.63%, 47.41%, 2.45%, 11.52%,-
19053,7.84%, 34.39%, 42.24%, 1.40%, 19.68%,-
19055,0.12%, 34.30%, 34.42%, 1.06%, 28.17%,-
19057,12.81%, 26.49%, 39.30%, 1.64%, 25.92%,-
19059,18.69%, 24.54%, 26.96%, 0.81%, 45.65%,-
19061,24.02%, 13.82%, 53.20%, 0.26%, 29.18%,-
19063,7.00%, 30.98%, 25.01%, 0.93%, 37.98%,-
19065,2.23%, 19.14%, 38.20%,-, 35.97%, 2.67%
19067,0.31%, 31.13%, 31.85%, 1.23%, 32.16%,-
19069,20.55%, 25.21%, 22.64%,-, 45.76%, 4.21%
19071,21.33%, 26.30%, 47.63%, 2.78%, 23.28%,-
19073,4.44%, 37.17%, 27.51%, 2.58%, 32.73%,-
19075,10.21%, 13.60%, 37.12%, 1.94%, 47.33%,-
19077,2.12%, 30.71%, 33.93%, 3.56%, 31.80%,-
19079,28.93%, 19.37%, 24.27%, 3.17%, 53.19%,-
19081,1.56%, 34.30%, 28.32%, 1.52%, 35.86%,-
19083,28.96%, 16.43%, 24.07%, 1.95%, 53.03%, 4.51%
19085,11.82%, 28.72%, 40.54%, 1.39%, 25.11%,-
19087,1.95%, 39.12%, 37.17%, 1.11%, 20.14%, 2.47%
19089,18.47%, 23.92%, 45.17%,-, 26.70%, 2.01%
19091,29.22%, 18.76%, 24.93%, 2.16%, 54.15%,-
19093,2.04%, 18.98%, 38.93%, 1.11%, 40.97%,-
19095,15.02%, 30.76%, 45.77%, 1.72%, 21.76%,-
19097,22.60%, 24.46%, 47.06%,-, 20.90%, 5.31%
19099,11.36%, 27.83%, 39.20%,-, 24.13%, 2.58%
19101,1.83%, 37.63%, 35.80%, 1.97%, 21.46%, 3.14%
19103,28.58%, 27.95%, 56.52%, 2.57%, 12.96%,-
19105,12.42%, 35.52%, 47.93%, 1.47%, 15.09%,-
19107,20.56%, 26.07%, 46.63%, 1.42%, 23.60%, 2.28%
19109,1.02%, 18.69%, 39.53%, 1.22%, 40.56%,-
19111,18.69%, 23.66%, 45.67%, 0.66%, 26.98%,-
19113,8.11%, 32.01%, 40.12%, 1.79%, 22.48%,-
19115,6.08%, 36.36%, 29.94%, 3.43%, 30.28%,-
19117,0.99%, 32.11%, 33.11%, 1.78%, 29.24%,-
19119,16.74%, 14.84%, 32.27%, 0.68%, 49.01%,-
19121,2.36%, 33.79%, 31.43%,-, 29.73%, 2.76%
19123,13.51%, 26.09%, 39.95%,-, 26.44%, 4.39%
19125,16.31%, 22.66%, 43.31%, 1.37%, 27.00%,-
19127,14.05%, 13.79%, 32.19%,-, 46.24%, 2.96%
19129,6.55%, 25.41%, 39.22%, 2.69%, 32.68%,-
19131,3.07%, 20.33%, 37.28%, 2.03%, 40.35%,-
19133,1.80%, 29.00%, 35.51%, 1.78%, 33.71%,-
19135,0.19%, 26.22%, 28.11%, 1.15%, 28.30%,-
19137,12.76%, 23.07%, 30.35%, 0.81%, 43.11%,-
19139,1.65%, 11.10%, 37.68%, 1.24%, 39.32%,-
19141,3.95%, 16.02%, 38.91%, 2.20%, 42.87%,-
19143,9.04%, 26.56%, 40.14%, 2.20%, 31.10%,-
19145,15.12%, 19.65%, 29.32%,-, 44.44%, 2.65%
19147,10.21%, 30.30%, 40.51%, 1.97%, 24.01%,-
19149,0.67%, 16.69%, 41.24%, 1.50%, 40.57%,-
19151,3.05%, 22.95%, 35.52%, 0.88%, 38.57%,-
19153,3.86%, 20.66%, 32.07%,-, 35.92%, 3.84%
19155,3.83%, 14.77%, 42.08%, 0.78%, 38.24%,-
19157,3.54%, 19.85%, 35.89%,-, 39.43%, 2.49%
19159,0.65%, 31.28%, 32.72%, 1.54%, 32.07%, 2.39%
19161,18.96%, 16.97%, 30.67%, 2.73%, 49.63%,-
19163,4.79%, 11.46%, 41.17%, 0.42%, 36.38%,-
19165,19.93%, 22.63%, 47.78%, 1.74%, 27.85%,-
19167,23.86%, 12.33%, 31.15%, 1.50%, 55.02%,-
19169,24.23%, 23.82%, 23.39%, 1.45%, 48.05%, 3.29%
19171,13.25%, 21.57%, 44.76%, 2.16%, 31.51%,-
19173,0.21%, 35.40%, 35.61%, 1.04%, 25.93%, 2.02%
19175,10.61%, 28.15%, 39.25%, 1.93%, 28.64%, 2.03%
19177,0.32%, 39.36%, 39.68%, 3.05%, 17.91%,-
19179,4.10%, 32.53%, 36.62%, 0.90%, 21.70%,-
19181,0.25%, 34.21%, 34.46%, 1.31%, 27.20%, 2.81%
19183,14.03%, 26.35%, 41.76%, 1.75%, 27.73%, 2.42%
19185,10.29%, 31.64%, 41.93%,-, 21.11%, 3.00%
19187,2.79%, 29.79%, 33.25%,-, 30.46%, 2.06%
19189,22.55%, 23.85%, 17.48%,-, 46.39%, 5.92%
19191,0.60%, 15.63%, 41.03%, 1.70%, 41.64%,-
19193,6.87%, 18.66%, 34.89%, 1.26%, 41.76%,-
19195,37.59%, 17.86%, 20.28%, 1.87%, 57.87%,-
