statecounty,0.52, 48.38, 47.87, 2.74, 1.02,"50,462,412","2,883,443"," 1,070,320"
06053,20.30, 57.53, 37.23, 4.30, 0.93,"43,761","5,059"," 1,096"
06055,14.43, 54.32, 39.89, 4.78, 1.01,"20,633","2,471", 523
06057,17.54, 54.76, 37.22, 6.92, 1.10,"17,670","3,287", 524
06059,15.40, 55.75, 40.36, 2.76, 1.13,"391,819","26,833"," 10,954"
06061,23.25, 59.28, 36.04, 3.78, 0.90,"42,449","4,449"," 1,066"
06063,27.74, 60.98, 33.25, 4.38, 1.38,"3,458",456, 144
06065,6.51, 51.42, 44.90, 2.59, 1.09,"202,576","11,678"," 4,918"
06067,3.98, 49.31, 45.33, 4.09, 1.27,"195,619","17,659"," 5,480"
06069,12.57, 54.25, 41.68, 3.18, 0.89,"7,015",535, 150
06071,1.54, 48.75, 47.21, 2.59, 1.45,"214,749","11,775"," 6,612"
06073,3.97, 49.63, 45.66, 3.54, 1.17,"437,666","33,979"," 11,253"
06075,59.44, 75.54, 16.10, 7.76, 0.59,"51,496","24,828"," 1,884"
06077,1.19, 48.90, 47.70, 2.51, 0.89,"79,776","4,195"," 1,495"
06079,11.33, 52.22, 40.89, 5.99, 0.90,"44,526","6,523", 978
06081,33.33, 64.29, 30.95, 4.02, 0.74,"80,296","10,433"," 1,913"
06083,1.24, 47.37, 46.13, 5.59, 0.91,"71,493","8,664"," 1,406"
06085,26.22, 60.66, 34.44, 3.48, 1.43,"188,750","19,072"," 7,817"
06087,34.14, 61.48, 27.34, 10.01, 1.16,"29,627","10,844"," 1,261"
06089,34.79, 65.04, 30.25, 3.20, 1.51,"20,127","2,131"," 1,008"
06091,34.22, 63.45, 29.24, 4.66, 2.65,540,86, 49
06093,29.64, 61.55, 31.90, 4.40, 2.15,"6,323",872, 426
06095,17.85, 57.02, 39.17, 2.94, 0.87,"51,604","3,869"," 1,146"
06097,27.29, 59.54, 32.25, 7.27, 0.94,"63,529","14,324"," 1,858"
06099,8.37, 52.38, 44.01, 2.65, 0.96,"56,448","3,398"," 1,233"
06101,33.63, 65.31, 31.68, 2.24, 0.77,"8,416",594, 204
06103,32.43, 63.63, 31.20, 3.34, 1.82,"6,507",697, 380
06105,24.29, 57.62, 33.33, 6.83, 2.23,"1,932",396, 129
06107,23.45, 60.20, 36.75, 2.04, 1.01,"33,006","1,834", 908
06109,16.07, 55.51, 39.44, 4.00, 1.04,"9,359",949, 247
06111,1.03, 48.17, 47.14, 3.62, 1.07,"133,258","10,235"," 3,026"
06113,17.40, 54.93, 37.53, 6.69, 0.85,"23,057","4,107", 525
06115,26.61, 61.00, 34.39, 3.14, 1.46,"5,546",507, 236
08001,6.09, 50.19, 44.10, 3.86, 1.85,"47,561","4,165"," 1,994"
08003,7.10, 50.49, 43.38, 4.68, 1.45,"2,455",265, 82
08005,7.98, 51.47, 43.49, 3.66, 1.37,"82,614","6,952"," 2,608"
08007,32.70, 62.80, 30.10, 5.57, 1.53,"1,432",265, 73
08009,49.69, 73.00, 23.31, 2.06, 1.62,531,47, 37
08011,15.94, 55.83, 39.89, 2.24, 2.04,783,44, 40
08013,13.69, 50.12, 36.44, 11.82, 1.63,"50,873","16,498"," 2,272"
08014,x,x,x,x,x,0,0,0
08015,20.13, 56.50, 36.37, 6.03, 1.09,"2,768",459, 83
08017,"1,212",748,61.72, 78.96, 17.24,957,209, 46
08019,1.20, 45.63, 44.44, 7.19, 2.74,"2,188",354, 135
08021,0.63, 48.27, 47.64, 2.15, 1.93,"1,749",79, 71
08023,33.37, 63.96, 30.58, 4.31, 1.15,504,71, 19
08025,23.81, 59.17, 35.36, 2.77, 2.70,511,40, 39
08027,44.72, 68.74, 24.02, 4.74, 2.51,507,100, 53
08029,40.26, 65.99, 25.73, 6.72, 1.56,"3,264",852, 198
08031,30.99, 61.86, 30.87, 5.86, 1.41,"61,224","11,624"," 2,806"
08033,39.51, 65.34, 25.84, 6.44, 2.38,293,73, 27
08035,33.55, 64.95, 31.40, 2.59, 1.06,"27,076","2,230", 912
08037,2.59, 47.18, 44.59, 6.88, 1.36,"6,772","1,045", 206
08039,42.67, 68.61, 25.95, 3.26, 2.19,"2,326",292, 196
08041,33.12, 63.91, 30.78, 3.54, 1.77,"61,799","7,116"," 3,548"
08043,28.78, 61.75, 32.97, 3.21, 2.07,"5,293",516, 333
08045,17.63, 53.22, 35.59, 9.40, 1.79,"6,087","1,608", 306
08047, 40.81, 11.20, 2.19, 1.22,"1,099",276,54, 30
08049,19.86, 56.19, 36.33, 5.76, 1.72,"2,308",366, 109
08051,0.95, 43.23, 42.27, 12.81, 1.69,"3,059",927, 122
08053,22.61, 55.83, 33.22, 9.01, 1.94,188,51, 11
08055,0.91, 47.10, 46.19, 5.32, 1.39,"1,466",169, 44
08057,55.03, 73.73, 18.70, 4.32, 3.24,173,40, 30
08059,8.14, 51.02, 42.88, 4.39, 1.72,"100,970","10,336"," 4,047"
08061,968,517,53.41, 75.21, 21.80,728,211, 29
08063,"3,458","1,733",50.12, 73.51, 23.40,"2,542",809, 107
08065,9.13, 49.32, 40.18, 8.11, 2.40,"1,056",213, 63
08067,10.39, 48.77, 38.38, 11.61, 1.24,"7,864","2,378", 255
08069,13.81, 52.67, 38.85, 6.91, 1.57,"46,055","8,194"," 1,859"
08071,11.06, 53.22, 42.16, 3.27, 1.36,"2,569",199, 83
08073,"2,199","1,120",50.93, 74.12, 23.19,"1,630",510, 59
08075,"8,096","3,235",39.96, 68.32, 28.36,"5,531","2,296", 269
08077,33.16, 63.45, 30.29, 4.38, 1.88,"15,465","2,235", 958
08079,25.93, 60.49, 34.57, 3.91, 1.03,168,19, 5
08081,49.04, 71.95, 22.92, 3.17, 1.97,"1,223",169, 105
08083,38.38, 65.62, 27.24, 5.65, 1.49,"2,556",530, 140
08085,36.76, 65.18, 28.43, 4.61, 1.77,"4,041",656, 252
08087,31.53, 63.59, 32.06, 2.34, 2.00,"2,885",211, 180
08089,"7,312","1,119",15.30, 55.83, 40.52,"4,082","2,963", 267
08091,25.71, 57.28, 31.57, 10.03, 1.12,705,224, 25
08093,19.26, 55.17, 35.90, 6.06, 2.87,"2,393",404, 191
08095,45.45, 70.86, 25.41, 2.16, 1.58,564,48, 35
08097,20.15, 53.04, 32.88, 12.99, 1.09,"2,565","1,013", 85
08099,"4,524","1,665",36.80, 66.89, 30.08,"3,026","1,361", 137
08101,11.24, 53.55, 42.31, 2.82, 1.32,"22,827","1,520", 711
08103,57.51, 76.53, 19.02, 2.98, 1.47,543,85, 42
08105,27.67, 61.30, 33.64, 3.53, 1.54,"1,707",179, 78
08107,2.74, 46.40, 43.66, 8.51, 1.43,"4,208",820, 138
08109,2.65, 45.27, 42.63, 10.32, 1.78,"1,078",261, 45
08111,13.99, 48.17, 34.17, 13.30, 4.36,149,58, 19
08113,17.05, 49.09, 32.04, 17.20, 1.66,"1,043",560, 54
08115,"1,303",493,37.84, 67.31, 29.47,877,384, 42
08117,7.29, 47.92, 40.63, 10.22, 1.23,"4,497","1,131", 136
08119,37.85, 65.78, 27.93, 4.36, 1.94,"2,750",429, 191
08121,57.30, 76.81, 19.51, 2.04, 1.64,477,50, 40
08123,21.65, 57.96, 36.31, 3.78, 1.95,"23,436","2,438"," 1,258"
08125,"4,358","2,074",47.59, 72.42, 24.83,"3,156","1,082", 120
