statecounty,margin,nixon,humphrey,wallace
01001,51.05, 7.79, 19.97, 71.03
01003,65.27, 11.70, 9.89, 76.98
01005,45.22, 4.86, 23.89, 69.10
01007,66.21, 5.63, 13.95, 80.16
01009,49.78, 22.15, 3.64, 71.93
01011,4.53, 4.37, 45.18, 49.71
01013,59.24, 6.79, 16.85, 76.09
01015,56.27, 11.43, 15.48, 71.75
01017,61.37, 10.17, 12.77, 74.14
01019,75.83, 6.03, 8.13, 83.96
01021,56.27, 18.00, 6.36, 74.26
01023,42.82, 2.89, 26.93, 69.75
01025,51.60, 5.66, 19.90, 71.50
01027,66.26, 14.00, 5.08, 80.25
01029,70.81, 12.14, 4.01, 82.95
01031,72.58, 6.33, 9.95, 82.53
01033,57.93, 11.06, 14.67, 72.60
01035,50.07, 3.48, 21.53, 71.60
01037,57.91, 8.66, 16.35, 74.26
01039,80.65, 6.33, 6.03, 86.98
01041,69.11, 3.81, 13.25, 82.35
01043,35.33, 28.75, 6.46, 64.08
01045,74.67, 6.25, 8.88, 83.55
01047,13.72, 7.49, 39.17, 52.89
01049,19.05, 35.76, 8.57, 54.81
01051,61.74, 6.78, 14.77, 76.52
01053,64.86, 6.32, 13.86, 78.72
01055,53.88, 13.95, 14.79, 68.67
01057,61.81, 13.26, 10.84, 75.07
01059,37.21, 27.75, 6.46, 64.96
01061,87.30, 3.31, 4.43, 91.73
01063,16.98, 4.54, 56.16, 39.18
01065,17.70, 5.06, 38.08, 55.78
01067,61.94,-, 18.05, 79.99
01069,74.89, 5.89, 9.00, 83.89
01071,67.04, 10.92, 9.37, 77.96
01073,24.58, 19.39, 27.24, 51.81
01075,82.11, 6.14, 5.10, 88.25
01077,55.69, 15.63, 11.47, 71.32
01079,74.42, 7.70, 8.63, 83.05
01081,37.44, 18.01, 21.34, 58.78
01083,72.68, 8.39, 8.57, 81.25
01085,21.30, 7.17, 34.54, 55.84
01087,44.37, 4.03, 69.74, 25.37
01089,31.97, 25.43, 15.41, 57.40
01091,18.64, 4.99, 38.01, 56.64
01093,58.59, 17.76, 4.34, 76.34
01095,60.05, 16.34, 5.73, 76.39
01097,46.83, 11.43, 20.25, 67.08
01099,48.39, 5.12, 22.84, 71.23
01101,32.49, 14.50, 25.98, 58.47
01103,61.94, 13.66, 8.43, 75.60
01105,5.60, 5.55, 44.25, 49.85
01107,49.23, 5.07, 22.66, 71.89
01109,53.63, 7.89, 18.76, 72.39
01111,62.67, 12.33, 9.79, 75.00
01113,43.37, 6.26, 24.07, 67.44
01115,55.84, 16.86, 8.96, 72.70
01117,55.99, 15.84, 10.26, 71.83
01119,3.70, 6.30, 48.60, 44.89
01121,55.48, 10.32, 16.52, 72.00
01123,65.24, 10.19, 11.26, 76.50
01125,46.02, 13.47, 19.58, 65.60
01127,60.81, 13.56, 10.17, 74.37
01129,64.10, 3.52, 15.87, 79.98
01131,19.23, 5.34, 37.38, 56.62
01133,15.52, 39.33, 4.67, 54.86
02013,0,-,-,-
02016,0,-,-,-
02020,0,-,-,-
02050,0,-,-,-
02060,0,-,-,-
02068,0,-,-,-
02070,0,-,-,-
02090,0,-,-,-
02100,0,-,-,-
02105,0,-,-,-
02110,0,-,-,-
02122,0,-,-,-
02130,0,-,-,-
02150,0,-,-,-
02164,0,-,-,-
02170,0,-,-,-
02180,0,-,-,-
02185,0,-,-,-
02188,0,-,-,-
02195,0,-,-,-
02198,0,-,-,-
02220,0,-,-,-
02230,0,-,-,-
02240,0,-,-,-
02261,0,-,-,-
02270,0,-,-,-
02275,0,-,-,-
02282,0,-,-,-
02290,0,-,-,-
04001,10.10, 49.83, 39.73, 9.58
04003,6.12, 45.59, 39.48, 14.32
04005,28.63, 59.38, 30.76, 9.21
04007,12.58, 37.19, 49.77, 12.59
04009,12.19, 47.21, 35.02, 17.43
04011,37.54, 27.35, 64.89, 7.36
04012,0,-,-,-
04013,27.69, 59.08, 31.39, 9.08
04015,17.69, 51.64, 33.95, 14.21
04017,18.49, 51.00, 32.51, 15.96
04019,9.91, 50.61, 40.70, 7.39
04021,3.24, 42.37, 45.61, 11.50
04023,4.10, 48.17, 44.07, 6.85
04025,30.34, 58.44, 28.10, 12.94
04027,7.42, 46.85, 39.43, 13.26
05001,23.11, 23.76, 26.57, 49.67
05003,29.93, 18.59, 25.74, 55.67
05005,21.10, 49.53, 28.43, 22.04
05007,24.75, 49.94, 25.19, 24.87
05009,15.89, 45.10, 25.68, 29.21
05011,22.66, 16.69, 30.32, 52.99
05013,24.06, 13.11, 31.42, 55.48
05015,25.61, 51.22, 25.61, 23.16
05017,7.23, 15.32, 45.95, 38.73
05019,0.60, 22.96, 38.22, 38.82
05021,1.97, 37.91, 26.16, 35.94
05023,8.56, 31.27, 28.89, 39.83
05025,54.41, 12.63, 16.48, 70.89
05027,16.44, 23.24, 30.16, 46.60
05029,9.04, 30.40, 39.44, 30.16
05031,10.92, 32.50, 24.07, 43.42
05033,2.69, 37.73, 21.86, 40.41
05035,11.17, 23.18, 32.83, 43.99
05037,26.31, 19.16, 27.26, 53.58
05039,12.86, 18.43, 34.36, 47.22
05041,3.57, 17.00, 39.71, 43.28
05043,21.04, 22.27, 28.35, 49.39
05045,5.67, 25.55, 34.39, 40.06
05047,16.94, 29.02, 25.02, 45.96
05049,3.58, 36.34, 30.91, 32.76
05051,3.54, 37.83, 27.88, 34.29
05053,36.54, 17.07, 23.20, 59.73
05055,2.01, 35.40, 27.20, 37.40
05057,11.24, 24.62, 32.07, 43.31
05059,24.85, 22.10, 26.53, 51.38
05061,9.33, 32.09, 26.48, 41.43
05063,0.15, 35.48, 29.19, 35.33
05065,5.39, 31.16, 31.73, 37.12
05067,21.26, 19.56, 29.59, 50.85
05069,3.86, 20.22, 37.96, 41.82
05071,1.06, 32.64, 34.21, 33.15
05073,13.84, 18.75, 33.71, 47.54
05075,16.50, 28.77, 25.96, 45.27
05077,4.68, 17.10, 43.79, 39.11
05079,23.14, 12.91, 31.98, 55.12
05081,11.51, 22.51, 32.99, 44.50
05083,2.79, 36.02, 30.74, 33.24
05085,25.84, 21.80, 26.18, 52.02
05087,15.16, 47.14, 31.98, 20.89
05089,12.15, 42.59, 30.44, 26.97
05091,20.02, 24.99, 27.49, 47.52
05093,7.44, 28.17, 32.19, 39.64
05095,12.48, 16.10, 35.71, 48.19
05097,4.24, 35.04, 25.69, 39.27
05099,11.86, 21.42, 33.36, 45.22
05101,21.31, 50.83, 29.52, 19.65
05103,3.61, 18.65, 38.87, 42.48
05105,7.69, 32.31, 27.69, 40.00
05107,6.62, 18.78, 43.92, 37.30
05109,13.08, 33.51, 19.91, 46.59
05111,24.52, 27.14, 21.20, 51.66
05113,5.43, 40.30, 24.83, 34.87
05115,6.35, 38.30, 29.75, 31.95
05117,31.80, 19.35, 24.43, 56.23
05119,1.11, 33.32, 34.43, 32.24
05121,5.77, 29.35, 32.44, 38.21
05123,10.61, 17.58, 35.91, 46.51
05125,21.76, 23.15, 27.55, 49.31
05127,2.24, 34.18, 29.41, 36.41
05129,35.22, 56.83, 21.55, 21.61
05131,12.66, 44.65, 23.37, 31.98
05133,7.38, 31.64, 29.35, 39.02
05135,4.71, 32.83, 29.62, 37.54
05137,0.30, 37.05, 26.20, 36.75
05139,17.06, 28.60, 25.74, 45.66
05141,2.73, 35.83, 31.07, 33.10
05143,20.62, 48.67, 28.04, 23.29
05145,9.61, 32.02, 26.34, 41.63
05147,12.79, 17.22, 35.00, 47.78
05149,2.46, 34.44, 28.65, 36.91
06001,16.27, 37.63, 53.90, 6.98
06003,26.48, 59.29, 32.81, 7.91
06005,3.17, 42.10, 45.27, 12.24
06007,23.81, 56.68, 32.87, 9.92
06009,15.57, 52.16, 36.59, 11.03
06011,10.99, 51.58, 40.59, 7.52
06013,1.91, 44.53, 46.44, 8.37
06015,2.92, 46.19, 43.27, 9.58
06017,9.28, 49.00, 39.72, 11.00
06019,3.82, 43.60, 47.42, 8.22
06021,19.36, 53.91, 34.55, 11.32
06023,0.67, 46.17, 45.50, 7.62
06025,16.32, 52.91, 36.59, 10.27
06027,19.84, 54.45, 34.60, 10.68
06029,4.06, 46.61, 42.55, 10.63
06031,4.68, 43.07, 47.75, 9.06
06033,7.54, 49.00, 41.46, 9.20
06035,6.06, 41.06, 47.12, 11.45
06037,1.63, 47.65, 46.02, 5.68
06039,4.92, 43.55, 48.47, 7.83
06041,6.22, 50.05, 43.84, 4.59
06043,10.31, 49.92, 39.61, 10.08
06045,2.07, 46.39, 44.32, 8.68
06047,10.08, 40.90, 50.98, 7.93
06049,13.74, 52.43, 38.69, 8.69
06051,37.83, 64.28, 26.45, 8.87
06053,8.06, 50.16, 42.10, 7.15
06055,1.51, 43.76, 45.27, 10.66
06057,12.33, 51.39, 39.06, 9.14
06059,33.29, 63.14, 29.85, 6.62
06061,5.57, 42.64, 48.21, 8.83
06063,15.40, 37.37, 52.77, 9.43
06065,14.12, 52.90, 38.78, 7.88
06067,9.26, 41.66, 50.92, 6.98
06069,2.44, 47.54, 45.10, 7.18
06071,10.09, 50.07, 39.99, 9.47
06073,20.19, 56.26, 36.07, 7.17
06075,25.52, 33.66, 59.18, 5.78
06077,5.29, 47.97, 42.68, 9.05
06079,9.48, 51.27, 41.78, 6.38
06081,3.49, 43.72, 47.20, 6.52
06083,13.38, 53.59, 40.21, 5.44
06085,2.81, 45.61, 48.42, 5.23
06087,9.76, 50.79, 41.03, 6.94
06089,9.20, 40.44, 49.64, 9.63
06091,0.92, 45.93, 46.86, 7.12
06093,0.54, 46.13, 45.59, 7.92
06095,18.82, 34.71, 53.52, 11.40
06097,5.77, 48.79, 43.03, 7.53
06099,2.68, 45.45, 48.13, 6.11
06101,27.78, 59.57, 31.79, 8.44
06103,5.76, 47.26, 41.50, 11.06
06105,0.21, 43.12, 43.33, 13.06
06107,12.70, 52.17, 39.47, 8.15
06109,4.57, 47.48, 42.91, 9.49
06111,10.25, 51.35, 41.11, 7.08
06113,16.26, 38.41, 54.67, 6.02
06115,8.16, 48.17, 40.01, 11.62
08001,1.38, 43.87, 45.25, 10.28
08003,16.98, 55.00, 38.02, 6.93
08005,26.79, 59.65, 32.85, 6.99
08007,7.87, 49.69, 41.82, 8.49
08009,28.83, 57.55, 28.71, 13.58
08011,3.94, 47.47, 43.53, 8.93
08013,21.36, 57.66, 36.30, 5.20
08014,0,-,-,-
08015,10.93, 51.07, 40.14, 8.62
08017,22.82, 55.70, 32.89, 11.41
08019,15.22, 52.71, 37.49, 9.54
08021,4.40, 45.67, 50.07, 3.93
08023,30.77, 32.19, 62.96, 2.16
08025,13.65, 50.36, 36.71, 12.74
08027,31.98, 60.47, 28.49, 10.75
08029,20.52, 55.50, 34.98, 9.29
08031,6.66, 43.54, 50.20, 5.40
08033,23.65, 52.97, 29.32, 17.70
08035,33.92, 61.53, 27.61, 10.53
08037,5.71, 49.11, 43.40, 7.49
08039,32.65, 60.92, 28.27, 10.81
08041,18.16, 53.75, 35.59, 10.39
08043,17.60, 53.45, 35.85, 10.53
08045,14.63, 52.24, 37.61, 10.04
08047,20.56, 52.57, 32.01, 14.54
08049,42.38, 67.38, 25.00, 7.33
08051,22.47, 58.19, 35.71, 5.73
08053,43.75, 66.15, 22.40, 11.46
08055,24.84, 35.14, 59.99, 4.65
08057,42.31, 67.52, 25.21, 7.26
08059,21.77, 56.90, 35.13, 7.57
08061,21.73, 56.29, 34.56, 9.15
08063,29.38, 61.08, 31.70, 7.17
08065,18.18, 35.50, 53.69, 9.94
08067,23.35, 57.10, 33.75, 9.00
08069,31.29, 62.13, 30.84, 6.13
08071,28.03, 33.30, 61.33, 5.17
08073,24.26, 57.08, 32.82, 10.02
08075,23.74, 56.95, 33.21, 9.70
08077,9.09, 49.58, 40.49, 9.58
08079,3.77, 43.77, 47.55, 8.30
08081,35.48, 62.09, 26.61, 11.20
08083,25.49, 56.42, 30.93, 12.49
08085,17.18, 52.85, 35.67, 11.22
08087,30.46, 61.21, 30.75, 7.89
08089,8.46, 49.66, 41.20, 7.65
08091,19.58, 52.01, 32.43, 15.56
08093,30.70, 58.58, 27.88, 13.06
08095,23.63, 56.87, 33.24, 9.70
08097,20.14, 56.16, 36.02, 6.73
08099,7.38, 49.07, 41.69, 9.00
08101,21.89, 34.47, 56.36, 7.92
08103,39.54, 64.60, 25.06, 10.18
08105,21.02, 58.32, 37.31, 4.35
08107,17.67, 53.83, 36.16, 9.81
08109,11.20, 52.45, 41.25, 6.17
08111,8.66, 46.09, 37.43, 16.48
08113,14.00, 53.22, 39.22, 7.57
08115,27.89, 60.92, 33.03, 6.05
08117,25.16, 57.39, 32.23, 10.17
08119,23.15, 52.39, 29.25, 18.07
08121,35.05, 60.92, 25.88, 13.12
08123,22.37, 57.26, 34.89, 7.33
08125,33.56, 62.68, 29.12, 8.18
09001,10.09, 51.78, 41.69, 6.42
09003,17.41, 38.78, 56.19, 4.94
09005,3.24, 48.82, 45.57, 5.48
09007,3.56, 45.34, 48.90, 5.58
09009,9.27, 41.50, 50.78, 7.63
09011,5.25, 44.41, 49.66, 5.84
09013,3.66, 45.47, 49.13, 5.23
09015,14.24, 40.84, 55.08, 3.98
10001,8.14, 44.53, 36.38, 19.09
10003,0.99, 44.76, 43.77, 11.46
10005,11.94, 47.23, 35.30, 17.47
11001,63.64, 18.18, 81.82,-
12001,1.37, 34.02, 35.39, 30.59
12003,53.77, 10.72, 17.75, 71.53
12005,41.31, 21.07, 16.54, 62.39
12007,35.24, 15.18, 24.79, 60.03
12009,19.68, 48.02, 23.65, 28.34
12011,25.42, 54.50, 29.07, 16.43
12013,63.18, 11.38, 12.72, 75.90
12015,20.12, 50.58, 30.46, 18.96
12017,2.25, 38.71, 24.83, 36.46
12019,8.59, 35.14, 21.12, 43.74
12021,22.86, 50.85, 21.15, 28.00
12023,31.24, 21.13, 23.81, 55.06
12027,23.23, 26.94, 22.89, 50.17
12029,58.48, 10.39, 15.57, 74.04
12031,3.43, 30.89, 32.84, 36.27
12033,30.30, 22.07, 23.81, 54.12
12035,12.15, 20.25, 33.80, 45.95
12037,38.57, 16.86, 22.28, 60.85
12039,12.94, 14.76, 36.15, 49.09
12041,60.33, 12.12, 13.77, 74.11
12043,31.07, 23.92, 21.08, 55.00
12045,53.00, 9.58, 18.71, 71.71
12047,27.61, 12.34, 30.03, 57.63
12049,27.74, 28.34, 15.59, 56.08
12051,22.17, 27.04, 23.76, 49.20
12053,5.60, 34.42, 25.55, 40.02
12055,10.22, 42.95, 24.32, 32.73
12057,1.78, 34.77, 32.24, 32.99
12059,80.22, 7.00, 5.79, 87.21
12061,26.25, 51.25, 24.99, 23.76
12063,49.88, 10.02, 20.05, 69.93
12065,16.20, 14.84, 34.48, 50.68
12067,61.61, 9.28, 14.56, 76.17
12069,13.39, 47.42, 18.54, 34.03
12071,18.12, 46.23, 25.66, 28.11
12073,7.48, 28.49, 32.02, 39.50
12075,42.46, 18.81, 19.36, 61.83
12077,62.86, 8.96, 14.09, 76.95
12079,27.98, 13.81, 29.10, 57.09
12081,28.67, 52.51, 23.85, 23.64
12083,9.32, 32.66, 25.36, 41.98
12085,25.41, 50.63, 25.22, 24.15
12086,11.35, 37.02, 48.37, 14.62
12087,2.95, 34.19, 37.14, 28.67
12089,31.16, 19.91, 24.46, 55.63
12091,32.24, 26.54, 14.69, 58.77
12093,24.67, 28.66, 18.02, 53.32
12095,23.47, 50.54, 22.40, 27.07
12097,7.47, 43.90, 19.68, 36.43
12099,25.11, 53.19, 28.08, 18.73
12101,12.07, 42.36, 27.36, 30.29
12103,19.42, 51.71, 32.29, 16.01
12105,4.92, 36.98, 21.12, 41.90
12107,19.91, 26.80, 26.49, 46.71
12109,7.09, 34.31, 24.30, 41.40
12111,12.11, 43.02, 30.92, 26.06
12113,47.04, 20.19, 12.58, 67.23
12115,42.33, 63.73, 21.40, 14.88
12117,14.64, 44.69, 25.27, 30.04
12119,31.62, 17.96, 25.21, 56.83
12121,46.36, 14.13, 19.76, 66.12
12123,47.04, 15.71, 18.62, 65.66
12125,54.30, 10.78, 17.46, 71.76
12127,4.32, 39.91, 35.58, 24.51
12129,52.14, 10.49, 18.68, 70.83
12131,56.84, 13.45, 14.86, 71.70
12133,60.02, 10.71, 14.64, 74.66
13001,44.48, 18.78, 17.95, 63.26
13003,34.34, 11.39, 27.14, 61.47
13005,48.18, 20.93, 9.96, 69.11
13007,30.28, 5.78, 31.97, 62.25
13009,5.06, 32.60, 29.66, 37.66
13011,48.68, 18.70, 13.91, 67.39
13013,26.27, 26.52, 20.68, 52.79
13015,23.06, 24.78, 26.05, 49.11
13017,28.39, 19.61, 25.99, 54.38
13019,58.62, 14.79, 11.78, 73.41
13021,9.27, 32.59, 25.55, 41.86
13023,47.13, 20.94, 10.97, 68.07
13025,61.51, 10.47, 14.01, 75.52
13027,42.78, 15.58, 20.82, 63.60
13029,36.64, 16.08, 23.64, 60.28
13031,23.43, 26.90, 22.77, 50.33
13033,2.57, 28.93, 34.25, 36.82
13035,17.51, 19.25, 31.62, 49.13
13037,14.76, 12.25, 36.49, 51.26
13039,21.67, 19.33, 29.50, 51.17
13043,37.53, 19.98, 21.25, 58.78
13045,28.19, 26.19, 19.43, 54.38
13047,46.91, 21.75, 9.59, 68.66
13049,36.11, 17.08, 23.41, 59.52
13051,0.18, 33.81, 33.99, 32.19
13053,29.75, 13.44, 28.41, 58.16
13055,32.97, 20.26, 23.39, 56.35
13057,9.06, 35.85, 19.22, 44.91
13059,1.74, 39.17, 37.43, 23.31
13061,7.31, 10.57, 41.02, 48.33
13063,14.54, 35.22, 14.98, 49.77
13065,45.39, 17.08, 18.76, 64.16
13067,1.87, 41.25, 19.37, 39.38
13069,38.60, 19.52, 20.94, 59.54
13071,47.64, 20.18, 12.00, 67.82
13073,12.03, 34.46, 19.06, 46.48
13075,51.49, 14.62, 16.92, 68.41
13077,18.14, 32.84, 16.19, 50.97
13079,24.49, 15.18, 30.17, 54.66
13081,43.16, 17.90, 19.47, 62.63
13083,55.05, 18.27, 8.41, 73.32
13085,21.00, 31.81, 15.38, 52.81
13087,40.36, 10.62, 24.51, 64.87
13089,23.69, 50.35, 26.67, 22.98
13091,38.24, 18.54, 21.61, 59.85
13093,29.46, 14.48, 28.03, 57.49
13095,19.75, 29.91, 20.42, 49.66
13097,31.88, 25.49, 17.13, 57.37
13099,51.47, 8.37, 20.08, 71.55
13101,74.30, 8.26, 8.72, 83.02
13103,45.20, 19.39, 16.02, 64.59
13105,37.83, 16.98, 22.59, 60.42
13107,29.43, 21.22, 24.67, 54.11
13109,37.13, 21.63, 19.60, 58.76
13111,38.12, 58.98, 20.86, 20.16
13113,30.87, 26.22, 16.66, 57.09
13115,11.77, 34.72, 18.76, 46.49
13117,22.74, 31.33, 14.60, 54.07
13119,46.13, 17.16, 18.36, 64.49
13121,7.65, 35.83, 43.47, 20.66
13123,20.26, 51.55, 17.15, 31.30
13125,56.79, 19.17, 4.87, 75.96
13127,13.12, 30.24, 26.36, 43.36
13129,20.85, 29.99, 19.18, 50.83
13131,41.22, 9.67, 24.56, 65.78
13133,11.74, 18.58, 46.58, 34.84
13135,20.35, 30.59, 18.45, 50.94
13137,24.56, 28.32, 18.81, 52.87
13139,4.57, 36.08, 23.26, 40.65
13141,29.07, 10.44, 59.32, 30.25
13143,32.89, 26.51, 14.09, 59.40
13145,19.75, 25.89, 27.18, 46.93
13147,46.69, 12.27, 20.51, 67.20
13149,43.98, 16.72, 19.65, 63.63
13151,16.21, 25.41, 29.19, 45.40
13153,21.12, 29.64, 19.58, 50.76
13155,51.78, 15.03, 16.57, 68.36
13157,31.48, 18.52, 25.00, 56.48
13159,4.10, 20.57, 37.66, 41.77
13161,47.44, 19.82, 12.92, 67.26
13163,3.66, 23.51, 36.39, 40.05
13165,21.57, 22.71, 27.86, 49.43
13167,55.61, 13.28, 15.55, 71.16
13169,18.64, 19.42, 30.97, 49.61
13171,23.17, 20.50, 28.16, 51.34
13173,48.44, 15.63, 17.96, 66.41
13175,24.91, 21.33, 26.88, 51.79
13177,23.32, 17.18, 29.73, 53.05
13179,5.87, 16.78, 44.55, 38.68
13181,36.50, 18.64, 22.43, 58.93
13183,26.20, 8.83, 32.48, 58.69
13185,23.36, 27.55, 21.53, 50.91
13187,16.94, 32.24, 18.58, 49.18
13189,9.57, 32.89, 24.62, 42.46
13191,4.86, 15.01, 44.93, 40.07
13193,19.45, 19.22, 30.67, 50.11
13195,50.87, 16.00, 16.56, 67.42
13197,46.96, 14.51, 19.27, 66.22
13199,14.88, 20.55, 32.29, 47.17
13201,70.68, 10.91, 7.49, 81.60
13205,42.46, 12.97, 22.28, 64.73
13207,12.24, 23.91, 31.93, 44.16
13209,40.65, 15.38, 21.98, 62.63
13211,14.03, 20.67, 32.65, 46.68
13213,12.27, 33.23, 21.27, 45.50
13215,13.33, 32.36, 21.95, 45.69
13217,15.30, 24.87, 29.90, 45.20
13219,27.33, 28.16, 16.35, 55.49
13221,48.18, 14.71, 18.56, 66.73
13223,40.19, 19.33, 20.24, 60.43
13225,7.07, 23.16, 34.89, 41.96
13227,7.16, 44.50, 18.16, 37.34
13229,48.45, 17.93, 15.70, 66.38
13231,33.48, 14.26, 26.13, 59.61
13233,28.00, 21.68, 25.16, 53.16
13235,36.37, 22.22, 19.19, 58.59
13237,7.47, 21.66, 35.44, 42.91
13239,34.94, 12.05, 26.51, 61.45
13241,27.14, 25.38, 22.02, 52.52
13243,13.81, 16.91, 34.64, 48.45
13245,8.88, 41.30, 32.42, 26.26
13247,21.67, 25.85, 26.24, 47.91
13249,28.39, 15.02, 28.30, 56.68
13251,10.08, 22.04, 33.94, 44.02
13253,62.29, 8.06, 14.80, 77.10
13255,17.09, 28.03, 26.86, 45.11
13257,29.36, 25.23, 20.17, 54.60
13259,26.78, 14.09, 29.56, 56.35
13261,27.20, 21.04, 25.88, 53.08
13263,11.75, 20.92, 33.66, 45.41
13265,11.99, 16.36, 47.81, 35.83
13267,46.95, 16.34, 18.35, 65.30
13269,34.50, 14.50, 25.50, 60.00
13271,34.37, 16.90, 24.37, 58.73
13273,14.45, 15.06, 35.23, 49.68
13275,24.85, 22.87, 26.13, 50.98
13277,32.99, 24.81, 17.40, 57.79
13279,35.24, 24.52, 15.72, 59.76
13281,25.32, 52.33, 27.01, 20.66
13283,32.01, 25.00, 17.99, 57.01
13285,24.20, 26.19, 23.42, 50.39
13287,53.29, 15.66, 15.40, 68.95
13289,15.33, 14.51, 35.08, 50.41
13291,7.97, 39.37, 31.41, 29.22
13293,32.02, 22.73, 22.52, 54.75
13295,35.34, 25.58, 13.48, 60.92
13297,35.65, 19.99, 22.18, 57.83
13299,35.70, 20.07, 22.11, 57.81
13301,10.54, 23.13, 33.16, 43.70
13303,12.42, 26.43, 30.58, 43.00
13305,36.90, 22.97, 17.15, 59.88
13307,48.67, 10.10, 20.62, 69.28
13309,26.66, 15.00, 29.17, 55.83
13311,16.77, 32.36, 18.47, 49.13
13313,7.59, 41.95, 23.66, 34.36
13315,50.86, 14.28, 17.43, 68.29
13317,21.39, 24.70, 26.96, 48.35
13319,30.76, 20.24, 24.50, 55.26
13321,53.29, 13.79, 16.45, 69.74
15001,24.08, 37.41, 61.49,-
15003,20.24, 39.11, 59.35,-
15005,0,-,-,-
15007,25.66, 36.49, 62.15,-
15009,23.08, 37.76, 60.84,-
16001,38.96, 63.04, 24.08, 12.88
16003,33.82, 58.98, 25.16, 15.86
16005,5.39, 47.97, 42.58, 9.45
16007,26.06, 60.17, 34.12, 5.71
16009,1.38, 44.41, 45.80, 9.79
16011,32.48, 60.23, 27.76, 12.01
16013,21.01, 53.82, 32.81, 13.37
16015,30.28, 55.62, 25.34, 19.04
16017,2.50, 45.75, 43.25, 11.00
16019,39.92, 64.52, 24.60, 10.88
16021,8.75, 47.19, 38.44, 14.37
16023,12.54, 50.96, 38.42, 10.62
16025,31.74, 56.22, 24.48, 19.29
16027,38.82, 62.75, 23.92, 13.33
16029,36.05, 62.15, 26.10, 11.74
16031,43.48, 64.17, 20.69, 15.14
16033,45.21, 66.58, 21.38, 12.04
16035,15.89, 37.11, 53.00, 9.89
16037,22.91, 49.96, 27.06, 22.98
16039,17.99, 50.62, 32.63, 16.74
16041,44.22, 66.11, 21.90, 11.99
16043,34.04, 58.52, 24.48, 16.99
16045,28.30, 57.89, 29.60, 12.51
16047,31.48, 55.56, 24.08, 20.36
16049,8.83, 47.15, 38.32, 14.53
16051,41.42, 61.48, 20.06, 18.46
16053,39.31, 60.52, 21.21, 18.27
16055,5.99, 48.01, 42.02, 9.97
16057,10.15, 51.59, 41.44, 6.97
16059,36.26, 57.61, 21.35, 21.04
16061,12.77, 38.70, 51.47, 9.83
16063,40.26, 62.91, 22.65, 14.43
16065,47.11, 67.71, 20.60, 11.69
16067,32.72, 56.28, 23.56, 20.16
16069,11.79, 39.90, 51.69, 8.41
16071,38.54, 66.15, 27.61, 6.24
16073,35.43, 59.62, 24.19, 16.19
16075,36.64, 61.18, 24.54, 14.29
16077,31.56, 60.26, 28.70, 11.05
16079,10.15, 40.60, 50.74, 8.66
16081,26.54, 57.93, 31.39, 10.68
16083,41.16, 62.94, 21.78, 15.28
16085,31.27, 57.94, 26.67, 15.38
16087,28.17, 57.65, 29.48, 12.87
17001,18.45, 54.33, 35.88, 9.70
17003,5.61, 36.63, 42.24, 20.81
17005,16.65, 52.84, 36.19, 10.90
17007,32.89, 62.27, 29.38, 8.21
17009,11.51, 51.50, 39.99, 7.81
17011,26.26, 59.97, 33.71, 6.26
17013,6.79, 49.12, 42.34, 8.47
17015,32.81, 63.69, 30.89, 5.31
17017,1.53, 47.78, 46.25, 5.94
17019,15.63, 53.50, 37.87, 7.93
17021,5.53, 42.31, 47.84, 9.78
17023,23.28, 56.08, 32.80, 11.07
17025,19.42, 55.46, 36.04, 8.41
17027,17.28, 53.78, 36.50, 9.67
17029,15.74, 52.86, 37.12, 9.98
17031,9.45, 41.11, 50.56, 8.00
17033,24.63, 58.13, 33.50, 8.32
17035,16.77, 53.12, 36.36, 10.18
17037,32.88, 63.20, 30.32, 5.38
17039,18.18, 54.21, 36.04, 9.69
17041,26.17, 59.25, 33.08, 7.63
17043,40.75, 66.61, 25.86, 7.37
17045,24.36, 56.33, 31.97, 11.59
17047,37.19, 63.68, 26.48, 9.75
17049,18.39, 55.95, 37.55, 6.49
17051,13.82, 52.38, 38.56, 9.03
17053,37.69, 65.38, 27.69, 6.87
17055,5.03, 42.88, 47.90, 9.16
17057,0.20, 46.72, 46.92, 6.02
17059,4.25, 43.01, 47.26, 9.64
17061,11.03, 51.17, 40.14, 8.56
17063,28.82, 59.50, 30.68, 9.77
17065,17.43, 52.82, 35.39, 11.66
17067,27.60, 60.24, 32.64, 7.07
17069,10.16, 51.75, 41.59, 6.49
17071,14.20, 53.62, 39.42, 6.94
17073,17.90, 55.10, 37.20, 7.59
17075,43.59, 67.89, 24.31, 7.64
17077,1.41, 46.47, 45.05, 8.37
17079,16.39, 51.78, 35.39, 12.80
17081,5.76, 47.63, 41.87, 10.42
17083,5.61, 46.81, 41.21, 11.94
17085,24.82, 59.13, 34.31, 6.45
17087,31.77, 60.53, 28.75, 10.59
17089,31.50, 61.94, 30.44, 7.25
17091,14.55, 52.35, 37.80, 9.76
17093,48.60, 70.45, 21.85, 7.65
17095,17.08, 53.86, 36.77, 9.07
17097,20.99, 56.60, 35.61, 7.17
17099,6.03, 50.48, 44.45, 5.02
17101,20.21, 54.58, 34.37, 10.87
17103,31.93, 62.92, 30.99, 6.06
17105,37.05, 65.88, 28.82, 5.23
17107,28.60, 60.45, 31.86, 7.58
17109,36.45, 65.74, 29.29, 4.86
17111,39.70, 66.15, 26.46, 6.56
17113,25.26, 59.22, 33.96, 6.25
