statecounty,"7,218,283","6,358,149"
01001,0,0
01003,0,0
01005,0,0
01007,0,0
01009,0,0
01011,0,0
01013,0,0
01015,0,0
01017,0,0
01019,0,0
01021,0,0
01023,0,0
01025,0,0
01027,0,0
01029,0,0
01031,0,0
01033,0,0
01035,0,0
01037,0,0
01039,0,0
01041,0,0
01043,0,0
01045,0,0
01047,0,0
01049,0,0
01051,0,0
01053,0,0
01055,0,0
01057,0,0
01059,0,0
01061,0,0
01063,0,0
01065,0,0
01067,0,0
01069,0,0
01071,0,0
01073,0,0
01075,0,0
01077,0,0
01079,0,0
01081,0,0
01083,0,0
01085,0,0
01087,0,0
01089,0,0
01091,0,0
01093,0,0
01095,0,0
01097,0,0
01099,0,0
01101,0,0
01103,0,0
01105,0,0
01107,0,0
01109,0,0
01111,0,0
01113,0,0
01115,0,0
01117,0,0
01119,0,0
01121,0,0
01123,0,0
01125,0,0
01127,0,0
01129,0,0
01131,0,0
01133,"55,612","4,188"
02013,0,0
02016,0,0
02020,0,0
02050,0,0
02060,0,0
02068,0,0
02070,0,0
02090,0,0
02100,0,0
02105,0,0
02110,0,0
02122,0,0
02130,0,0
02150,0,0
02164,0,0
02170,0,0
02180,0,0
02185,0,0
02188,0,0
02195,0,0
02198,0,0
02220,0,0
02230,0,0
02240,0,0
02261,0,0
02270,0,0
02275,0,0
02282,0,0
02290,0,0
04001,0,0
04003,0,0
04005,0,0
04007,0,0
04009,0,0
04011,0,0
04012,0,0
04013,0,0
04015,0,0
04017,0,0
04019,0,0
04021,0,0
04023,0,0
04025,0,0
04027,0,0
05001,990,598
05003,"1,381",524
05005,723,287
05007,"2,980","1,087"
05009,"1,338",641
05011,842,153
05013,654,244
05015,"1,205",735
05017,430,269
05019,753,73
05021,"1,195",627
05023,57,21
05025,876,286
05027,"1,440",606
05029,"1,635",805
05031,"1,326",489
05033,"1,449","1,060"
05035,381,327
05037,638,312
05039,746,514
05041,328,168
05043,"1,099",569
05045,"1,191",682
05047,"1,367",485
05049,984,397
05051,940,708
05053, 23.36%,574
05055,"1,091",419
05057,"1,352","1,330"
05059,763,423
05061,986,585
05063,782,55
05065,"1,119",381
05067,"1,050",598
05069,"1,477","1,363"
05071,"1,317",552
05073,448,422
05075,958,476
05077, 31.26%,"2,850"
05079,794,392
05081,751,281
05083,"1,557",848
05085,"1,337",679
05087,"1,475","1,289"
05089,905,375
05091,855,759
05093, 39.01%,591
05095, 36.27%,708
05097,468,293
05099,732,49
05101,690,443
05103,"1,143","1,120"
05105,459,293
05107,"1,349",388
05109, 42.19%,566
05111,520,180
05113,411,38
05115,"1,871",835
05117,856,496
05119,"2,609","1,932"
05121,"1,385",428
05123,703,634
05125,811,342
05127,733,313
05129, 39.48%,869
05131,"2,094",964
05133,772,360
05135,"1,059",394
05137,520,231
05139,"1,238",336
05141,445,35
05143,"2,658","1,347"
05145,811,99
05147,990,549
05149,"1,554",798
06001,"6,677",817
06003, 17.86%,69
06005,"1,384","1,209"
06007,"2,322","2,011"
06009,"1,600","1,288"
06011,648,65
06013,"2,165","1,549"
06015,334,291
06017,"1,406","1,193"
06019,"3,585",231
06021,737,494
06023,"1,698",179
06025,0,0
06027,396,20
06029,"1,960","1,692"
06031,47,42
06033,584,51
06035,326,64
06037,"1,416",991
06039,764,737
06041,"1,681",904
06043,717,505
06045,"2,192","1,861"
06047,"1,081",811
06049,532,446
06051,284,258
06053,"1,825",82
06055,"2,017","1,432"
06057,"1,758",128
06059,"1,777",196
06061,"2,009","1,592"
06063,640,442
06065,190,155
06067,"5,506","4,325"
06069,786,724
06071,293,233
06073,289,152
06075,"25,212","2,030"
06077,"3,318","2,873"
06079,"1,564",73
06081,"1,645",914
06083,"1,599",125
06085,"4,607",268
06087,154,122
06089,"1,681",85
06091,702,436
06093,"1,898","1,668"
06095,"2,262",162
06097,"4,381","3,517"
06099,"1,058",50
06101,819,642
06103,"1,210","1,138"
06105,544,485
06107,"1,755",166
06109,"1,530","1,309"
06111,"1,333",77
06113,"1,687","1,510"
06115,"1,179",971
08001,0,0
08003,0,0
08005,"33,754","25,469"
08007,578,391
08009, 46.05%,157
08011,569,546
08013,"3,719",264
08014,0,0
08015,"1,890","1,033"
08017,128,97
08019,"2,309",761
08021,"1,853",912
08023,884,453
08025,0,0
08027,870,510
08029,822,75
08031,0,0
08033,412,66
08035,650,642
08037,943,412
08039,626,27
08041,"6,230",336
08043,"2,572",244
08045,"1,700",826
08047,"1,371",86
08049,182,171
08051,"1,559",945
08053,595,230
08055,"2,277","1,022"
08057,0,0
08059,"2,138","1,807"
08061,151,144
08063,384,259
08065,"4,755","2,385"
08067,"1,844",900
08069,"2,343",290
08071,"4,204","3,832"
08073,255,124
08075,583,80
08077,137,76
08079,700,208
08081,0,0
08083,732,220
08085,50,37
08087,538,27
08089,"1,913",190
08091,"1,656",610
08093,940,579
08095,275,23
08097,"2,305",458
08099,633,30
08101,"6,028","5,878"
08103,391,276
08105,"1,118",752
08107,828,575
08109,"1,085",731
08111,"1,135",362
08113,"1,604",717
08115,256,163
08117,967,394
08119,"9,659","4,738"
08121,191,17
08123,"2,786",301
08125,316,23
09001,"21,317","15,455"
09003,"22,425","14,490"
09005,"8,534","4,554"
09007,"5,000","3,102"
09009,"27,766","25,351"
09011,"9,582","6,824"
09013,"2,997","1,678"
09015,"4,951","2,560"
10001,0,0
10003,0,0
10005,"22,535","18,852"
11001,0,0
12001,0,0
12003,0,0
12005,0,0
12007,0,0
12009,0,0
12011,0,0
12013,0,0
12015,0,0
12017,0,0
12019,0,0
12021,0,0
12023,0,0
12027,0,0
12029,0,0
12031,0,0
12033,0,0
12035,0,0
12037,0,0
12039,0,0
12041,0,0
12043,0,0
12045,0,0
12047,0,0
12049,0,0
12051,0,0
12053,0,0
12055,0,0
12057,0,0
12059,0,0
12061,0,0
12063,0,0
12065,0,0
12067,0,0
12069,0,0
12071,0,0
12073,0,0
12075,0,0
12077,0,0
12079,0,0
12081,0,0
12083,0,0
12085,0,0
12086,0,0
12087,0,0
12089,0,0
12091,0,0
12093,0,0
12095,0,0
12097,0,0
12099,0,0
12101,0,0
12103,0,0
12105,0,0
12107,0,0
12109,0,0
12111,0,0
12113,0,0
12115,0,0
12117,0,0
12119,0,0
12121,0,0
12123,0,0
12125,0,0
12127,0,0
12129,0,0
12131,0,0
12133,"2,244","1,143"
13001,0,0
13003,0,0
13005,0,0
13007,0,0
13009,0,0
13011,0,0
13013,0,0
13015,0,0
13017,0,0
13019,0,0
13021,0,0
13023,0,0
13025,0,0
13027,0,0
13029,0,0
13031,0,0
13033,0,0
13035,0,0
