statecounty,"48,886,597","41,809,476"," 898,613"
01001,"7,828","3,667", 159
01003,"25,933","9,271", 394
01005,"4,958","3,836", 105
01007,"2,885","2,244", 17
01009,"4,485",294, 15
01011,"3,122","1,421", 41
01013,"3,923","3,465", 71
01015,"12,451","1,325", 386
01017,"7,694","5,103", 159
01019,"3,176","2,868", 57
01021,"8,761","3,820", 42
01023,"3,629","3,491", 11
01025,"5,708","4,217", 95
01027,"3,496","1,602", 140
01029,"3,071","1,383", 36
01031,"8,890","4,319", 146
01033,"10,397","7,775", 232
01035,"3,256","3,022", 79
01037,"2,405","1,860", 18
01039,"8,130","3,845", 98
01041,"2,617","1,836", 25
01043,"14,351","8,517", 329
01045,"9,266","3,476", 163
01047,"9,660","7,630", 133
01049,"11,478","7,333", 129
01051,"10,852","4,501", 186
01053,"6,807","4,020", 127
01055,"17,828","17,762", 301
01057,"4,338","3,186", 33
01059,"5,146","4,961", 134
01061,"5,703","2,685", 84
01063,"3,295","1,048", 34
01065,"3,187","2,414", 51
01067,"3,613","2,206", 25
01069,"19,989","7,001", 71
01071,"7,418","6,090", 161
01073,"148,879","107,766"," 1,188"
01075,"3,214","2,274", 8
01077,"12,942","12,862", 376
01079,"4,646","3,616", 155
01081,"17,180","9,078", 425
01083,"9,086","5,455", 219
01085,"3,328","1,405", 43
01087,"6,351","1,304", 101
01089,"53,575","25,800", 519
01091,"4,402","4,241", 82
01093,"5,955","4,505", 37
01095,"12,148","7,357", 442
01097,"72,203","45,524", 870
01099,"5,379","3,509", 66
01101,"41,131","28,709", 551
01103,"18,679","10,594", 124
01105,"3,574","2,107", 77
01107,"3,851","3,107", 24
01109,"5,897","3,813", 111
01111,"4,625","2,462", 137
01113,"6,589","6,333", 164
01115,"10,604","4,335", 58
01117,"27,052","7,138", 124
01119,"4,390","2,212", 28
01121,"12,973","8,291", 242
01123,"8,502","4,598", 198
01125,"27,396","18,166", 196
01127,"11,338","11,011", 351
01129,"3,741","3,402", 20
01131,"3,369","1,739", 10
01133,"6,235","2,954", 36
02013,0,0,0%
02016,0,0,0%
02020,0,0,0%
02050,0,0,0%
02060,0,0,0%
02068,0,0,0%
02070,0,0,0%
02090,0,0,0%
02100,0,0,0%
02105,0,0,0%
02110,0,0,0%
02122,0,0,0%
02130,0,0,0%
02150,0,0,0%
02164,0,0,0%
02170,0,0,0%
02180,0,0,0%
02185,0,0,0%
02188,0,0,0%
02195,0,0,0%
02198,0,0,0%
02220,0,0,0%
02230,0,0,0%
02240,0,0,0%
02261,0,0,0%
02270,0,0,0%
02275,0,0,0%
02282,0,0,0%
02290,0,0,0%
04001,"8,944","5,347", 253
04003,"15,815","11,812", 423
04005,"14,660",757, 74
04007,"7,861","7,147", 291
04009,"5,120","3,407", 125
04011,"1,733","1,526", 43
04012,"2,562","1,746", 68
04013,"442,337","230,952"," 8,229"
04015,"17,651","10,197", 438
04017,"10,393","9,023", 261
04019,"117,899","113,824"," 2,750"
04021,"14,966","13,850", 364
04023,"3,320","3,268", 102
04025,"27,842","14,514", 850
04027,"13,253","8,952", 275
05001,"4,007","3,075", 123
05003,"4,466","4,111", 82
05005,"8,614","4,808", 175
05007,"24,295","9,399", 416
05009,"7,567","3,998", 251
05011,"2,167","2,089", 13
05013,"1,316","1,024", 4
05015,"4,553","2,632", 68
05017,"2,426","1,901", 19
05019,"4,675","3,389", 66
05021,"3,442","2,766", 32
05023,"4,932","3,404", 45
05025,"1,462","1,404", 15
05027,"3,706",230, 56
05029,"4,134","4,066", 39
05031,"11,887","9,083", 645
05033,"9,092","3,582", 158
05035,"7,441","6,702", 241
05037,"3,186","2,989", 37
05039,"1,990","1,947", 21
05041,"2,859","2,334", 242
05043,"2,995","2,578", 47
05045,"10,678","7,302", 299
05047,"3,588","2,458", 43
05049,"2,018","1,918", 21
05051,"19,281","11,406", 955
05053,"2,717","2,142", 45
05055,"5,161","5,065", 84
05057,"3,938","3,841", 20
05059,"5,090","4,181", 134
05061,"2,510","1,818", 9
05063,"6,637","4,523", 48
05065,"2,824","2,652", 41
05067,"4,199","3,049", 28
05069,"16,664","12,520", 568
05071,"4,046","2,818", 77
05073,"1,915","1,860", 25
05075,"3,205","3,179", 37
05077,"2,878","1,863", 71
05079,"2,204","1,557", 33
05081,"2,740","2,347", 32
05083,"2,203","1,254", 47
05085,"7,215","4,786", 89
05087,"3,067","2,106", 50
05089,"2,033",111, 41
05091,"7,110","5,437", 82
05093,"7,841","6,759", 288
05095,"2,052","1,862", 58
05097,"1,752","1,362", 15
05099,"1,732","1,714", 13
05101,"2,504","1,489", 46
05103,"5,229",247, 270
05105,"1,627","1,470", 31
05107,"3,892",233, 156
05109,"2,105","1,681", 11
05111,"3,873","3,644", 49
05113,"4,099","2,390", 106
05115,"10,084","4,941", 98
05117,"1,947","1,688", 21
05119,"70,562","55,857"," 1,914"
05121,"2,781","2,560", 77
05123,"4,656","4,298", 26
05125,"12,353","8,436", 188
05127,"2,507","1,707", 48
05129,"2,743","1,340", 60
05131,"24,426","9,684", 322
05133,"2,254","2,037", 36
05135,"3,623","2,955", 34
05137,"2,186","1,728", 48
05139,"10,581","5,931", 744
05141,"3,562","2,607", 40
05143,"23,601","12,557", 500
05145,"11,094","6,957", 183
05147,"1,924","1,097", 13
05149,"3,535","2,763", 33
06001,"310,283","162,815"," 5,899"
06003,306,230, 16
06005,"6,893","5,197", 248
06007,"40,143","30,406"," 1,082"
06009,"7,640","5,674", 260
06011,"3,077","2,022", 73
06013,"169,411","158,652"," 3,448"
06015,"3,714","3,587", 167
06017,"30,021","19,801", 781
06019,"94,835","92,635"," 2,400"
06021,"4,944","2,894", 128
06023,"29,781","21,460", 905
06025,"12,889","10,243", 233
06027,"5,042","2,653", 142
06029,"90,550","55,083"," 1,660"
06031,"12,118","9,142", 222
06033,"9,828","9,366", 308
06035,"5,157","3,446", 199
06037,"1,372,352","1,239,716"," 32,603"
06039,"13,255","10,642", 384
06041,"69,394","46,855"," 1,671"
06043,"3,768","2,998", 144
06045,"17,152","12,979", 816
06047,"21,717","20,105", 592
06049,"2,518","1,416", 83
06051,"2,177","1,284", 86
06053,"50,022","48,998"," 1,361"
06055,"23,235","22,283", 772
06057,"21,383","14,980", 660
06059,"586,230","269,013"," 10,064"
06061,"42,096","27,516"," 1,030"
06063,"4,603","4,251", 161
06065,"199,979","133,122"," 3,247"
06067,"201,832","188,557"," 5,301"
06069,"5,578","4,559", 171
06071,"235,167","151,118"," 5,723"
06073,"523,143","333,264"," 12,788"
06075,"201,887","72,503"," 3,004"
06077,"75,309","61,699"," 1,445"
06079,"46,613","35,667"," 1,187"
06081,"141,859","109,261"," 3,360"
06083,"77,524","63,586"," 1,830"
06085,"277,810","254,442"," 9,276"
06087,"63,133","37,728"," 1,750"
06089,"32,402","21,171"," 1,012"
06091,860,791, 45
06093,"9,056","8,365", 376
06095,"54,344","50,314"," 1,430"
06097,"91,262","67,725"," 2,596"
06099,"51,648","44,685", 982
06101,"14,100","6,557", 241
06103,"9,854","7,213", 367
06105,"3,267","2,518", 195
06107,"46,891","30,711"," 1,067"
06109,"10,646","8,717", 352
06111,"147,604","89,065"," 2,804"
06113,"30,429","22,358", 585
06115,"8,937","5,444", 182
08001,"49,464","43,163"," 1,467"
08003,"2,567","2,146", 67
08005,"95,926","61,113"," 2,206"
08007,"1,440",795, 27
08009,"1,670",851, 35
08011,"1,088","1,032", 47
08013,"57,265","48,174"," 1,784"
08014,0,0,0%
08015,"3,080","2,548", 86
08017,760,399, 27
08019,"1,698",97, 17
08021,"1,976","1,445", 26
08023,"1,120",454, 7
08025,862,630, 8
08027,753,310, 21
08029,"5,449","3,521", 174
08031,"127,173","77,753"," 4,504"
08033,488,230, 14
08035,"17,035","6,931", 384
08037,"4,366","3,314", 129
08039,"2,805","1,566", 77
08041,"96,965","39,995"," 1,506"
08043,"7,623","5,278", 187
08045,"6,358","4,620", 136
08047,728,47, 11
08049,"2,306","1,451", 81
08051,"2,520","1,897", 106
08053,295,111, 1
08055,"1,876","1,079", 16
08057,584,294, 13
08059,"110,820","81,824"," 3,867"
08061,645,398, 10
08063,"2,262","1,196", 54
08065,"1,516",969, 58
08067,"7,714","5,443", 205
08069,"45,967","35,703"," 1,396"
08071,"4,075","2,162", 94
08073,"1,356",874, 19
08075,"4,485","3,382", 108
08077,"22,150","14,372", 633
08079,217,174, 3
08081,"2,757","1,634", 128
08083,"4,208","2,233", 110
08085,"6,012","3,748", 233
08087,"4,795","3,728", 157
08089,"4,265","3,910", 124
08091,814,439, 21
08093,"1,343",84, 21
08095,"1,317",923, 38
08097,"3,420","2,801", 105
08099,"2,978","2,207", 101
08101,"32,788","20,119", 411
08103,"1,821",803, 38
08105,"2,626","1,545", 64
08107,"3,264","2,922", 133
08109,"1,033",945, 35
08111,192,10, 5
08113,798,71, 9
08115,921,611, 13
08117,"2,595",115, 21
08119,"3,760","1,656", 84
08121,"1,707",958, 50
08123,"26,497","20,548", 762
08125,"2,513","1,835", 66
09001,"221,316","149,630"," 3,932"
09003,"199,857","173,031"," 3,648"
09005,"44,637","34,227", 893
09007,"34,682","33,946", 716
09009,"174,251","163,153"," 4,957"
09011,"52,681","48,882"," 1,288"
09013,"28,375","26,884", 602
09015,"21,268","20,005", 526
10001,"19,923","12,996", 194
10003,"92,587","79,147"," 1,269"
10005,"27,129","16,504", 142
11001,"159,407","27,590"," 5,880"
12001,"30,153","29,396", 664
12003,"3,418","1,355", 8
12005,"31,796","11,603", 452
12007,"4,221","2,386", 29
12009,"104,854","43,004"," 1,301"
12011,"220,316","218,274"," 2,015"
12013,"2,422","1,329", 33
12015,"28,893","15,974", 292
12017,"21,072","12,184", 218
12019,"25,942","7,773", 122
12021,"38,920","12,769", 291
12023,"7,761","4,073", 82
12027,"4,243","2,181", 40
12029, 40.21%,"2,031","1,366"
12031,"128,081","74,894"," 1,004"
12033,"64,959","29,977", 524
12035,"6,504","4,244", 34
12037,"1,913","1,283", 73
12039,"6,372","5,992", 213
12041,"1,855","1,137", 20
12043,"1,547","1,034", 12
12045,"1,688",116, 26
12047,"2,062","1,318", 16
12049,"3,640","1,688", 108
12051,"3,965","2,036", 34
12053,"21,195","15,437", 231
12055,"16,723","8,091", 127
12057,"150,151","99,014"," 1,551"
12059,"4,225","1,639", 36
12061,"24,630","10,451", 252
12063,"8,405","5,008", 100
12065,"2,326","2,055", 17
12067,"1,451",722, 12
12069,"37,327","16,766", 479
12071,"87,303","40,725", 908
12073,"36,055","33,472", 631
12075,"5,253","3,434", 104
12077,"1,421",709, 47
12079,"2,563","1,951", 15
12081,"51,187","26,624", 302
12083,"41,501","20,685", 334
12085,"31,279","11,488", 316
12086,"270,937","216,970"," 2,358"
12087,"15,928","10,157", 320
12089,"8,374","4,143", 58
12091,"40,389","9,753", 320
12093,"4,736","3,007", 48
12095,"117,237","54,023"," 1,510"
12097,"21,355","9,812", 214
12099,"181,495","144,199"," 1,523"
12101,"63,820","50,385", 598
12103,"211,049","152,420"," 1,901"
12105,"77,104","38,249", 687
12107,"11,624","8,575", 108
12109,"19,228","8,029", 158
12111,"32,319","17,446", 314
12113,"18,973","5,254", 143
12115,"84,602","42,099", 708
12117,"60,401","22,635", 622
12119,"5,936","3,900", 60
12121,"5,863","3,129", 130
12123,"4,057","1,763", 55
12125,"1,644",691, 14
12127,"74,195","55,469"," 1,518"
12129,"3,158","1,605", 42
12131,"7,490","3,235", 83
12133,"4,374","2,144", 46
13001,"3,000","1,837", 22
13003,"1,126",887, 12
13005,"1,407",780, 7
13007,707,629, 12
13009,"5,852","4,008", 51
13011,"1,590",984, 8
13013,"4,738","2,442", 38
13015,"8,039","4,884", 121
13017,"2,005","1,867", 46
13019,"2,030","1,381", 9
13021,"22,179","22,084", 133
13023,"1,950","1,175", 13
13025,"1,539","1,450", 18
13027,"2,136","1,500", 13
13029,"2,802","1,423", 10
13031,"6,354","3,417", 23
13033,"2,988","2,861", 23
13035,"2,184","1,730", 10
13037,901,644, 6
13039,"2,913","2,090", 47
13043,"1,261",877, 6
13045,"10,754","4,706", 81
13047,"9,319","3,588", 33
13049,"1,327",943, 34
13051,"35,623","25,063", 603
13053,454,362, 1
13055,"3,665","2,206", 24
13057,"14,593","4,378", 117
13059,"11,154","11,150", 148
13061,595,398, 1
13063,"28,225","14,689", 223
13065,863,594, 8
13067,"106,621","39,297", 740
13069,"4,019","2,777", 26
13071,"5,653","2,998", 40
13073,"16,401","4,617", 76
13075,"1,555","1,226", 11
13077,"9,668","4,212", 49
13079,"1,340","1,235", 22
13081,"2,916","1,690", 27
13083,"2,539","1,120", 12
13085,"1,908",761, 17
13087,"3,866","2,348", 27
13089,"92,521","90,179"," 1,550"
13091,"2,677","2,164", 31
13093,"1,613","1,386", 22
13095,"12,579","1,415","1,003"
13097,"13,493","5,086", 99
13099,"1,918","1,359", 4
13101,422,245, 3
13103,"3,933","1,905", 21
