01121,x,"26,264","1,966",7.49%, 48.21%, 40.72%, 10.01%, 1.06%,"10,695","2,629", 279
01123,x,"15,456","2,437",15.77%, 52.67%, 36.90%, 10.11%, 0.33%,"5,703","1,562", 51
01125,x,"58,073","3,959",6.82%, 47.27%, 40.46%, 12.07%, 0.19%,"23,495","7,011", 113
01127,x,"29,534","3,530",11.95%, 50.22%, 38.26%, 11.32%, 0.20%,"11,301","3,344", 58
01129,x,"8,162",776,9.51%, 49.57%, 40.06%, 10.16%, 0.21%,"3,270",829, 17
01131,x,"5,304","1,768",33.33%, 64.84%, 31.50%, 3.28%, 0.38%,"1,671",174, 20
01133,x,"10,089","2,135",21.16%, 55.01%, 33.85%, 11.00%, 0.14%,"3,415","1,110", 14
02013,x,x,x,x,x,x,x,x,0,0,0%
02016,x,x,x,x,x,x,x,x,0,0,0%
02020,x,x,x,x,x,x,x,x,0,0,0%
02050,x,x,x,x,x,x,x,x,0,0,0%
02060,x,x,x,x,x,x,x,x,0,0,0%
02068,x,x,x,x,x,x,x,x,0,0,0%
02070,x,x,x,x,x,x,x,x,0,0,0%
02090,x,x,x,x,x,x,x,x,0,0,0%
02100,x,x,x,x,x,x,x,x,0,0,0%
02105,x,x,x,x,x,x,x,x,0,0,0%
02110,x,x,x,x,x,x,x,x,0,0,0%
02122,x,x,x,x,x,x,x,x,0,0,0%
02130,x,x,x,x,x,x,x,x,0,0,0%
02150,x,x,x,x,x,x,x,x,0,0,0%
02164,x,x,x,x,x,x,x,x,0,0,0%
02170,x,x,x,x,x,x,x,x,0,0,0%
02180,x,x,x,x,x,x,x,x,0,0,0%
02185,x,x,x,x,x,x,x,x,0,0,0%
02188,x,x,x,x,x,x,x,x,0,0,0%
02195,x,x,x,x,x,x,x,x,0,0,0%
02198,x,x,x,x,x,x,x,x,0,0,0%
02220,x,x,x,x,x,x,x,x,0,0,0%
02230,x,x,x,x,x,x,x,x,0,0,0%
02240,x,x,x,x,x,x,x,x,0,0,0%
02261,x,x,x,x,x,x,x,x,0,0,0%
02270,x,x,x,x,x,x,x,x,0,0,0%
02275,x,x,x,x,x,x,x,x,0,0,0%
02282,x,x,x,x,x,x,x,x,0,0,0%
02290,x,x,x,x,x,x,x,x,0,0,0%
04001,x,"18,258","6,630",36.31%, 61.44%, 25.13%, 10.84%, 2.59%,"4,588","1,979", 473
04003,x,"33,150",499,1.51%, 38.31%, 36.81%, 23.70%, 1.18%,"12,202","7,857", 390
04005,x,"42,618","5,119",12.01%, 44.32%, 32.31%, 21.97%, 1.40%,"13,769","9,363", 598
04007,x,"18,478","1,790",9.69%, 40.97%, 31.29%, 25.40%, 2.34%,"5,781","4,694", 432
04009,778,8.02%, 42.98%, 34.96%, 19.18%, 2.25%, 0.63%,"4,169","1,860",218, 61
04011,x,"3,993",244,6.11%, 42.45%, 36.34%, 19.88%, 1.33%,"1,451",794, 53
04012,x,"4,961",209,4.21%, 36.44%, 32.23%, 29.99%, 1.33%,"1,599","1,488", 66
04013,x,"876,832","74,592",8.51%, 41.06%, 32.56%, 25.26%, 1.12%,"285,457","221,475"," 9,851"
04015,x,"40,616",429,1.06%, 33.69%, 32.63%, 31.28%, 2.39%,"13,255","12,706", 971
04017,"2,888",11.72%, 44.17%, 32.45%, 19.43%, 2.98%, 0.97%,"10,882","4,787",735, 240
04019,x,"281,484","31,533",11.20%, 45.68%, 34.47%, 19.16%, 0.69%,"97,036","53,925"," 1,954"
04021,x,"36,739","3,799",10.34%, 42.10%, 31.76%, 25.13%, 1.01%,"11,669","9,231", 371
04023,x,"8,080",488,6.04%, 43.47%, 37.43%, 17.91%, 1.20%,"3,024","1,447", 97
04025,x,"59,415","5,151",8.67%, 39.42%, 30.75%, 27.62%, 2.22%,"18,268","16,409"," 1,319"
04027,x,"28,045","1,285",4.58%, 41.55%, 36.97%, 20.42%, 1.07%,"10,367","5,726", 300
05001,x,"7,980","2,115",26.50%, 59.01%, 32.51%, 8.01%, 0.48%,"2,594",639, 38
05003,x,"9,567","3,190",33.34%, 61.42%, 28.08%, 9.73%, 0.77%,"2,686",931, 74
05005,x,"15,732","1,351",8.59%, 44.44%, 35.85%, 18.68%, 1.04%,"5,640","2,938", 163
05007,x,"43,279","5,352",12.37%, 48.81%, 36.45%, 14.16%, 0.58%,"15,774","6,128", 251
05009,x,"14,437",34,0.24%, 42.45%, 42.21%, 14.40%, 0.94%,"6,094","2,079", 136
05011,x,"4,837","1,472",30.43%, 61.07%, 30.64%, 8.08%, 0.21%,"1,482",391, 10
05013,x,"2,702",342,12.66%, 51.41%, 38.75%, 9.51%, 0.33%,"1,047",257, 9
05015,x,"8,857",234,2.64%, 42.55%, 39.91%, 16.94%, 0.60%,"3,535","1,500", 53
05017,x,"5,099","2,262",44.36%, 68.72%, 24.36%, 6.81%, 0.12%,"1,242",347, 6
05019,x,"8,922","3,364",37.70%, 64.64%, 26.93%, 8.00%, 0.43%,"2,403",714, 38
05021,x,"7,080","3,201",45.21%, 68.47%, 23.26%, 8.02%, 0.24%,"1,647",568, 17
05023,x,"9,980","1,510",15.13%, 51.00%, 35.87%, 12.66%, 0.47%,"3,580","1,263", 47
05025,x,"3,378",766,22.68%, 56.04%, 33.36%, 9.98%, 0.62%,"1,127",337, 21
05027,"1,045",10.64%, 48.35%, 37.70%, 11.10%, 2.11%, 0.74%,"4,747","1,090",207, 73
05029,x,"8,481","2,179",25.69%, 57.75%, 32.06%, 9.47%, 0.72%,"2,719",803, 61
05031,x,"25,596","4,827",18.86%, 54.43%, 35.57%, 8.88%, 1.12%,"9,104","2,274", 287
05033,x,"16,165",226,1.40%, 42.57%, 41.18%, 15.11%, 1.14%,"6,656","2,442", 185
05035,x,"17,108","3,773",22.05%, 56.60%, 34.55%, 4.96%, 3.90%,"5,910",848, 667
05037,x,"6,986","1,755",25.12%, 58.09%, 32.97%, 8.62%, 0.33%,"2,303",602, 23
05039,x,"3,925",649,16.54%, 53.68%, 37.15%, 8.79%, 0.38%,"1,458",345, 15
05041,x,"5,621","2,536",45.12%, 67.87%, 22.75%, 6.97%, 2.40%,"1,279",392, 135
05043,x,"6,298","1,810",28.74%, 59.51%, 30.77%, 9.46%, 0.25%,"1,938",596, 16
05045,x,"25,215","3,509",13.92%, 51.56%, 37.64%, 9.66%, 1.14%,"9,491","2,437", 287
05047,x,"6,736",722,10.72%, 47.76%, 37.04%, 14.65%, 0.55%,"2,495",987, 37
05049,x,"4,736","1,569",33.13%, 59.69%, 26.56%, 13.32%, 0.42%,"1,258",631, 20
05051,x,"35,995","5,925",16.46%, 52.26%, 35.80%, 9.65%, 2.29%,"12,886","3,475", 823
05053,x,"6,198",918,14.81%, 51.47%, 36.66%, 11.33%, 0.55%,"2,272",702, 34
05055,x,"12,322","4,031",32.71%, 61.20%, 28.49%, 9.84%, 0.47%,"3,510","1,213", 58
05057,x,"8,922","3,089",34.62%, 61.38%, 26.75%, 11.45%, 0.41%,"2,387","1,022", 37
05059,x,"10,616","3,272",30.82%, 59.42%, 28.60%, 11.39%, 0.59%,"3,036","1,209", 63
05061,x,"4,975","1,036",20.82%, 55.56%, 34.73%, 9.37%, 0.34%,"1,728",466, 17
05063,x,"12,840","2,851",22.20%, 55.16%, 32.96%, 11.25%, 0.63%,"4,232","1,444", 81
05065,x,"5,588","1,887",33.77%, 61.18%, 27.42%, 10.84%, 0.55%,"1,532",606, 31
05067,x,"7,524","3,080",40.94%, 65.71%, 24.77%, 8.94%, 0.57%,"1,864",673, 43
05069,x,"31,692","14,294",45.10%, 68.85%, 23.74%, 6.52%, 0.89%,"7,525","2,067", 281
05071,x,"7,578","1,388",18.32%, 52.14%, 33.82%, 13.37%, 0.67%,"2,563","1,013", 51
05073,x,"3,979","1,085",27.27%, 57.12%, 29.86%, 12.67%, 0.35%,"1,188",504, 14
05075,x,"6,929","2,022",29.18%, 59.84%, 30.65%, 9.18%, 0.33%,"2,124",636, 23
05077,x,"5,066","2,143",42.30%, 67.82%, 25.52%, 6.08%, 0.57%,"1,293",308, 29
05079,x,"4,347","1,663",38.26%, 64.53%, 26.27%, 8.97%, 0.23%,"1,142",390, 10
05081,x,"5,718","1,844",32.25%, 58.18%, 25.94%, 15.56%, 0.31%,"1,483",890, 18
05083,x,"8,687",587,6.76%, 45.99%, 39.23%, 14.04%, 0.74%,"3,408","1,220", 64
05085,x,"15,824","1,710",10.81%, 50.32%, 39.52%, 9.82%, 0.34%,"6,253","1,554", 54
05087,x,"5,277",177,3.35%, 45.76%, 42.41%, 11.33%, 0.49%,"2,238",598, 26
05089,x,"6,245",734,11.75%, 44.15%, 32.39%, 21.25%, 2.21%,"2,023","1,327", 138
05091,x,"14,623","1,777",12.15%, 48.21%, 36.06%, 15.38%, 0.35%,"5,273","2,249", 51
05093,x,"15,962","5,349",33.51%, 62.94%, 29.43%, 6.15%, 1.49%,"4,697",981, 238
05095,x,"4,272","1,254",29.35%, 60.35%, 30.99%, 8.31%, 0.35%,"1,324",355, 15
05097,x,"3,712",699,18.83%, 51.29%, 32.46%, 15.52%, 0.73%,"1,205",576, 27
05099,x,"3,948","1,025",25.96%, 56.79%, 30.83%, 11.52%, 0.86%,"1,217",455, 34
05101,x,"4,144",35,0.84%, 42.59%, 41.75%, 14.67%, 0.99%,"1,730",608, 41
05103,x,"12,415","3,700",29.80%, 59.69%, 29.89%, 9.97%, 0.44%,"3,711","1,238", 55
05105,x,"3,504",744,21.23%, 54.39%, 33.16%, 11.76%, 0.68%,"1,162",412, 24
05107,x,"9,837","3,761",38.23%, 65.63%, 27.40%, 6.45%, 0.53%,"2,695",634, 52
05109,x,"4,232",591,13.97%, 51.23%, 37.26%, 11.15%, 0.35%,"1,577",472, 15
05111,x,"8,571","2,916",34.02%, 62.31%, 28.29%, 8.88%, 0.51%,"2,425",761, 44
05113,x,"7,217",405,5.61%, 43.81%, 38.20%, 16.97%, 1.01%,"2,757","1,225", 73
05115,x,"17,862",352,1.97%, 45.10%, 43.13%, 11.14%, 0.63%,"7,704","1,989", 113
05117,x,"3,956","1,212",30.64%, 59.81%, 29.17%, 10.97%, 0.05%,"1,154",434, 2
05119,x,"136,957","31,693",23.14%, 58.03%, 34.89%, 6.39%, 0.68%,"47,789","8,751", 935
05121,x,"6,314","2,155",34.13%, 62.10%, 27.97%, 9.15%, 0.78%,"1,766",578, 49
05123,x,"10,635","3,259",30.64%, 61.57%, 30.93%, 7.20%, 0.30%,"3,289",766, 32
05125,x,"25,661","2,566",10.00%, 49.38%, 39.38%, 10.72%, 0.52%,"10,105","2,751", 134
05127,x,"4,562",533,11.68%, 48.84%, 37.15%, 13.37%, 0.64%,"1,695",610, 29
05129,x,"3,984",93,2.33%, 44.48%, 42.14%, 12.63%, 0.75%,"1,679",503, 30
05131,x,"39,659",247,0.62%, 42.40%, 41.78%, 15.19%, 0.63%,"16,570","6,023", 249
05133,966,19.28%, 51.05%, 31.77%, 12.83%, 2.73%, 1.62%,"2,558",643,137, 81
05135,x,"7,196","1,275",17.72%, 52.27%, 34.55%, 12.80%, 0.39%,"2,486",921, 28
05137,x,"5,039",950,18.85%, 52.03%, 33.18%, 13.83%, 0.95%,"1,672",697, 48
05139,x,"18,580","1,481",7.97%, 47.29%, 39.32%, 10.33%, 3.07%,"7,305","1,919", 570
05141,x,"7,361","1,207",16.40%, 51.88%, 35.48%, 12.06%, 0.57%,"2,612",888, 42
05143,x,"47,880","1,737",3.63%, 46.01%, 42.38%, 11.08%, 0.53%,"20,292","5,304", 255
05145,x,"21,563","1,956",9.07%, 48.67%, 39.60%, 10.97%, 0.77%,"8,538","2,366", 165
05147,x,"3,495","1,913",54.74%, 74.08%, 19.34%, 6.49%, 0.09%,676,227, 3
05149,x,"7,643","1,659",21.71%, 54.49%, 32.79%, 12.30%, 0.42%,"2,506",940, 32
06001,x,"530,145","224,932",42.43%, 63.04%, 20.62%, 15.40%, 0.94%,"109,292","81,643"," 4,986"
06003,x,631,7,1.11%, 35.18%, 34.07%, 29.48%, 1.27%,215,186, 8
06005,x,"15,434",191,1.24%, 35.49%, 34.25%, 29.50%, 0.76%,"5,286","4,553", 118
06007,x,"85,014",881,1.04%, 38.22%, 37.18%, 23.80%, 0.81%,"31,608","20,231", 686
06009,x,"16,991",17,0.10%, 35.35%, 35.25%, 28.53%, 0.87%,"5,989","4,848", 148
06011,x,"5,635",791,14.04%, 45.94%, 31.91%, 21.40%, 0.75%,"1,798","1,206", 42
06013,x,"382,823","81,995",21.42%, 50.93%, 29.51%, 18.94%, 0.62%,"112,965","72,518"," 2,380"
06015,x,"9,353",556,5.94%, 38.91%, 32.96%, 27.53%, 0.60%,"3,083","2,575", 56
06017,x,"64,887","4,894",7.54%, 39.92%, 32.38%, 26.97%, 0.72%,"21,012","17,503", 466
06019,x,"219,161","3,281",1.50%, 42.17%, 40.67%, 16.56%, 0.60%,"89,137","36,299"," 1,307"
06021,x,"8,816","1,146",13.00%, 43.24%, 30.24%, 25.84%, 0.68%,"2,666","2,278", 60
06023,x,"60,021","10,555",17.59%, 48.07%, 30.49%, 20.56%, 0.88%,"18,299","12,340", 528
06025,x,"25,318","1,350",5.33%, 43.88%, 38.55%, 16.77%, 0.80%,"9,759","4,247", 203
06027,x,"8,464",994,11.74%, 43.58%, 31.84%, 23.62%, 0.96%,"2,695","1,999", 81
06029,x,"179,263","20,252",11.30%, 45.05%, 33.75%, 20.58%, 0.61%,"60,510","36,891"," 1,100"
06031,x,"25,651",691,2.69%, 41.61%, 38.91%, 19.10%, 0.38%,"9,982","4,899", 97
06033,x,"23,213","3,870",16.67%, 45.44%, 28.77%, 24.97%, 0.82%,"6,678","5,797", 190
06035,x,"10,362",448,4.32%, 37.02%, 32.70%, 28.99%, 1.29%,"3,388","3,004", 134
06037,x,"2,753,403","646,922",23.50%, 52.54%, 29.04%, 17.75%, 0.68%,"799,607","488,624"," 18,643"
06039,x,"30,245","2,203",7.28%, 43.20%, 35.92%, 20.35%, 0.53%,"10,863","6,156", 160
06041,x,"130,707","45,679",34.95%, 58.27%, 23.32%, 17.59%, 0.83%,"30,479","22,986"," 1,084"
06043,x,"8,287",41,0.49%, 36.48%, 35.98%, 26.68%, 0.86%,"2,982","2,211", 71
06045,x,"36,538","8,591",23.51%, 50.21%, 26.69%, 21.78%, 1.32%,"9,753","7,958", 483
06047,x,"49,284","2,152",4.37%, 40.85%, 36.48%, 22.15%, 0.52%,"17,981","10,914", 256
06049,x,"4,625",314,6.79%, 38.98%, 32.19%, 27.44%, 1.38%,"1,489","1,269", 64
06051,x,"4,355",81,1.86%, 36.05%, 34.19%, 28.66%, 1.10%,"1,489","1,248", 48
06053,x,"116,689","18,400",15.77%, 47.01%, 31.25%, 20.97%, 0.77%,"36,461","24,472", 895
06055,x,"53,455","8,553",16.00%, 45.30%, 29.30%, 24.60%, 0.80%,"15,662","13,150", 428
06057,x,"44,201","1,910",4.32%, 39.24%, 34.92%, 25.05%, 0.80%,"15,433","11,072", 353
06059,x,"972,549","119,683",12.31%, 43.87%, 31.56%, 23.90%, 0.68%,"306,930","232,394"," 6,612"
06061,x,"91,366","7,515",8.23%, 41.92%, 33.69%, 23.80%, 0.60%,"30,783","21,741", 544
06063,x,"9,949",143,1.44%, 37.61%, 36.17%, 25.64%, 0.57%,"3,599","2,551", 57
06065,x,"430,275","6,784",1.58%, 38.64%, 37.06%, 23.76%, 0.54%,"159,457","102,233"," 2,344"
06067,x,"453,512","37,174",8.20%, 43.56%, 35.36%, 20.16%, 0.92%,"160,366","91,412"," 4,194"
06069,x,"12,739","1,242",9.75%, 42.03%, 32.28%, 24.98%, 0.71%,"4,112","3,182", 91
06071,x,"474,070","7,071",1.49%, 38.74%, 37.24%, 23.03%, 0.99%,"176,563","109,183"," 4,690"
06073,x,"986,646","15,272",1.55%, 37.24%, 35.69%, 26.28%, 0.80%,"352,125","259,249"," 7,875"
06075,x,"322,207","175,911",54.60%, 72.40%, 17.80%, 9.01%, 0.80%,"57,352","29,018"," 2,574"
06077,x,"154,210","5,300",3.44%, 41.28%, 37.84%, 20.24%, 0.65%,"58,355","31,205", 995
06079,x,"104,619","3,752",3.59%, 38.36%, 34.78%, 26.11%, 0.75%,"36,384","27,314", 785
06081,x,"276,508","74,152",26.82%, 53.97%, 27.15%, 18.25%, 0.63%,"75,080","50,465"," 1,731"
06083,x,"162,756","11,840",7.27%, 42.53%, 35.25%, 21.57%, 0.65%,"57,375","35,105"," 1,061"
06085,x,"602,055","125,395",20.83%, 49.21%, 28.38%, 21.41%, 1.00%,"170,870","128,895"," 6,025"
06087,x,"113,992","41,267",36.20%, 58.06%, 21.86%, 18.96%, 1.12%,"24,916","21,615"," 1,278"
06089,x,"68,359","6,585",9.63%, 41.24%, 31.61%, 26.32%, 0.84%,"21,605","17,990", 574
06091,x,"1,875",38,2.03%, 36.85%, 34.83%, 27.68%, 0.64%,653,519, 12
06093,x,"20,679","1,594",7.71%, 39.91%, 32.21%, 26.92%, 0.96%,"6,660","5,567", 198
06095,x,"132,111","25,437",19.25%, 48.69%, 29.43%, 21.08%, 0.80%,"38,883","27,851"," 1,057"
06097,x,"197,691","56,715",28.69%, 52.78%, 24.09%, 22.19%, 0.95%,"47,619","43,859"," 1,879"
06099,x,"128,005","5,140",4.02%, 40.95%, 36.93%, 21.60%, 0.52%,"47,275","27,651", 664
06101,x,"25,860","5,073",19.62%, 50.10%, 30.48%, 18.87%, 0.54%,"7,883","4,881", 140
06103,x,"20,979",89,0.42%, 35.79%, 35.36%, 28.05%, 0.80%,"7,419","5,884", 168
06105,x,"6,029",125,2.07%, 34.70%, 32.63%, 31.28%, 1.39%,"1,967","1,886", 84
06107,x,"88,553","9,294",10.50%, 45.71%, 35.22%, 18.55%, 0.51%,"31,188","16,430", 453
06109,x,"24,178",691,2.86%, 38.12%, 35.26%, 26.03%, 0.59%,"8,525","6,294", 143
06111,x,"267,647","4,100",1.53%, 36.99%, 35.46%, 26.84%, 0.70%,"94,911","71,844"," 1,881"
06113,x,"62,436","15,723",25.18%, 53.33%, 28.15%, 17.73%, 0.79%,"17,574","11,073", 492
06115,x,"16,895","1,548",9.16%, 43.40%, 34.24%, 21.53%, 0.83%,"5,785","3,637", 140
08001,x,"103,077","14,501",14.07%, 44.00%, 29.93%, 25.59%, 0.47%,"30,856","26,379", 485
08003,x,"4,617",356,7.71%, 41.76%, 34.05%, 23.59%, 0.61%,"1,572","1,089", 28
08005,x,"183,935","5,614",3.05%, 39.26%, 36.21%, 24.12%, 0.40%,"66,607","44,363", 744
08007,x,"2,816",423,15.02%, 44.11%, 29.08%, 26.31%, 0.50%,819,741, 14
08009,x,"2,622",514,19.60%, 47.29%, 27.69%, 24.68%, 0.34%,726,647, 9
08011,x,"2,257",226,10.01%, 43.64%, 33.63%, 22.42%, 0.31%,759,506, 7
08013,x,"126,771","31,014",24.46%, 50.93%, 26.47%, 21.90%, 0.70%,"33,553","27,762", 889
08014,x,x,x,x,x,x,x,x,0,0,0%
08015,x,"6,282",135,2.15%, 38.51%, 36.36%, 24.66%, 0.48%,"2,284","1,549", 30
08017,x,"1,212",314,25.91%, 50.74%, 24.83%, 24.09%, 0.33%,301,292, 4
08019,x,"4,460",388,8.70%, 39.10%, 30.40%, 29.33%, 1.17%,"1,356","1,308", 52
08021,x,"3,465",545,15.73%, 49.21%, 33.48%, 16.68%, 0.63%,"1,160",578, 22
08023,x,"1,753",814,46.43%, 67.31%, 20.88%, 11.35%, 0.46%,366,199, 8
08025,x,"1,458",32,2.19%, 41.29%, 39.09%, 18.93%, 0.69%,570,276, 10
08027,x,"1,375",283,20.58%, 47.35%, 26.76%, 24.95%, 0.95%,368,343, 13
08029,x,"10,494",935,8.91%, 41.54%, 32.63%, 25.03%, 0.80%,"3,424","2,627", 84
08031,x,"217,919","66,543",30.54%, 55.97%, 25.43%, 17.12%, 1.49%,"55,418","37,298"," 3,242"
08033,x,846,30,3.55%, 37.23%, 33.69%, 28.61%, 0.47%,285,242, 4
08035,x,"40,060","7,263",18.13%, 46.41%, 28.28%, 24.94%, 0.37%,"11,329","9,991", 148
08037,x,"10,870",49,0.45%, 35.60%, 35.15%, 28.52%, 0.73%,"3,821","3,100", 79
08039,x,"5,045",638,12.65%, 43.71%, 31.06%, 24.52%, 0.71%,"1,567","1,237", 36
08041,x,"167,169","40,217",24.06%, 51.47%, 27.41%, 20.55%, 0.57%,"45,827","34,346", 952
08043,x,"15,131",605,4.00%, 39.40%, 35.40%, 24.51%, 0.69%,"5,356","3,709", 105
08045,x,"13,976",674,4.82%, 36.36%, 31.54%, 31.51%, 0.59%,"4,408","4,404", 82
08047,x,"1,759",181,10.29%, 41.27%, 30.98%, 26.26%, 1.48%,545,462, 26
08049,x,"4,918",85,1.73%, 35.85%, 34.12%, 29.56%, 0.47%,"1,678","1,454", 23
08051,x,"5,759",718,12.47%, 41.48%, 29.02%, 28.86%, 0.64%,"1,671","1,662", 37
08053,x,476,37,7.77%, 39.50%, 31.72%, 28.57%, 0.21%,151,136, 1
08055,x,"2,313",539,23.30%, 52.92%, 29.62%, 16.65%, 0.82%,685,385, 19
08057,x,966,96,9.94%, 43.69%, 33.75%, 22.36%, 0.21%,326,216, 2
