statecounty,8.52%, 51.57%, 43.04%, 2.56%,-
01001,74.20%, 12.90%, 87.10%,-,-
01003,51.64%, 17.06%, 68.70%, 1.72%,-
01005,89.74%, 3.06%, 92.81%, 1.71%,-
01007,57.84%, 15.14%, 72.98%, 3.49%,-
01009,7.46%, 45.34%, 52.80%, 1.86%,-
01011,97.47%,-, 98.74%, 1.26%,-
01013,65.27%, 15.15%, 80.42%, 2.32%,-
01015,40.92%, 26.87%, 67.80%, 2.78%, 2.55%
01017,88.32%, 4.53%, 92.84%, 2.63%,-
01019,7.79%, 42.63%, 50.42%, 3.54%,-
01021,14.43%, 54.87%, 40.44%, 2.40%,-
01023,82.60%, 6.66%, 89.26%, 4.08%,-
01025,89.69%, 4.51%, 94.20%, 1.29%,-
01027,18.01%, 39.76%, 57.76%, 2.48%,-
01029,11.03%, 49.86%, 38.83%, 0.56%,-
01031,51.11%, 18.08%, 69.19%, 2.39%,-
01033,39.18%, 27.88%, 67.06%, 1.42%,-
01035,67.84%, 13.94%, 81.78%, 4.27%,-
01037,21.70%, 35.93%, 57.64%, 1.05%,-
01039,49.70%, 21.18%, 70.88%, 2.96%,-
01041,53.13%, 20.94%, 74.07%, 2.42%,-
01043,9.71%, 52.39%, 42.68%, 2.86%,-
01045,43.46%, 26.15%, 69.61%, 1.97%,-
01047,95.15%,-, 97.06%, 2.94%,-
01049,11.42%, 43.15%, 54.58%, 2.27%,-
01051,75.26%, 11.23%, 86.49%, 2.28%,-
01053,66.67%, 14.27%, 80.93%, 1.64%,-
01055,12.98%, 41.31%, 54.29%, 4.40%,-
01057,3.42%, 43.80%, 47.22%, 0.19%,-
01059,0.15%, 47.84%, 47.69%, 1.39%,-
01061,23.27%, 32.87%, 56.15%, 2.70%,-
01063,93.62%, 2.73%, 96.36%, 0.91%,-
01065,96.03%,-, 97.81%, 2.19%,-
01067,72.36%, 8.88%, 81.24%, 1.80%,-
01069,37.20%, 29.03%, 66.23%, 2.68%, 2.06%
01071,47.63%, 23.89%, 71.52%, 1.73%,-
01073,52.50%, 20.38%, 72.88%, 3.32%,-
01075,67.23%, 15.84%, 83.07%, 1.09%,-
01077,45.82%, 26.08%, 71.90%, 2.02%,-
01079,26.11%, 34.82%, 60.93%, 4.25%,-
01081,83.36%, 5.02%, 88.38%, 2.59%,-
01083,65.38%, 16.38%, 81.76%, 1.86%,-
01085,88.84%, 5.36%, 94.20%, 0.45%,-
01087,83.93%, 7.18%, 91.12%, 1.70%,-
01089,75.97%, 11.13%, 87.10%, 1.77%,-
01091,87.70%, 5.45%, 93.15%, 1.40%,-
01093,30.06%, 34.65%, 64.71%, 0.65%,-
01095,16.66%, 39.43%, 56.09%, 2.26%,-
01097,61.00%, 14.03%, 75.03%, 2.60%,-
01099,94.58%, 2.03%, 96.61%, 1.35%,-
01101,93.63%, 2.91%, 96.54%, 0.55%,-
01103,47.54%, 22.48%, 70.01%, 3.35%,-
01105,96.46%,-, 97.98%, 2.02%,-
01107,78.14%, 7.22%, 85.36%, 5.02%,-
01109,93.80%, 2.49%, 96.29%, 1.21%,-
01111,33.47%, 32.73%, 66.20%, 1.08%,-
01113,85.36%, 5.64%, 91.01%, 0.71%,-
01115,2.12%, 43.59%, 45.71%, 2.23%,-
01117,8.83%, 49.40%, 40.57%, 1.52%,-
01119,98.35%,-, 98.76%, 1.24%,-
01121,47.38%, 25.23%, 72.61%, 2.16%,-
01123,70.60%, 6.32%, 81.59%, 1.09%,-
01125,77.08%, 7.97%, 85.05%, 0.93%,-
01127,8.66%, 44.66%, 53.32%, 2.03%,-
01129,79.70%, 7.52%, 87.22%, 5.26%,-
01131,99.61%,-, 99.81%, 0.19%,-
01133,36.04%, 67.59%, 31.55%, 0.85%,-
02013,0%,-,-,-,-
02016,0%,-,-,-,-
02020,0%,-,-,-,-
02050,0%,-,-,-,-
02060,0%,-,-,-,-
02068,0%,-,-,-,-
02070,0%,-,-,-,-
02090,0%,-,-,-,-
02100,0%,-,-,-,-
02105,0%,-,-,-,-
02110,0%,-,-,-,-
02122,0%,-,-,-,-
02130,0%,-,-,-,-
02150,0%,-,-,-,-
02164,0%,-,-,-,-
02170,0%,-,-,-,-
02180,0%,-,-,-,-
02185,0%,-,-,-,-
02188,0%,-,-,-,-
02195,0%,-,-,-,-
02198,0%,-,-,-,-
02220,0%,-,-,-,-
02230,0%,-,-,-,-
02240,0%,-,-,-,-
02261,0%,-,-,-,-
02270,0%,-,-,-,-
02275,0%,-,-,-,-
02282,0%,-,-,-,-
02290,0%,-,-,-,-
04001,0%,-,-,-,-
04003,0%,-,-,-,-
04005,0%,-,-,-,-
04007,0%,-,-,-,-
04009,0%,-,-,-,-
04011,0%,-,-,-,-
04012,0%,-,-,-,-
04013,0%,-,-,-,-
04015,0%,-,-,-,-
04017,0%,-,-,-,-
04019,0%,-,-,-,-
04021,0%,-,-,-,-
04023,0%,-,-,-,-
04025,0%,-,-,-,-
04027,0%,-,-,-,-
05001,15.85%, 40.19%, 56.04%, 1.26%,-
05003,14.01%, 41.24%, 55.25%, 1.26%,-
05005,31.45%, 30.74%, 62.19%, 0.51%,-
05007,32.04%, 31.77%, 63.82%, 1.19%,-
05009,24.54%, 35.71%, 60.25%, 0.68%,-
05011,46.86%, 25.10%, 71.96%, 0.56%,-
05013,40.05%, 29.29%, 69.34%, 1.38%,-
05015,10.03%, 43.22%, 53.25%, 0.58%,-
05017,18.95%, 59.25%, 40.29%, 0.46%,-
05019,8.59%, 43.48%, 52.07%, 4.45%,-
05021,19.55%, 38.08%, 57.62%, 0.30%,-
05023,22.82%, 31.65%, 54.47%, 0.22%, 3.77%
05025,27.51%, 33.97%, 61.48%, 1.44%,-
05027,32.36%, 33.21%, 65.57%, 1.22%,-
05029,50.40%, 24.04%, 74.43%, 1.53%,-
05031,36.74%, 27.73%, 64.47%, 1.37%,-
05033,10.46%, 43.49%, 53.95%, 0.39%,-
05035,5.61%, 46.59%, 52.20%, 1.22%,-
05037,15.55%, 39.83%, 55.38%, 0.16%,-
05039,5.92%, 44.26%, 50.17%, 3.27%,-
05041,32.20%, 33.21%, 65.40%, 1.39%,-
05043,23.90%, 36.54%, 60.44%, 0.86%,-
05045,39.01%, 28.00%, 67.01%, 1.48%,-
05047,36.18%, 27.40%, 63.58%, 3.25%,-
05049,31.73%, 30.96%, 62.69%, 1.02%,-
05051,9.13%, 42.91%, 52.04%, 0.97%,-
05053,48.40%, 21.28%, 69.68%, 0.27%,-
05055,47.12%, 24.48%, 71.60%, 0.27%,-
05057,13.41%, 41.68%, 55.09%, 3.22%,-
05059,9.39%, 43.81%, 53.19%, 3.00%,-
05061,20.62%, 35.24%, 55.86%, 4.10%,-
05063,21.89%, 35.72%, 57.61%, 2.56%,-
05065,35.26%, 28.74%, 64.00%, 3.37%,-
05067,9.37%, 42.39%, 51.77%, 0.88%,-
05069,6.37%, 44.35%, 50.72%, 0.93%,-
05071,33.21%, 29.14%, 62.35%, 1.02%,-
05073,14.26%, 42.11%, 56.37%, 1.53%,-
05075,32.99%, 31.79%, 64.78%, 0.22%,-
05077,52.77%, 22.56%, 75.33%, 2.10%,-
05079,39.59%, 27.37%, 66.95%, 2.93%,-
05081,18.19%, 35.17%, 53.35%, 2.99%,-
05083,18.97%, 38.65%, 57.62%, 0.77%,-
05085,38.55%, 28.78%, 67.33%, 3.89%,-
05087,3.26%, 50.28%, 47.01%, 0.46%,-
05089,28.90%, 31.92%, 60.83%, 0.26%,-
05091,16.99%, 39.20%, 56.19%, 4.61%,-
05093,10.47%, 51.57%, 41.10%, 0.49%,-
05095,5.55%, 51.56%, 46.01%, 0.35%,-
05097,2.61%, 43.98%, 46.59%, 2.11%,-
05099,5.40%, 39.92%, 45.32%, 0.20%, 6.82%
05101,20.52%, 58.26%, 37.74%, 0.40%,-
05103,12.56%, 55.76%, 43.20%, 1.04%,-
05105,14.51%, 39.63%, 54.14%, 0.45%,-
05107,50.25%, 24.65%, 74.91%, 0.44%,-
05109,2.74%, 49.96%, 47.22%, 2.83%,-
05111,28.97%, 35.13%, 64.11%, 0.76%,-
05113,11.82%, 37.88%, 49.70%, 2.47%,-
05115,33.19%, 31.56%, 64.75%, 0.66%,-
05117,14.74%, 41.13%, 55.88%, 0.91%,-
05119,4.65%, 45.68%, 50.33%, 1.05%,-
05121,43.37%, 26.98%, 70.35%, 2.66%,-
05123,9.21%, 51.12%, 41.91%, 1.56%,-
05125,39.46%, 27.48%, 66.94%, 1.64%,-
05127,25.80%, 30.12%, 55.92%, 3.01%,-
05129,2.80%, 45.69%, 42.89%, 1.29%,-
05131,17.17%, 35.73%, 52.90%, 0.56%,-
05133,29.44%, 28.31%, 57.75%, 3.23%,-
05135,47.49%, 23.05%, 70.55%, 0.73%,-
05137,28.59%, 33.33%, 61.92%, 0.50%,-
05139,44.38%, 27.23%, 71.60%, 1.17%,-
05141,8.26%, 42.38%, 50.64%, 2.48%, 2.03%
