statecounty,-0.16
01001,-6.90
01003,-7.85
01005,-29.47
01007,-23.44
01009,-14.18
01011,-29.39
01013,-39.82
01015,-32.81
01017,-46.47
01019,-56.00
01021,28.02
01023,-26.81
01025,3.48
01027,-5.90
01029,-19.90
01031,-52.65
01033,-45.06
01035,-46.32
01037,-16.31
01039,-47.25
01041,-67.12
01043,-19.79
01045,-22.02
01047,15.25
01049,-2.26
01051,-28.12
01053,-36.92
01055,-33.41
01057,-8.35
01059,8.62
01061,-33.95
01063,-30.45
01065,-27.57
01067,-56.26
01069,1.97
01071,-40.20
01073,14.76
01075,-41.93
01077,-40.88
01079,-36.36
01081,-23.91
01083,-61.33
01085,-29.35
01087,-20.19
01089,-34.54
01091,-7.20
01093,-2.66
01095,-31.97
01097,-7.37
01099,-36.19
01101,10.99
01103,-28.40
01105,-12.78
01107,-17.71
01109,-54.29
01111,-30.13
01113,-32.28
01115,-7.98
01117,-1.06
01119,-9.71
01121,-9.55
01123,-43.28
01125,-18.98
01127,-19.50
01129,-40.96
01131,-27.51
01133,34.08
02013,
02016,
02020,
02050,
02060,
02068,
02070,
02090,
02100,
02105,
02110,
02122,
02130,
02150,
02164,
02170,
02180,
02185,
02188,
02195,
02198,
02220,
02230,
02240,
02261,
02270,
02275,
02282,
02290,
04001,3.60
04003,1.02
04005,9.00
04007,-15.94
04009,8.73
04011,-40.04
04012,
04013,18.81
04015,11.45
04017,14.52
04019,5.12
04021,-5.78
04023,-19.23
04025,22.32
04027,-8.97
05001,-14.03
05003,-36.41
05005,10.67
05007,36.35
05009,9.85
05011,-49.57
05013,-53.57
05015,33.14
05017,-27.01
05019,-38.13
05021,13.90
05023,-5.17
05025,-53.99
05027,-0.98
05029,-25.33
05031,3.35
05033,15.96
05035,-8.68
05037,-22.16
05039,-37.48
05041,-36.56
05043,-36.12
05045,-21.09
05047,-10.50
05049,22.93
05051,6.25
05053,-36.62
05055,-2.08
05057,-13.62
05059,-29.42
05061,-5.16
05063,2.87
05065,-23.67
05067,-16.94
05069,-23.65
05071,-12.72
05073,-24.65
05075,-6.74
05077,-13.88
05079,-43.61
05081,-35.39
05083,-13.06
05085,-26.76
05087,17.69
05089,2.39
05091,-17.70
05093,-1.46
05095,-33.34
05097,2.86
05099,-24.28
05101,36.10
05103,-33.33
05105,-20.79
05107,-29.01
05109,0.76
05111,-7.11
05113,6.80
05115,-3.35
05117,-35.89
05119,-6.97
05121,1.95
05123,-14.30
05125,-25.08
05127,0.93
05129,38.05
05131,14.58
05133,-15.49
05135,5.82
05137,3.19
05139,-6.41
05141,-6.57
05143,29.96
05145,-12.80
05147,-37.32
05149,-20.54
06001,-8.41
06003,53.49
06005,-10.54
06007,15.69
06009,5.80
06011,3.07
06013,-6.04
06015,-3.19
06017,-0.89
06019,-10.89
06021,6.81
06023,-5.99
06025,7.51
06027,9.58
06029,1.30
06031,-14.82
06033,17.99
06035,-18.84
06037,-0.80
06039,-16.06
06041,14.82
06043,8.81
06045,-0.93
06047,-12.86
06049,4.17
06051,33.09
06053,12.83
06055,5.65
06057,7.75
06059,21.87
06061,-12.01
06063,-24.51
06065,12.77
06067,-13.06
06069,3.03
06071,4.49
06073,13.10
06075,-15.99
06077,6.09
06079,8.73
06081,3.67
06083,13.74
06085,5.63
06087,19.66
06089,-21.52
06091,-5.77
06093,-13.45
06095,-17.93
06097,8.58
06099,-0.15
06101,26.28
06103,0.35
06105,-22.82
06107,8.37
06109,-1.20
06111,-0.37
06113,-10.14
06115,4.02
08001,-6.82
08003,11.26
08005,20.45
08007,-7.38
08009,31.13
08011,15.25
08013,23.34
08014,
08015,4.38
08017,31.54
08019,16.71
08021,-19.93
08023,-35.68
08025,21.83
08027,23.69
08029,26.62
08031,-0.09
08033,10.44
08035,28.84
08037,5.83
08039,28.73
08041,29.99
08043,20.73
08045,16.28
08047,17.10
08049,25.35
08051,10.76
08053,25.45
08055,-32.22
08057,16.65
08059,19.48
08061,26.91
08063,34.07
08065,-31.68
08067,17.79
08069,34.92
08071,-38.21
08073,17.98
08075,20.00
08077,17.82
08079,-3.93
08081,18.74
08083,13.53
08085,17.03
08087,23.50
08089,17.75
08091,8.09
08093,18.85
08095,25.58
08097,16.37
08099,18.41
08101,-14.08
08103,27.29
08105,17.21
08107,7.73
08109,-1.44
08111,-8.92
08113,-7.64
08115,23.02
08117,2.90
08119,7.49
08121,31.11
08123,22.16
08125,30.59
09001,6.79
09003,-17.76
09005,7.89
09007,-0.26
09009,-15.92
09011,-3.25
09013,2.71
09015,-13.96
10001,-0.26
10003,-2.85
10005,2.87
11001,
12001,4.10
12003,-57.36
12005,-32.12
12007,-38.30
12009,22.74
12011,17.64
12013,-43.09
12015,21.84
12017,3.65
12019,-4.06
12021,21.49
12023,-27.66
12027,0.21
12029,-42.69
12031,-8.53
12033,-22.42
12035,-37.31
12037,-32.33
12039,-7.65
12041,-50.14
12043,-11.30
12045,-56.27
12047,-33.97
12049,5.92
12051,-11.23
12053,-4.01
12055,16.65
12057,-12.02
12059,-31.48
12061,22.11
12063,-35.53
12065,-30.60
12067,-45.50
12069,44.90
12071,30.68
12073,-6.94
12075,-33.58
12077,-56.02
12079,-28.80
12081,30.26
12083,-1.14
12085,16.29
12086,-15.30
12087,-34.23
12089,-32.66
12091,-27.63
12093,-28.13
12095,41.95
12097,36.58
12099,20.56
12101,10.41
12103,27.36
12105,14.63
12107,-2.56
12109,-15.02
12111,8.49
12113,-28.22
12115,41.40
12117,29.25
12119,-34.10
12121,-28.97
12123,-22.31
12125,-50.32
12127,9.64
12129,-50.30
12131,-42.10
12133,-26.08
13001,-46.69
13003,-68.90
13005,-33.71
13007,-83.21
13009,-28.30
13011,-68.22
13013,-65.41
13015,-46.58
13017,-54.24
13019,-76.67
13021,-15.51
13023,-46.90
13025,-58.97
13027,-32.45
13029,-51.11
13031,-38.27
13033,-6.17
